User,Task,Action,Start,Finish,Duration
0,0,T,0.0085297,0.5206528,0.5121231
0,0,T,5.1087336,6.088943,0.9802094
0,0,T,9.3611146,9.882248,0.5211334
0,0,T,10.7287647,10.96581,0.2370453
0,0,T,11.2977252,11.66151,0.3637848
0,0,T,12.0589176,12.3521,0.2931824
0,0,T,12.6443591,12.99966,0.3553009
0,0,T,15.2600294,15.78365,0.5236206
0,0,T,16.0775908,16.56929,0.4916992
0,0,T,16.7887138,17.13843,0.3497162
0,0,T,17.371921,18.90018,1.528259
0,0,T,19.3382382,19.76759,0.4293518
0,0,T,19.8040949,20.14667,0.3425751
0,0,T,20.3613013,20.76276,0.4014587
0,0,T,22.6235396,23.17899,0.5554504
0,0,T,31.0949969,31.98315,0.8881531
0,0,T,32.4801458,33.1844,0.7042542
0,0,T,33.5602417,33.8638,0.3035583
0,0,T,34.0512729,34.32439,0.2731171
0,0,T,34.4818532,34.66592,0.1840668
0,0,T,34.9779829,35.2511,0.2731171
0,0,T,35.7259666,36.05046,0.3244934
0,0,T,36.2506249,36.54338,0.2927551
0,0,T,36.8484916,37.54887,0.7003784
0,0,T,37.5536219,37.81589,0.2622681
0,0,T,37.8288286,37.95627,0.1274414
0,0,CR,38.583741,39.84163,1.257889
0,0,T,41.854917,43.46771,1.612793
0,0,T,45.073622,46.73091,1.657288
0,0,CR,47.301698,48.82332,1.521622
0,0,T,51.502513,53.83961,2.337097
0,0,T,53.8701,55.28488,1.41478
0,0,T,55.318392,57.52846,2.210068
0,0,T,57.6055026,57.73035,0.1248474
0,0,T,58.948486,60.91719,1.968704
0,0,T,60.9974198,61.3571,0.3596802
0,0,T,61.5299549,61.64258,0.1126251
0,0,T,61.6492182,61.80852,0.1593018
0,0,T,62.778796,64.44147,1.662674
0,1,T,64.492726,65.16248,0.669754
0,1,T,65.2141377,65.52235,0.3082123
0,1,T,71.3114039,71.80115,0.4897461
0,1,T,71.9767712,72.32281,0.3460388
0,1,T,72.5356758,72.93657,0.4008942
0,1,T,73.3065678,73.6814,0.3748322
0,1,T,73.871654,74.21664,0.344986
0,1,T,74.4062687,74.71796,0.3116913
0,1,T,74.9207476,75.29294,0.3721924
0,1,R,77.565061,78.65907,1.094009
0,1,CR,79.384204,80.74451,1.360306
0,1,CR,83.810884,85.20421,1.393326
0,1,T,86.83523361,86.88278,0.04754639
0,1,T,87.00030767,87.03995,0.03964233
0,1,T,87.0471983,87.46033,0.4131317
0,1,T,87.610031,88.87056,1.260529
0,1,T,89.094925,91.17511,2.080185
0,1,T,91.9810983,92.45673,0.4756317
0,1,T,92.503665,94.01224,1.508575
0,1,T,96.506183,98.35123,1.845047
