User,Task,Action,Start,Finish,Duration
0,0,T,0.0045166,0.5236969,0.5191803
0,0,CR,3.432389,6.823151,3.390762
0,0,T,11.702626,13.14658,1.443954
0,0,T,13.3154555,13.68954,0.3740845
0,0,T,13.8704834,14.55867,0.6881866
0,0,T,14.698788,15.55946,0.860672
0,0,T,15.7483076,16.66443,0.9161224
0,0,T,17.032864,18.60487,1.572006
0,0,R,19.627812,24.05785,4.430038
0,0,T,26.033979,27.54791,1.513931
0,0,T,27.6214489,28.58466,0.9632111
0,0,T,29.0389085,29.52072,0.4818115
0,0,CR,30.478191,31.68449,1.206299
0,0,T,33.949234,35.01329,1.064056
0,0,T,35.1171617,35.75562,0.6384583
0,0,T,35.7657634,35.95778,0.1920166
0,0,T,39.744449,41.85741,2.112961
0,0,T,44.3093212,44.84286,0.5335388
0,0,T,46.157551,47.48621,1.328659
0,0,T,47.4945207,47.60533,0.1108093
0,0,T,47.975848,48.77225,0.796402
0,0,T,48.8549834,49.22153,0.3665466
0,0,T,49.2404444,49.80003,0.5595856
0,0,T,49.8037001,50.16808,0.3643799
0,0,T,52.8829003,53.84338,0.9604797
0,0,T,53.8553796,54.18854,0.3331604
0,0,T,54.2384483,55.20494,0.9664917
0,0,T,55.3793963,56.0226,0.6432037
0,0,T,56.0497591,56.15123,0.1014709
0,0,T,56.1573195,56.44774,0.2904205
0,0,T,56.4866469,56.68907,0.2024231
0,0,T,56.7469006,56.85919,0.1122894
0,0,T,57.0302733,57.14122,0.1109467
0,0,CR,59.981583,62.88562,2.904037
0,0,R,64.45958,66.53444,2.07486
0,0,T,67.2069544,67.8712,0.6642456
0,0,T,67.8972461,68.21823,0.3209839
0,0,R,72.40813,77.06496,4.65683
0,1,T,77.4503329,77.94751,0.4971771
0,1,T,77.98703158,78.08629,0.09925842
0,1,CR,79.484454,81.08298,1.598526
0,1,T,82.1997688,82.34813,0.1483612
0,1,CR,84.094837,86.29961,2.204773
0,1,T,87.3818529,87.73015,0.3482971
0,1,T,87.8928043,88.29585,0.4030457
0,1,R,90.179688,91.31189,1.132202
0,1,CR,91.828673,93.62628,1.797607
0,1,CR,95.547442,96.80321,1.255768
0,1,R,98.456177,99.5504,1.094223
0,1,T,100.70574856,100.7191,0.01335144
0,1,T,100.71901423,100.7338,0.01478577
0,1,T,100.7892735,100.9521,0.1628265
0,1,R,101.473876,102.9756,1.501724
0,1,R,107.213546,109.6006,2.387054
0,1,T,110.1060885,110.4685,0.3624115
0,1,T,110.5536071,110.9845,0.4308929
0,1,T,111.0625523,111.4952,0.4326477
0,1,T,111.8289968,112.6635,0.8345032
0,1,R,118.142452,121.1609,3.018448
0,1,T,122.7808655,123.1862,0.4053345
0,1,T,123.426434,125.5406,2.114166
1,0,R,13.15675,15.29443,2.13768
1,0,CR,40.058063,41.21239,1.154327
1,0,R,57.840987,59.93199,2.091003
1,0,T,68.9376413,69.5266,0.5889587
1,0,T,69.557027,70.94489,1.387863
1,0,T,70.9742688,71.08578,0.1115112
1,0,T,71.1382875,71.26756,0.1292725
1,0,T,71.28519,71.46355,0.17836
1,1,T,87.088496,88.52592,1.437424
1,1,T,91.51111974,91.55064,0.03952026
1,1,T,91.567019775,91.57175,0.004730225
1,1,T,91.57174239,91.58929,0.01754761
1,1,T,91.595179775,91.59991,0.004730225
1,1,T,91.6058621,91.62608,0.0202179
1,1,T,91.633235513,91.64146,0.008224487
1,1,T,91.64413303,91.68965,0.04551697
1,1,T,91.703326338,91.70708,0.003753662
1,1,T,91.712063008,91.72073,0.008666992
1,1,T,91.72563245,91.73787,0.01223755
1,1,T,91.74409002,91.77357,0.02947998
1,1,T,91.779738638,91.78601,0.006271362
1,1,T,91.790981743,91.79707,0.006088257
1,1,T,91.829283813,91.83525,0.005966187
1,1,T,91.841856753,91.84706,0.005203247
1,1,T,91.857743462,91.86432,0.006576538
1,1,T,91.87475632,91.88765,0.01289368
1,1,T,91.895741392,91.90244,0.006698608
1,1,T,91.915266567,91.92166,0.006393433
1,1,T,91.92829937,91.93895,0.01065063
1,1,T,91.94917721,91.95966,0.01048279
1,1,T,92.090588076,92.09306,0.002471924
1,1,T,92.11032264,92.12137,0.01104736
1,1,T,92.12644599,92.13818,0.01173401
1,1,T,92.1418915,92.15448,0.0125885
1,1,T,92.18143738,92.1925,0.01106262
1,1,T,92.19250487,92.20401,0.01150513
1,1,T,92.20651291,92.24791,0.04139709
1,1,T,92.25770532,92.28363,0.02592468
1,1,T,92.28362816,92.29376,0.01013184
1,1,T,92.30905323,92.33687,0.02781677
1,1,T,92.339406196,92.34818,0.008773804
1,1,T,92.35951624,92.37212,0.01260376
1,1,T,92.3821704,92.42401,0.0418396
1,1,T,92.430372861,92.43669,0.006317139
1,1,T,92.441817603,92.44815,0.006332397
1,1,T,92.46064539,92.47212,0.01147461
1,1,T,93.2248034,93.23669,0.0118866
1,1,T,93.267871724,93.27573,0.007858276
1,1,T,93.303402529,93.30856,0.005157471
1,1,T,93.3244903,93.33656,0.0120697
1,1,T,93.431346235,93.43658,0.005233765
1,1,T,93.460369551,93.46983,0.009460449
1,1,T,93.5960697,93.81749,0.2214203
1,1,R,109.330853,111.3625,2.031647
1,1,R,114.141883,116.0391,1.897217
1,1,R,118.185818,119.5388,1.352982
