S,0
T,0.08580399,0.09843063
T,0.4674797,1.725018
T,0.008453369,4.591717
T,0.01224899,4.603966
T,0.01856232,4.622528
T,0.003692627,4.62991
T,0.003665924,4.64481
T,0.01826859,4.669239
T,0.01322174,4.691071
T,0.01100159,4.71888
T,0.007312775,4.735867
T,0.01472855,4.790707
T,0.0134964,4.825871
T,0.01562119,4.895409
T,0.006843567,5.171543
T,0.1349411,6.979248
T,1.472569,9.43063
T,0.6598663,10.17014
T,0.1926346,10.41531
T,0.102375,10.56642
T,0.5364494,11.30793
T,0.4454918,11.92424
T,0.8398247,12.97916
T,1.120132,14.16175
T,0.4785194,14.68448
T,1.790203,16.86604
T,0.4935684,17.90013
T,0.1888657,18.0937
T,0.4590225,19.16723
T,0.1194,19.29728
T,0.4082642,20.19905
T,0.6420975,21.52915
T,0.4753647,22.61286
T,0.4968681,23.27113
T,0.3700562,24.03413
T,0.4269257,24.6712
T,0.314888,25.30244
T,0.4219284,29.72375
T,0.3417053,30.61884
T,0.3029633,31.29321
T,0.2405777,32.08048
T,0.04508972,32.21466
T,0.3718643,33.61864
T,0.3986816,34.16555
T,0.4077606,34.78084
T,0.3252411,35.16144
T,0.009246826,35.81654
T,0.004730225,35.82957
T,0.00353241,35.84615
T,0.01528931,35.8696
T,0.00680542,35.89065
T,0.01693726,35.99316
R,4.276268,41.84191
T,0.4508514,42.48879
T,0.4828186,42.99393
T,0.5062485,44.83805
T,1.350227,46.22369
S,1
T,0.4649887,47.7278
T,0.09803009,47.96256
T,0.01113129,51.00352
T,0.006530762,51.01482
T,0.00668335,51.02703
T,0.005569458,51.04385
T,0.01076508,51.06664
T,0.009941101,51.08219
T,0.005386353,51.09525
T,0.01454163,51.12078
T,0.009979248,51.13076
T,0.007583618,51.15364
T,0.005409241,51.16338
T,0.01300049,51.18929
T,0.01152802,51.20406
T,0.02590179,51.2355
T,0.00553894,51.24661
T,0.005485535,51.26318
T,0.06134796,51.33537
T,0.005455017,51.34637
T,0.02773285,51.38489
T,0.01174927,51.40208
T,0.005264282,51.41484
T,0.01856995,51.44207
T,0.01341248,51.45548
T,0.02758026,51.48306
T,0.01206207,51.71879
T,0.01102448,51.73479
T,0.006072998,51.74574
T,0.005897522,51.76237
T,0.01211548,51.78414
T,0.006286621,51.79539
T,0.01148224,51.81784
T,0.0118103,51.83437
T,0.005805969,51.8451
T,0.005889893,51.86292
T,0.01064301,51.88545
T,0.004653931,51.89604
T,0.01058197,51.91738
T,0.01107788,51.93454
T,0.004844666,51.9457
T,0.01257324,51.96711
T,0.0110321,51.98434
T,0.004928589,51.99557
T,0.006477356,52.01231
T,0.01151276,52.03403
T,0.005149841,52.04566
T,0.0118866,52.06789
T,0.01164246,52.08475
T,0.01625824,52.34752
T,0.01517487,52.3812
T,0.009407043,52.41842
T,0.003562927,52.42663
T,0.008834839,52.44738
T,0.0124588,52.46464
T,0.02664185,52.49477
T,0.005874634,52.51605
T,0.005912781,52.53022
T,0.005935669,52.55569
T,0.00365448,52.56418
T,0.0120697,52.58865
T,0.01508331,52.60871
T,0.01687622,52.65216
T,0.0111618,52.67062
T,0.02206421,52.7
T,0.02919006,52.73412
T,0.01097107,52.75132
T,0.01856232,52.77482
T,0.01094055,52.9819
T,0.007484436,52.99812
T,0.0219574,53.03041
T,0.01103973,53.05437
T,0.01625824,53.07555
T,0.005180359,53.09222
T,0.01618958,53.12872
T,0.004920959,53.14478
T,0.008796692,53.16609
T,0.01250458,53.1861
T,0.005020142,53.19112
T,0.03095245,53.22702
T,0.006454468,53.24459
T,0.006034851,53.26278
T,0.004608154,53.27861
T,0.004859924,53.29931
T,0.02220154,53.33895
T,0.004898071,53.34862
T,0.03710175,53.40009
T,0.01921844,53.42656
T,0.004310608,53.44999
T,0.01280212,53.48804
T,0.005775452,53.51685
T,0.006851196,53.52708
T,0.007209778,53.54569
T,0.02896118,53.58497
T,0.005737305,53.5965
T,0.03359222,53.63828
T,0.004714966,53.64864
T,0.01242828,53.66602
T,0.02310181,53.68913
T,0.6107483,54.61913
T,0.6538925,56.48912
T,0.2120667,56.74311
T,0.7412262,57.73566
T,0.6157913,58.66537
T,0.6059189,59.41911
T,0.5235291,60.25249
T,0.5860901,60.95706
T,0.6075211,61.76475
T,0.1898346,65.04767
T,0.6003647,65.90498
T,0.4902496,66.91151
S,2
RUNTIME,67.36134
