S,0
T,0.4377289,0.4433289
CR,0.9805908,6.942047
CR,0.9298401,10.26088
CR,1.096954,16.12251
CR,1.445206,26.00081
CR,1.798935,27.82347
R,1.327667,58.11588
R,1.324112,63.19209
CR,1.634018,68.04158
CR,1.135086,69.28067
CR,5.755096,97.38045
CR,2.452057,101.3051
CR,1.350739,104.6456
CR,2.57959,109.3252
T,0.5993042,111.5902
CR,2.843536,117.7436
S,1
CR,3.398468,132.8645
T,0.004760742,135.3659
T,0.00491333,135.3829
T,0.005981445,135.3996
T,0.005889893,135.4151
T,0.01092529,135.4368
T,0.01199341,135.4535
T,0.005950928,135.468
T,0.004852295,135.4802
T,0.0249939,135.5151
T,0.006286621,135.5312
T,0.02575684,135.5706
T,0.02047729,135.6022
T,0.02346802,135.6354
T,0.03475952,135.6825
T,0.002441406,135.6991
T,0.01620483,135.7243
T,0.006103516,135.7353
T,0.007476807,135.7553
T,0.003753662,135.764
T,0.006103516,135.7801
T,0.00994873,135.8074
T,0.006103516,135.8197
T,0.006408691,135.8425
T,0.0135498,135.8585
T,0.00869751,135.8734
T,0.009918213,135.8894
T,0.00491333,135.9004
T,0.00491333,135.9179
T,0.004943848,135.9328
T,0.01461792,135.961
T,0.006195068,135.9846
T,0.01470947,136.0091
T,0.002410889,136.0152
T,0.004943848,136.0325
T,0.01098633,136.0595
T,0.004974365,136.0669
T,0.01608276,136.0909
T,0.008453369,136.1042
T,0.00604248,136.1163
T,0.006347656,136.1315
T,0.03060913,136.4296
T,0.03192139,136.577
T,0.009521484,136.5865
T,0.002410889,136.5996
T,0.01638794,136.6243
T,0.00579834,136.6348
T,0.005950928,136.6467
T,0.0105896,136.6764
T,0.003631592,136.685
T,0.02099609,136.7171
T,0.00604248,136.7341
T,0.01089478,137.0233
T,0.008880615,137.0374
T,0.005340576,137.0492
T,0.006072998,137.0662
T,0.004882813,137.0821
T,0.004882813,137.0979
T,0.006011963,137.1139
T,0.003601074,137.1284
T,0.005889893,137.1519
T,0.009552002,137.1732
T,0.01672363,137.1923
T,0.02029419,137.2185
T,0.01190186,137.2364
T,0.008026123,137.2527
T,0.008575439,137.2832
T,0.003570557,137.3
T,0.02679443,137.3329
T,0.01062012,137.6013
T,0.005889893,137.6167
T,0.01062012,137.6367
T,0.005981445,137.6523
T,0.003631592,137.6644
T,0.03500366,137.7092
T,0.01721191,137.73
T,0.01107788,137.7582
T,0.004821777,137.769
T,0.003601074,137.7824
T,0.009796143,137.8028
T,0.006164551,137.8177
T,0.005126953,137.8351
T,0.005096436,137.8501
T,0.0218811,137.8844
T,0.02267456,137.9222
T,0.003601074,138.188
T,0.002441406,138.2001
T,0.006072998,138.2184
T,0.00604248,138.2331
T,0.006317139,138.2482
T,0.004882813,138.2751
T,0.0050354,138.299
T,0.02752686,138.3364
T,0.00491333,138.3502
T,0.00378418,138.363
T,0.02294922,138.3964
T,0.0166626,138.4182
T,0.003936768,138.4379
T,0.005218506,138.4509
T,0.005218506,138.4677
T,0.00390625,138.4795
T,0.007141113,138.501
T,0.007720947,138.5206
T,0.002532959,139.1011
T,0.008972168,139.1179
T,0.009002686,139.1446
T,0.004943848,139.1545
T,0.002502441,139.1657
T,0.004943848,139.1818
T,0.01382446,139.2056
T,0.01126099,139.2218
T,0.008972168,139.2372
T,0.002593994,139.2486
T,0.01141357,139.2702
T,0.0050354,139.2917
T,0.003845215,139.3477
T,0.003845215,139.3592
T,0.002624512,139.3667
T,0.002471924,139.6139
T,0.005096436,139.6319
T,0.03735352,139.6768
T,0.007629395,139.6844
T,0.009155273,139.7025
T,0.005126953,139.7258
T,0.003753662,139.7347
T,0.0178833,139.7576
T,0.00390625,139.7666
T,0.01159668,139.7885
T,0.01034546,139.8055
T,0.005096436,139.8312
T,0.01177979,139.8574
T,0.01559448,140.1598
T,0.002563477,140.1675
T,0.009033203,140.1987
T,0.01193237,140.2169
T,0.01119995,140.2345
T,0.005187988,140.2563
T,0.005126953,140.2666
T,0.02175903,140.3062
T,0.002532959,140.3165
T,0.005218506,140.3331
T,0.006439209,140.3497
T,0.002532959,140.3819
T,0.0111084,140.721
T,0.01083374,140.744
T,0.001373291,140.7495
T,0.004058838,140.7688
T,0.002746582,140.7826
T,0.005554199,140.8003
T,0.01443481,140.8216
T,0.005432129,140.8326
T,0.01101685,140.8544
T,0.005523682,140.8653
T,0.01373291,140.8901
T,0.002746582,140.8996
T,0.006835938,140.9159
T,0.1240234,141.051
CR,1.221863,142.5605
CR,1.722229,148.1416
T,0.458313,149.0886
T,0.5805969,149.8613
T,0.5324707,150.6578
T,0.4030151,151.3088
T,0.3762817,151.8393
T,0.3994446,152.5315
T,0.8980408,153.9047
T,0.4632568,154.9483
T,1.782135,157.2238
T,0.5194397,160.8686
CR,1.683655,163.3627
T,0.8244934,167.4092
T,0.4039917,168.0871
T,0.5676575,173.0523
T,0.4616089,173.9531
CR,0.8555908,176.5422
S,2
RUNTIME,177.441
