S,0
T,0.4105453,0.416954
T,0.1497421,0.5892715
CR,1.762398,5.607643
T,0.9298859,8.356979
T,0.4920044,8.976936
T,0.415062,9.621048
T,0.6366882,10.48737
CR,1.461136,12.30128
T,1.994423,16.77776
T,1.484993,21.60513
T,0.1179504,21.86189
T,0.557724,25.63199
T,0.3988419,26.4156
T,1.580238,28.66219
T,2.208206,32.31991
T,1.916313,35.03044
T,1.888306,37.12464
T,0.937912,38.22546
T,0.4257965,38.80172
T,0.2894821,39.25359
T,1.219635,40.4834
S,1
T,0.4958344,42.34139
T,0.133461,42.62148
T,0.471405,44.69785
CR,0.8158035,46.42395
T,0.8189697,49.32993
T,0.4792938,50.03091
T,1.003998,51.19665
T,1.648651,53.64085
T,0.5459595,54.34914
T,0.7351532,58.22417
T,0.6825867,60.14919
T,0.6203613,60.86031
T,0.6103668,61.51046
T,1.480118,63.26665
CR,1.180542,64.91892
T,5.953979,72.89985
T,0.7544708,73.77441
T,0.7379761,75.10891
T,0.109787,75.23153
T,0.4693909,75.78892
T,0.7384796,76.85831
T,0.3792419,84.98507
T,0.4684143,85.68523
T,0.121994,85.92196
S,2
RUNTIME,86.70123
