User,Task,Action,Start,Finish,Duration
0,0,CR,3.035751,3.949001,0.91325
0,0,CR,4.314488,5.600922,1.286434
0,0,CR,6.487984,7.542141,1.054157
0,0,CR,8.053406,9.144207,1.090801
0,0,R,10.237527,11.96082,1.723293
0,0,R,12.551251,15.52916,2.977909
0,0,R,16.004611,20.87094,4.866329
0,0,R,22.36354,23.40982,1.04628
0,0,R,24.8887144,25.87637,0.9876556
0,0,CR,26.890064,28.54475,1.654686
0,0,R,33.25047,34.98589,1.73542
0,0,CR,35.600068,36.62449,1.024422
0,0,R,42.955836,44.85702,1.901184
0,1,CR,52.4899278,53.36933,0.8794022
0,1,CR,53.94583,55.12316,1.17733
0,1,R,58.248423,60.15507,1.906647
1,0,T,0.01262664,0.09843063,0.08580399
1,0,T,1.2575383,1.725018,0.4674797
1,0,T,4.583263631,4.591717,0.008453369
1,0,T,4.59171701,4.603966,0.01224899
1,0,T,4.60396568,4.622528,0.01856232
1,0,T,4.626217373,4.62991,0.003692627
1,0,T,4.641144076,4.64481,0.003665924
1,0,T,4.65097041,4.669239,0.01826859
1,0,T,4.67784926,4.691071,0.01322174
1,0,T,4.70787841,4.71888,0.01100159
1,0,T,4.728554225,4.735867,0.007312775
1,0,T,4.77597845,4.790707,0.01472855
1,0,T,4.8123746,4.825871,0.0134964
1,0,T,4.87978781,4.895409,0.01562119
1,0,T,5.164699433,5.171543,0.006843567
1,0,T,6.8443069,6.979248,0.1349411
1,0,T,7.958061,9.43063,1.472569
1,0,T,9.5102737,10.17014,0.6598663
1,0,T,10.2226754,10.41531,0.1926346
1,0,T,10.464045,10.56642,0.102375
1,0,T,10.7714806,11.30793,0.5364494
1,0,T,11.4787482,11.92424,0.4454918
1,0,T,12.1393353,12.97916,0.8398247
1,0,T,13.041618,14.16175,1.120132
1,0,T,14.2059606,14.68448,0.4785194
1,0,T,15.075837,16.86604,1.790203
1,0,T,17.4065616,17.90013,0.4935684
1,0,T,17.9048343,18.0937,0.1888657
1,0,T,18.7082075,19.16723,0.4590225
1,0,T,19.17788,19.29728,0.1194
1,0,T,19.7907858,20.19905,0.4082642
1,0,T,20.8870525,21.52915,0.6420975
1,0,T,22.1374953,22.61286,0.4753647
1,0,T,22.7742619,23.27113,0.4968681
1,0,T,23.6640738,24.03413,0.3700562
1,0,T,24.2442743,24.6712,0.4269257
1,0,T,24.987552,25.30244,0.314888
1,0,T,29.3018216,29.72375,0.4219284
1,0,T,30.2771347,30.61884,0.3417053
1,0,T,30.9902467,31.29321,0.3029633
1,0,T,31.8399023,32.08048,0.2405777
1,0,T,32.16957028,32.21466,0.04508972
1,0,T,33.2467757,33.61864,0.3718643
1,0,T,33.7668684,34.16555,0.3986816
1,0,T,34.3730794,34.78084,0.4077606
1,0,T,34.8361989,35.16144,0.3252411
1,0,T,35.807293174,35.81654,0.009246826
1,0,T,35.824839775,35.82957,0.004730225
1,0,T,35.84261759,35.84615,0.00353241
1,0,T,35.85431069,35.8696,0.01528931
1,0,T,35.88384458,35.89065,0.00680542
1,0,T,35.97622274,35.99316,0.01693726
1,0,R,37.565642,41.84191,4.276268
1,0,T,42.0379386,42.48879,0.4508514
1,0,T,42.5111114,42.99393,0.4828186
1,0,T,44.3318015,44.83805,0.5062485
1,0,T,44.873463,46.22369,1.350227
1,1,T,47.2628113,47.7278,0.4649887
1,1,T,47.86452991,47.96256,0.09803009
1,1,T,50.99238871,51.00352,0.01113129
1,1,T,51.008289238,51.01482,0.006530762
1,1,T,51.02034665,51.02703,0.00668335
1,1,T,51.038280542,51.04385,0.005569458
1,1,T,51.05587492,51.06664,0.01076508
1,1,T,51.072248899,51.08219,0.009941101
1,1,T,51.089863647,51.09525,0.005386353
1,1,T,51.10623837,51.12078,0.01454163
1,1,T,51.120780752,51.13076,0.009979248
1,1,T,51.146056382,51.15364,0.007583618
1,1,T,51.157970759,51.16338,0.005409241
1,1,T,51.17628951,51.18929,0.01300049
1,1,T,51.19253198,51.20406,0.01152802
1,1,T,51.20959821,51.2355,0.02590179
1,1,T,51.24107106,51.24661,0.00553894
1,1,T,51.257694465,51.26318,0.005485535
1,1,T,51.27402204,51.33537,0.06134796
1,1,T,51.340914983,51.34637,0.005455017
1,1,T,51.35715715,51.38489,0.02773285
1,1,T,51.39033073,51.40208,0.01174927
1,1,T,51.409575718,51.41484,0.005264282
1,1,T,51.42350005,51.44207,0.01856995
1,1,T,51.44206752,51.45548,0.01341248
1,1,T,51.45547974,51.48306,0.02758026
1,1,T,51.70672793,51.71879,0.01206207
1,1,T,51.72376552,51.73479,0.01102448
1,1,T,51.739667002,51.74574,0.006072998
1,1,T,51.756472478,51.76237,0.005897522
1,1,T,51.77202452,51.78414,0.01211548
1,1,T,51.789103379,51.79539,0.006286621
1,1,T,51.80635776,51.81784,0.01148224
1,1,T,51.8225597,51.83437,0.0118103
1,1,T,51.839294031,51.8451,0.005805969
1,1,T,51.857030107,51.86292,0.005889893
1,1,T,51.87480699,51.88545,0.01064301
1,1,T,51.891386069,51.89604,0.004653931
1,1,T,51.90679803,51.91738,0.01058197
1,1,T,51.92346212,51.93454,0.01107788
1,1,T,51.940855334,51.9457,0.004844666
1,1,T,51.95453676,51.96711,0.01257324
1,1,T,51.9733079,51.98434,0.0110321
1,1,T,51.990641411,51.99557,0.004928589
1,1,T,52.005832644,52.01231,0.006477356
1,1,T,52.02251724,52.03403,0.01151276
1,1,T,52.040510159,52.04566,0.005149841
1,1,T,52.0560034,52.06789,0.0118866
1,1,T,52.07310754,52.08475,0.01164246
1,1,T,52.33126176,52.34752,0.01625824
1,1,T,52.36602513,52.3812,0.01517487
1,1,T,52.409012957,52.41842,0.009407043
1,1,T,52.423067073,52.42663,0.003562927
1,1,T,52.438545161,52.44738,0.008834839
1,1,T,52.4521812,52.46464,0.0124588
1,1,T,52.46812815,52.49477,0.02664185
1,1,T,52.510175366,52.51605,0.005874634
1,1,T,52.524307219,52.53022,0.005912781
1,1,T,52.549754331,52.55569,0.005935669
1,1,T,52.56052552,52.56418,0.00365448
1,1,T,52.5765803,52.58865,0.0120697
1,1,T,52.59362669,52.60871,0.01508331
1,1,T,52.63528378,52.65216,0.01687622
1,1,T,52.6594582,52.67062,0.0111618
1,1,T,52.67793579,52.7,0.02206421
1,1,T,52.70492994,52.73412,0.02919006
1,1,T,52.74034893,52.75132,0.01097107
1,1,T,52.75625768,52.77482,0.01856232
1,1,T,52.97095945,52.9819,0.01094055
1,1,T,52.990635564,52.99812,0.007484436
1,1,T,53.0084526,53.03041,0.0219574
1,1,T,53.04333027,53.05437,0.01103973
1,1,T,53.05929176,53.07555,0.01625824
1,1,T,53.087039641,53.09222,0.005180359
1,1,T,53.11253042,53.12872,0.01618958
1,1,T,53.139859041,53.14478,0.004920959
1,1,T,53.157293308,53.16609,0.008796692
1,1,T,53.17359542,53.1861,0.01250458
1,1,T,53.186099858,53.19112,0.005020142
1,1,T,53.19606755,53.22702,0.03095245
1,1,T,53.238135532,53.24459,0.006454468
1,1,T,53.256745149,53.26278,0.006034851
1,1,T,53.274001846,53.27861,0.004608154
1,1,T,53.294450076,53.29931,0.004859924
1,1,T,53.31674846,53.33895,0.02220154
1,1,T,53.343721929,53.34862,0.004898071
1,1,T,53.36298825,53.40009,0.03710175
1,1,T,53.40734156,53.42656,0.01921844
1,1,T,53.445679392,53.44999,0.004310608
1,1,T,53.47523788,53.48804,0.01280212
1,1,T,53.511074548,53.51685,0.005775452
1,1,T,53.520228804,53.52708,0.006851196
1,1,T,53.538480222,53.54569,0.007209778
1,1,T,53.55600882,53.58497,0.02896118
1,1,T,53.590762695,53.5965,0.005737305
1,1,T,53.60468778,53.63828,0.03359222
1,1,T,53.643925034,53.64864,0.004714966
1,1,T,53.65359172,53.66602,0.01242828
1,1,T,53.66602819,53.68913,0.02310181
1,1,T,54.0083817,54.61913,0.6107483
1,1,T,55.8352275,56.48912,0.6538925
1,1,T,56.5310433,56.74311,0.2120667
1,1,T,56.9944338,57.73566,0.7412262
1,1,T,58.0495787,58.66537,0.6157913
1,1,T,58.8131911,59.41911,0.6059189
1,1,T,59.7289609,60.25249,0.5235291
1,1,T,60.3709699,60.95706,0.5860901
1,1,T,61.1572289,61.76475,0.6075211
1,1,T,64.8578354,65.04767,0.1898346
1,1,T,65.3046153,65.90498,0.6003647
1,1,T,66.4212604,66.91151,0.4902496
