User,Task,Action,Start,Finish,Duration
0,0,T,3.0103682,3.316635,0.3062668
0,0,T,3.34226945,3.354507,0.01223755
0,0,T,3.37136105,3.375397,0.00403595
0,0,T,3.390899245,3.395248,0.004348755
0,0,T,3.494728545,3.499207,0.004478455
0,0,T,4.942420852,4.947235,0.004814148
0,0,CR,3.311318,4.964821,1.653503
0,0,T,4.96509522,4.981857,0.01676178
0,0,T,5.01071883,5.041183,0.03046417
0,0,T,5.092261967,5.098396,0.006134033
0,0,T,5.109375,5.276062,0.166687
0,0,T,6.841064389,6.846466,0.005401611
0,0,T,6.85950472,6.869545,0.01004028
0,0,T,6.880439801,6.885994,0.005554199
0,0,T,6.902137312,6.907455,0.005317688
0,0,T,6.916686997,6.917778,0.001091003
0,0,T,6.98349806,6.989037,0.00553894
0,0,CR,6.4082488,7.380371,0.9721222
0,0,T,7.4259563,7.613586,0.1876297
0,0,R,8.040444,9.301392,1.260948
0,0,T,23.473254402,23.47668,0.003425598
0,0,T,23.633020625,23.63888,0.005859375
0,0,T,23.64814941,23.67457,0.02642059
0,0,T,23.790871514,23.79432,0.003448486
0,0,T,23.800117437,23.80587,0.005752563
0,0,CR,27.984331,29.32229,1.337959
0,0,CR,34.1720483,35.05776,0.8857117
0,1,CR,45.6666542,46.56175,0.8950958
0,1,T,51.1359302,51.33698,0.2010498
0,1,CR,59.033619,60.48093,1.447311
0,1,CR,76.354727,77.5819,1.227173
1,0,T,0.0064087,0.416954,0.4105453
1,0,T,0.4395294,0.5892715,0.1497421
1,0,CR,3.845245,5.607643,1.762398
1,0,T,7.4270931,8.356979,0.9298859
1,0,T,8.4849316,8.976936,0.4920044
1,0,T,9.205986,9.621048,0.415062
1,0,T,9.8506818,10.48737,0.6366882
1,0,CR,10.840144,12.30128,1.461136
1,0,T,14.783337,16.77776,1.994423
1,0,T,20.120137,21.60513,1.484993
1,0,T,21.7439396,21.86189,0.1179504
1,0,T,25.074266,25.63199,0.557724
1,0,T,26.0167581,26.4156,0.3988419
1,0,T,27.081952,28.66219,1.580238
1,0,T,30.111704,32.31991,2.208206
1,0,T,33.114127,35.03044,1.916313
1,0,T,35.236334,37.12464,1.888306
1,0,T,37.287548,38.22546,0.937912
1,0,T,38.3759235,38.80172,0.4257965
1,0,T,38.9641079,39.25359,0.2894821
1,0,T,39.263765,40.4834,1.219635
1,1,T,41.8455556,42.34139,0.4958344
1,1,T,42.488019,42.62148,0.133461
1,1,T,44.226445,44.69785,0.471405
1,1,CR,45.6081465,46.42395,0.8158035
1,1,T,48.5109603,49.32993,0.8189697
1,1,T,49.5516162,50.03091,0.4792938
1,1,T,50.192652,51.19665,1.003998
1,1,T,51.992199,53.64085,1.648651
1,1,T,53.8031805,54.34914,0.5459595
1,1,T,57.4890168,58.22417,0.7351532
1,1,T,59.4666033,60.14919,0.6825867
1,1,T,60.2399487,60.86031,0.6203613
1,1,T,60.9000932,61.51046,0.6103668
1,1,T,61.786532,63.26665,1.480118
1,1,CR,63.738378,64.91892,1.180542
1,1,T,66.945871,72.89985,5.953979
1,1,T,73.0199392,73.77441,0.7544708
1,1,T,74.3709339,75.10891,0.7379761
1,1,T,75.121743,75.23153,0.109787
1,1,T,75.3195291,75.78892,0.4693909
1,1,T,76.1198304,76.85831,0.7384796
1,1,T,84.6058281,84.98507,0.3792419
1,1,T,85.2168157,85.68523,0.4684143
1,1,T,85.799966,85.92196,0.121994
