User,Task,Action,Start,Finish,Duration
0,0,CR,6.156565,11.16096,5.004395
0,0,CR,12.080982,13.88921,1.808228
0,0,CR,13.941593,15.83942,1.897827
0,0,CR,16.765302,21.22978,4.464478
0,0,CR,22.049362,27.54483,5.495468
0,0,R,30.691066,36.89178,6.200714
0,0,R,37.745866,39.81717,2.071304
0,0,CR,43.366957,47.61154,4.244583
0,0,R,48.20718,49.88467,1.67749
0,0,R,50.794727,52.46323,1.668503
0,0,R,54.7553,57.38799,2.63269
0,1,CR,61.514344,62.57898,1.064636
0,1,CR,62.914519,64.30194,1.387421
0,1,CR,65.13068,67.96912,2.83844
0,1,R,69.0519406,69.86853,0.8165894
0,1,R,70.299404,72.48254,2.183136
0,1,CR,72.782315,74.34335,1.561035
0,1,R,77.302247,81.90973,4.607483
0,1,R,84.302733,88.13687,3.834137
0,1,R,89.332274,90.56906,1.236786
0,1,R,91.236971,93.41379,2.176819
0,1,R,93.805604,94.78296,0.977356
0,1,R,97.111756,98.03357,0.921814
0,1,R,98.8783,102.327,3.4487
0,1,CR,103.450759,106.0027,2.551941
0,1,CR,108.870499,110.5457,1.675201
0,1,T,115.8882828,116.8097,0.9214172
0,1,CR,117.310658,118.4063,1.095642
0,1,R,119.521002,124.1211,4.600098
0,1,T,124.781356,125.4915,0.710144
0,1,R,127.99599,129.2177,1.22171
0,1,R,130.933715,136.1687,5.234985
0,1,CR,137.53184,138.6645,1.13266
0,1,CR,139.206132,142.183,2.976868
0,1,R,145.7627465,146.7488,0.9860535
0,1,CR,153.279186,156.3036,3.024414
0,1,CR,156.872961,160.1052,3.232239
0,1,CR,161.245066,164.3827,3.137634
1,0,T,0.0295868,0.3597717,0.3301849
1,0,T,5.437149,6.791855,1.354706
1,0,T,8.607042,11.52553,2.918488
1,0,T,11.831211,13.62508,1.793869
1,0,T,13.717061,16.93839,3.221329
1,0,T,17.4429749,17.58862,0.1456451
1,0,T,17.9243048,18.70026,0.7759552
1,0,T,18.999298,21.5271,2.527802
1,0,T,25.020767,30.10376,5.082993
1,0,T,30.1155654,30.29449,0.1789246
1,0,T,39.158877,42.93793,3.779053
1,0,T,44.324693,46.40883,2.084137
1,0,T,46.8767523,47.08682,0.2100677
1,0,T,47.9239928,48.21864,0.2946472
1,0,T,48.7590287,48.91064,0.1516113
1,0,T,48.9773388,49.14604,0.1687012
1,0,T,50.995084,53.9008,2.905716
1,0,T,54.673268,56.40218,1.728912
1,0,T,56.4299133,56.56651,0.1365967
1,0,T,57.1458722,57.94232,0.7964478
1,1,T,58.1290757,58.81801,0.6889343
1,1,T,61.145444,62.75961,1.614166
1,1,T,62.99017,64.9035,1.91333
1,1,T,65.0888635,66.0863,0.9974365
1,1,T,66.346714,67.52457,1.177856
1,1,T,67.8144573,68.79398,0.9795227
1,1,T,69.0181236,69.63348,0.6153564
1,1,T,72.883213,74.02039,1.137177
1,1,T,74.644166,76.37555,1.731384
1,1,T,80.8679829,81.72571,0.8577271
1,1,T,100.0163947,100.4206,0.4042053
1,1,T,100.924667,102.304,1.379333
1,1,T,102.6325398,103.3967,0.7641602
1,1,T,105.865023,107.5712,1.706177
1,1,T,108.5790732,109.5665,0.9874268
1,1,T,109.6299594,110.4366,0.8066406
1,1,T,110.8091313,110.9258,0.1166687
1,1,T,111.44316,114.2014,2.75824
1,1,T,115.965628,118.5996,2.633972
1,1,T,119.3802378,120.0602,0.6799622
1,1,T,120.876649,122.7016,1.824951
1,1,T,123.64598,125.0782,1.43222
1,1,T,126.5759551,127.2207,0.6447449
1,1,T,127.7573973,128.2552,0.4978027
1,1,T,130.6086108,130.8963,0.2876892
1,1,T,131.027524,133.8121,2.784576
1,1,T,133.8807938,134.3446,0.4638062
1,1,T,134.374483,135.9014,1.526917
1,1,T,140.81366963,140.8473,0.03363037
1,1,T,145.409915,148.9845,3.574585
1,1,T,150.493476,153.0279,2.534424
