User,Task,Action,Start,Finish,Duration
0,0,T,0.0058289,0.5687561,0.5629272
0,0,T,2.607925,3.792572,1.184647
0,0,T,4.122574251,4.129517,0.006942749
0,0,T,4.13432274,4.145187,0.01086426
0,0,T,4.155578625,4.161438,0.005859375
0,0,T,4.173095258,4.177856,0.004760742
0,0,T,4.187195312,4.194901,0.007705688
0,0,T,4.21902446,4.230377,0.01135254
0,0,T,4.230377146,4.232727,0.002349854
0,0,T,4.243851021,4.248154,0.004302979
0,0,T,4.25271583,4.26387,0.01115417
0,0,T,4.277282916,4.281769,0.004486084
0,0,T,4.290893437,4.296646,0.005752563
0,0,T,4.308227881,4.312775,0.004547119
0,0,T,4.32311966,4.328918,0.00579834
0,0,T,4.340225283,4.34581,0.005584717
0,0,T,4.35372943,4.361664,0.00793457
0,0,T,4.3700863,4.382156,0.0120697
0,0,T,4.3894802,4.411697,0.0222168
0,0,T,4.419021155,4.425262,0.006240845
0,0,T,4.436279647,4.441666,0.005386353
0,0,T,4.453826999,4.458603,0.004776001
0,0,T,4.474883718,4.480148,0.005264282
0,0,T,4.490050932,4.496246,0.006195068
0,0,T,4.508377293,4.513077,0.004699707
0,0,T,4.525481705,4.530334,0.004852295
0,0,T,4.542419529,4.547577,0.005157471
0,0,T,4.55458088,4.563904,0.00932312
0,0,T,4.573134989,4.578796,0.005661011
0,0,T,4.588638002,4.594711,0.006072998
0,0,T,4.606887446,4.611755,0.004867554
0,0,T,4.62126111,4.633224,0.01196289
0,0,T,4.64730852,4.653351,0.00604248
0,0,T,4.658141996,4.661621,0.003479004
0,0,T,4.67152376,4.693649,0.02212524
0,0,T,4.70289657,4.710587,0.00769043
0,0,T,4.72267132,4.745117,0.02244568
0,0,T,4.75810251,4.768509,0.01040649
0,0,T,4.774399101,4.782471,0.008071899
0,0,T,4.787155248,4.792801,0.005645752
0,0,T,4.978851408,4.982483,0.003631592
0,0,T,5.409622,6.426422,1.0168
0,0,T,6.5926518,7.069962,0.4773102
0,0,T,7.2189791,7.629761,0.4107819
0,0,T,7.8690031,8.492935,0.6239319
0,0,T,8.83897362,8.849609,0.01063538
0,0,T,8.855606517,8.860352,0.004745483
0,0,T,8.871322964,8.87616,0.004837036
0,0,T,8.91969256,8.931747,0.01205444
0,0,T,8.936630072,8.942581,0.005950928
0,0,T,8.950942854,8.959442,0.008499146
0,0,T,8.97033652,8.981155,0.01081848
0,0,T,8.98707559,8.997772,0.01069641
0,0,T,8.997771964,9.002609,0.004837036
