S,0
T,0.006286621,24.12779
T,0.004928589,24.14404
T,0.005050659,24.16431
T,0.006515503,24.18164
T,0.005004883,24.19684
T,0.006729126,24.21109
T,0.01329041,24.22954
T,0.004089355,24.24602
T,0.005264282,24.26813
T,0.002685547,24.27837
T,0.006439209,24.29495
T,0.005065918,24.31267
T,0.0050354,24.32677
T,0.005020142,24.34831
T,0.003738403,24.36488
T,0.005050659,24.38039
T,0.005203247,24.39722
T,0.005111694,24.41516
T,0.006408691,24.43178
T,0.005249023,24.44623
T,0.006195068,24.46266
T,0.005004883,24.4787
T,0.005081177,24.49626
T,0.005096436,24.51169
T,0.006484985,24.82956
T,0.005065918,24.84479
T,0.01026917,24.86653
T,0.005050659,24.87779
T,0.004959106,24.89294
T,0.01145935,24.91547
T,0.00769043,24.92815
T,0.0113678,24.94838
T,0.01118469,24.96851
T,0.007461548,24.98097
T,0.006256104,24.99719
T,0.01507568,25.02106
T,0.006439209,25.03134
T,0.02679443,25.06972
T,0.005172729,25.08015
T,0.005310059,25.09756
T,0.005111694,25.11308
T,0.0116272,25.13376
T,0.01751709,25.16199
T,0.0052948,25.17789
T,0.01177979,25.20029
T,0.005218506,25.21068
T,0.006591797,25.30164
T,0.005249023,25.31322
T,0.005157471,25.32886
T,0.01051331,25.35104
T,0.005233765,25.36157
T,0.01092529,25.3835
T,0.0118103,25.40062
T,0.02680969,25.43555
T,0.005401611,25.44502
T,0.004058838,25.46121
T,0.01211548,25.48425
T,0.005630493,25.49406
T,0.005706787,25.51079
T,0.00491333,25.52824
T,0.0123291,25.55009
T,0.005355835,25.55957
T,0.005371094,25.5757
T,0.01100159,25.60309
T,0.009674072,25.61827
T,0.005584717,25.63066
T,0.005645752,25.6458
T,0.001419067,25.66228
T,0.005325317,25.67841
T,0.004241943,25.69505
T,0.01119995,25.71631
T,0.01184082,25.72815
T,0.01782227,25.74867
T,0.008163452,25.76094
T,0.006591797,25.77686
T,0.005218506,25.8972
T,0.009033203,25.93182
T,0.1323395,26.07031
T,0.002563477,26.07288
T,0.002578735,26.08057
T,0.003753662,26.09314
T,0.001190186,26.21841
T,0.001205444,26.21962
T,0.002487183,26.22211
T,0.002593994,26.22963
T,0.004928589,26.24567
T,0.01005554,26.37622
T,0.009002686,28.52356
T,0.004699707,28.54053
T,0.006149292,28.55551
T,0.002716064,28.57237
T,0.004165649,28.63364
T,0.01017761,28.68399
T,0.002593994,28.69174
T,0.005203247,28.70831
T,0.01005554,28.72963
T,0.01124573,28.74585
T,0.006057739,28.75677
T,0.002578735,28.77327
T,0.0115509,28.79637
T,0.005187988,28.80789
T,0.005081177,28.82439
T,0.01014709,28.84625
T,0.006271362,28.8576
T,0.01008606,28.88016
T,0.01022339,28.8968
T,0.01011658,28.91315
T,0.00604248,28.92419
T,0.002532959,28.93913
T,0.005355835,28.95583
T,0.003890991,28.97267
T,0.005187988,28.9882
T,0.006393433,29.01007
T,0.01130676,29.03392
T,0.003799438,29.04411
T,0.01002502,29.0826
T,0.004989624,29.09258
T,0.005020142,29.11017
T,0.01004028,29.12646
T,0.007492065,29.1427
T,0.004898071,29.15851
T,0.004043579,29.17528
T,0.006225586,29.19154
T,0.005203247,29.20851
T,0.007980347,29.23056
T,0.004562378,29.24043
T,0.01235962,29.25859
T,0.004745483,29.27507
T,0.006835938,29.2926
T,0.001190186,29.30811
T,0.01980591,29.33728
T,0.01670837,29.3741
T,0.0211792,29.42372
T,0.002380371,29.44164
T,0.01550293,29.46696
T,0.002380371,29.47412
T,0.004867554,29.49104
T,0.00604248,29.50812
T,0.00491333,29.52509
T,0.003952026,29.54167
T,0.171936,29.72476
T,0.4512329,31.61687
T,0.005355835,32.86868
T,0.002792358,32.88463
T,0.005249023,32.90549
T,0.006362915,32.91684
R,1.079788,33.7843
CR,5.373016,39.549
CR,2.3246,42.26544
CR,2.105606,45.56464
T,0.1742554,46.5439
T,0.004730225,49.28827
T,0.01152039,49.31244
T,0.01022339,49.32819
T,0.005767822,49.33971
T,0.005767822,49.35596
T,0.005767822,49.37329
T,0.004714966,49.38835
T,0.005645752,49.40523
T,0.005722046,49.42119
T,0.005554199,49.43791
T,0.01324463,49.46005
T,0.01194763,49.47632
T,0.005386353,49.48721
T,0.006378174,49.50462
T,0.006622314,49.52106
T,0.008865356,49.5399
T,0.01075745,49.56076
T,0.005493164,49.57181
T,0.005630493,49.58846
T,0.01104736,49.61589
T,0.005477905,49.62685
T,0.00642395,49.63873
T,0.005477905,49.65495
T,0.01193237,49.67764
T,0.004302979,49.68752
T,0.008834839,49.71141
T,0.007629395,49.7224
T,0.005462646,49.73749
T,0.01092529,49.75841
T,0.006530762,49.77031
T,0.005523682,49.78876
T,0.005432129,49.80496
T,0.006500244,49.82246
T,0.005508423,49.83904
T,0.005737305,49.85648
T,0.005874634,49.87276
T,0.007034302,49.89001
T,0.004577637,49.90694
T,0.005691528,49.92278
T,0.01100159,49.94496
T,0.005340576,49.95593
T,0.00553894,49.96979
T,0.004348755,49.98972
T,0.004119873,50.00655
T,0.005645752,50.02136
T,0.003936768,50.03871
T,0.006027222,50.05452
T,0.01461792,50.07799
T,0.004516602,50.08791
T,0.005401611,50.10323
T,0.02313232,50.13847
T,0.005584717,50.15529
T,0.005554199,50.17082
T,0.01072693,50.18713
T,0.1230011,50.3385
T,0.6891327,52.97246
R,1.386688,54.6692
R,1.132263,57.48494
CR,1.172195,60.86307
T,0.002700806,63.10287
T,0.01182556,63.13625
T,0.003890991,63.14787
T,0.002624512,63.17065
T,0.005111694,63.19618
T,0.00617981,63.21886
T,0.005218506,63.22914
T,0.003799438,63.24582
T,0.005065918,63.26111
T,0.01139832,63.28128
T,0.00402832,63.29559
T,0.01145935,63.31746
T,0.01034546,63.33392
T,0.006134033,63.36078
T,0.006271362,63.37691
T,0.004806519,63.39302
T,0.006256104,63.53072
T,0.006256104,63.54669
T,0.002456665,63.57874
T,0.005203247,63.61147
T,0.005096436,63.62897
T,0.002426147,63.65323
T,0.003875732,63.66228
T,0.004058838,63.67905
T,0.0124054,63.69632
T,0.006164551,63.71245
T,0.0110321,63.73544
T,0.004867554,63.74527
T,0.009613037,63.76707
T,0.004852295,63.78174
T,0.003723145,63.79547
T,0.01091003,63.81747
T,0.02561951,63.84309
T,0.005004883,63.85181
T,0.01353455,63.86534
T,0.03244019,63.90025
T,0.03323364,63.95738
T,0.002441406,63.96985
T,0.002349854,63.97705
T,0.00491333,63.99442
T,0.006057739,64.01015
T,0.00970459,64.03188
T,0.00479126,64.04395
T,0.01173401,64.062
T,0.004806519,64.07536
T,0.01016235,64.09547
T,0.02561951,64.12617
T,0.01054382,64.15109
T,0.006698608,64.16043
T,0.01968384,64.20409
T,0.001327515,64.21062
T,0.006561279,64.22766
T,0.02706909,64.27278
T,0.01428223,64.29341
T,0.005157471,64.31012
T,0.01040649,64.33086
T,0.005142212,64.3412
T,0.009643555,64.3631
T,0.00604248,64.77339
T,0.004882813,64.79056
T,0.006103516,64.81239
T,0.003570557,64.82806
T,0.003601074,64.84367
T,0.004867554,64.86183
T,0.004867554,64.87651
T,0.006332397,64.89409
T,0.01156616,64.91771
T,0.004013062,64.92697
T,0.005325317,64.94415
T,0.02690125,64.98138
T,0.003921509,64.99303
T,0.005187988,65.00978
T,0.005264282,65.03455
T,0.006484985,65.04376
T,0.002655029,65.06035
T,0.01676941,65.08484
T,0.01168823,65.10037
T,0.005310059,65.11841
T,0.004013062,65.12883
T,0.003875732,65.15843
T,0.01156616,65.17
T,0.007781982,65.20204
T,0.01655579,65.233
T,0.01127625,65.25046
T,0.004989624,65.2603
T,0.009811401,65.29463
T,0.01470947,65.31529
T,0.004837036,65.32512
T,0.07051086,65.40671
T,0.02334595,65.45193
T,0.009841919,65.49353
T,0.01101685,65.51016
T,0.00541687,65.53644
T,0.01332092,65.55843
T,0.0112915,65.58728
T,0.008499146,65.59843
T,0.01266479,65.61575
T,0.006088257,65.62804
T,0.008682251,65.65054
T,0.003738403,65.66052
T,0.002471924,65.67706
T,0.01025391,65.69894
T,0.01098633,65.75041
T,0.005966187,65.77554
T,0.002471924,65.79057
T,0.004943848,65.80675
T,0.01150513,65.84512
T,0.01150513,65.86174
T,0.004974365,65.87688
T,0.008972168,65.89871
T,0.006378174,65.91008
T,0.006286621,65.92645
T,0.01036072,65.94791
T,0.005126953,65.95941
T,0.01748657,66.02005
T,0.02182007,66.05878
T,0.005935669,66.32555
T,0.01564026,66.35324
T,0.004882813,66.39085
T,0.004837036,66.42444
T,0.006011963,66.47581
T,0.006072998,66.49402
CR,2.006042,68.48091
T,0.005142212,70.48837
T,0.003616333,70.50417
T,0.007339478,70.51881
T,0.004959106,70.53497
T,0.009811401,70.5535
T,0.005004883,70.56947
T,0.004974365,70.59056
T,0.007522583,70.60188
T,0.01124573,70.6317
T,0.002456665,70.6391
T,0.004943848,70.65538
T,0.003738403,70.67404
T,0.003829956,70.69006
T,0.004943848,70.70854
T,0.007415771,70.72931
T,0.004974365,70.73672
T,0.006317139,70.75298
T,0.005081177,70.76796
T,0.004760742,70.78842
T,0.006118774,70.8055
T,0.005905151,70.85515
T,0.006057739,70.86951
T,0.00479126,70.88513
T,0.006195068,70.90477
T,0.01254272,70.92477
T,0.004806519,70.93562
T,0.006103516,70.95282
T,0.006118774,70.96877
T,0.003677368,70.98706
T,0.005981445,71.00906
T,0.003921509,71.02226
T,0.003845215,71.0365
T,0.01235962,71.0587
T,0.004974365,71.78841
T,0.00479126,71.80658
T,0.006240845,71.81778
T,0.003662109,71.8399
T,0.004837036,71.85585
T,0.008560181,71.87175
T,0.004943848,71.88873
T,0.006072998,71.90457
T,0.006088257,71.92149
T,0.004928589,71.93881
T,0.007171631,71.95567
T,0.004776001,71.97124
T,0.01138306,71.99492
T,0.005111694,72.00505
T,0.004959106,72.02118
T,0.01269531,72.04752
T,0.002716064,72.05449
T,0.005096436,72.07115
T,0.01112366,72.09238
T,0.006103516,72.10361
T,0.005096436,72.12
T,0.005111694,72.13762
T,0.003768921,72.15274
T,0.009979248,72.17511
T,0.004959106,72.18509
T,0.008483887,72.2021
T,0.006149292,72.23505
T,0.004989624,72.25111
T,0.01098633,72.27307
T,0.005935669,72.28387
R,2.88707,75.15904
T,0.01123047,79.18729
T,0.007598877,79.19873
T,0.006484985,79.21544
T,0.005081177,79.23065
T,0.01554871,79.2601
T,0.01168823,79.28091
T,0.004989624,79.30612
T,0.005233765,79.32808
T,0.006439209,79.34715
T,0.001312256,79.41631
T,0.01141357,79.43158
T,0.01893616,79.45807
T,0.01060486,79.48418
T,0.003921509,79.49463
T,0.01974487,79.51955
T,0.004013062,79.53145
T,0.009048462,79.5957
T,0.01196289,79.61829
T,0.004104614,79.62782
T,0.004119873,79.64555
T,0.02488708,79.67712
T,0.001342773,79.68384
T,0.005172729,79.69415
T,0.009002686,79.7123
T,0.006668091,79.72667
T,0.005477905,79.74783
T,0.006530762,79.76503
T,0.005233765,79.78096
T,0.005325317,79.79803
T,0.006484985,79.8136
T,0.002700806,79.83183
T,0.00642395,79.84854
T,0.01145935,79.86894
T,0.006591797,79.88074
T,0.005126953,79.89651
T,0.005111694,79.91461
T,0.007797241,79.93015
T,0.005203247,79.94714
T,0.01203918,79.96979
T,0.005142212,79.98018
T,0.01037598,80.0036
T,0.01066589,80.02115
T,0.005279541,80.03168
T,0.01153564,80.05101
T,0.01002502,80.06944
T,0.01609802,80.08876
T,0.003173828,80.09747
T,0.01295471,80.12076
T,0.007843018,80.13376
T,0.002716064,80.14677
T,0.01156616,80.16986
T,0.005187988,80.18018
T,0.005142212,80.19678
T,0.01142883,80.22285
T,0.001281738,80.23056
T,0.004989624,80.2457
T,0.005050659,80.26201
T,0.007598877,80.2943
T,0.005355835,80.30368
T,0.002502441,80.31001
T,0.01400757,80.34325
T,0.005081177,80.35979
T,0.002609253,80.38501
T,0.006561279,80.39687
T,0.005249023,80.41393
T,0.02212524,80.45287
T,0.002548218,80.46312
T,0.005126953,80.47984
T,0.006256104,80.49612
T,0.006317139,80.51358
T,0.005126953,80.52907
T,0.007736206,80.54466
T,0.006652832,80.56221
T,0.004974365,80.62927
T,0.01051331,80.64882
T,0.04190063,81.03096
T,0.0337677,81.09523
T,0.01045227,81.11639
T,0.01071167,81.1351
T,0.009307861,81.14693
T,0.003768921,81.16225
T,0.007766724,81.17525
T,0.01168823,81.33241
T,0.00668335,81.34311
T,0.003997803,81.36034
T,0.005325317,81.37599
T,0.009292603,81.39455
T,0.005325317,81.41032
CR,1.115997,82.44302
CR,1.87825,85.22389
CR,3.321808,89.08153
T,0.006057739,89.85185
T,0.01087952,89.87352
T,0.00604248,89.88075
T,0.006530762,89.90208
T,0.002334595,89.91757
T,0.005996704,89.93921
T,0.007278442,89.955
T,0.003677368,89.97188
T,0.00491333,89.99452
T,0.00352478,90.00519
T,0.005935669,90.02187
T,0.01182556,90.04689
T,0.009750366,90.05994
T,0.00352478,90.07542
T,0.007156372,90.09433
T,0.004653931,90.10497
T,0.004760742,90.12169
T,0.01080322,90.14465
T,0.007263184,90.15559
T,0.01100159,90.17746
T,0.006103516,90.18842
T,0.004867554,90.20428
T,0.002456665,90.22346
T,0.006317139,90.23717
T,0.01469421,90.25928
T,0.01065063,90.32483
T,0.004837036,90.37186
T,0.01077271,90.39462
T,0.004806519,90.40547
T,0.004898071,90.42213
T,0.01211548,90.45013
T,0.002471924,90.45505
T,0.008453369,90.47578
T,0.008712769,90.49446
T,0.005096436,90.5058
T,0.002441406,90.52184
T,0.01069641,90.54448
T,0.004669189,90.55502
T,0.00239563,90.57678
T,0.03616333,90.62154
T,0.006240845,90.63757
T,0.004562378,90.65654
T,0.001205444,90.67207
T,0.01315308,90.69482
T,0.004745483,90.70554
T,0.004776001,90.72217
T,0.006088257,90.73909
T,0.006027222,90.75005
T,0.006072998,90.77287
T,0.0213623,90.80486
T,0.005935669,90.82143
T,0.004776001,90.83804
T,0.009689331,90.8562
T,0.006088257,90.87219
T,0.005050659,90.88817
T,0.00479126,90.90497
T,0.005813599,90.92142
T,0.002304077,90.93938
T,0.01074219,90.95984
T,0.005981445,90.97302
T,0.004760742,90.98625
T,0.004821777,91.00325
T,0.005004883,91.02058
T,0.117569,91.15109
R,5.374115,96.96535
R,2.364105,101.9968
T,1.528931,104.3019
T,0.4511414,104.8891
T,0.5823975,105.6319
T,0.8804626,106.7634
T,0.2336731,107.121
T,0.8166809,109.3395
T,0.1343079,109.4851
T,0.005950928,109.9895
T,0.00604248,110.0713
T,0.004821777,110.0882
T,0.006103516,110.1052
T,0.00479126,110.1233
T,0.0171814,110.1453
T,0.00378418,110.154
T,0.005004883,110.1699
T,0.01193237,110.1987
T,0.006561279,110.2146
T,0.0295105,110.2441
T,0.004333496,110.2522
T,0.02328491,110.2857
T,0.004974365,110.3006
T,0.02572632,110.3449
T,0.01702881,110.3656
T,0.0050354,110.3881
T,0.008789063,110.4106
T,0.009887695,110.428
T,0.004943848,110.4392
T,0.005004883,110.4541
T,0.005004883,110.4703
T,0.01004028,110.5076
T,0.01119995,110.525
T,0.006164551,110.536
T,0.004974365,110.5521
T,0.00604248,110.5853
T,0.01132202,110.6079
T,0.01000977,110.6228
T,0.02859497,110.6564
T,0.006195068,110.6676
T,0.007415771,110.6851
T,0.004943848,110.7013
T,0.005004883,110.7175
T,0.01367188,110.7401
T,0.01141357,110.7566
T,0.005065918,110.772
T,0.006378174,110.7886
T,0.005096436,110.8053
T,0.005004883,110.8216
T,0.01077271,110.8436
T,0.004852295,110.8546
T,0.006286621,110.871
T,0.0050354,110.8876
T,0.005065918,110.9044
T,0.012146,110.9285
T,0.009033203,110.9426
T,0.006408691,110.9529
T,0.006378174,110.9693
T,0.0112915,110.9908
T,0.00302124,111.0239
T,0.005218506,111.0343
T,0.005340576,111.05
T,0.005279541,111.0718
T,0.01016235,111.0934
T,0.006256104,111.1061
T,0.004730225,111.1213
T,0.009490967,111.1461
T,0.002441406,111.1547
T,0.005096436,111.1699
T,0.02166748,111.2043
T,0.006408691,111.2208
T,0.01141357,111.2449
T,0.003845215,111.2539
T,0.007751465,111.2707
T,0.009002686,111.2924
T,0.006256104,111.3038
T,0.01123047,111.3261
T,0.01922607,111.3696
T,0.02258301,111.4035
T,0.03738403,111.451
T,0.007598877,111.4726
T,0.02392578,111.5017
T,0.006469727,111.5171
T,0.009887695,111.5398
T,0.004974365,111.5498
T,0.008728027,111.627
T,0.006286621,111.6532
T,0.00994873,111.6732
T,0.01409912,111.6904
T,0.003051758,111.7032
T,0.006530762,111.7173
T,0.01022339,111.7392
T,0.006378174,111.7507
T,0.00881958,111.772
T,0.003814697,111.7984
T,0.005004883,111.8212
T,0.004974365,111.8374
T,0.01269531,111.8527
T,0.005126953,111.8704
T,0.02023315,111.9033
T,0.006134033,111.9192
T,0.0050354,111.9356
T,0.005187988,111.9523
T,0.007507324,111.9697
T,0.003631592,111.9858
T,0.01113892,112.008
T,0.00604248,112.1001
T,0.003692627,112.1163
T,0.006225586,112.1326
T,0.006134033,112.1486
T,0.002502441,112.1708
T,0.004943848,112.187
T,0.01889038,112.2109
T,0.003723145,112.2457
T,0.002471924,112.258
R,1.502655,113.7545
T,0.00491333,114.5985
T,0.01113892,114.6209
T,0.02764893,114.6549
T,0.005065918,114.6662
T,0.004943848,114.681
T,0.005096436,114.6974
T,0.006164551,114.715
T,0.01126099,114.7362
T,0.006195068,114.7473
T,0.004943848,114.7647
T,0.006195068,114.7807
T,0.01251221,114.807
T,0.01101685,114.8241
T,0.008605957,114.8351
T,0.005004883,114.8511
T,0.007415771,114.8671
T,0.005187988,114.8846
T,0.004943848,114.8956
T,0.01580811,114.9251
T,0.005218506,114.9846
T,0.005401611,115.0045
T,0.007965088,115.0371
T,0.005126953,115.0513
T,0.02285767,115.086
T,0.00378418,115.0988
T,0.02044678,115.1243
T,0.002502441,115.1461
T,0.01019287,115.174
T,0.004974365,115.1853
T,0.0274353,115.2232
T,0.01132202,115.241
T,0.005187988,115.2514
T,0.005157471,115.2669
T,0.0050354,115.2834
T,0.005157471,115.3002
T,0.01025391,115.3245
T,0.004974365,115.3345
T,0.006225586,115.3505
T,0.006225586,115.3679
T,0.02453613,115.4029
T,0.005096436,115.4157
T,0.006469727,115.4323
T,0.006500244,115.4506
T,0.003936768,115.4676
T,0.03713989,115.5175
T,0.004943848,115.566
T,0.01104736,115.587
T,0.006286621,115.5945
T,0.006103516,115.6149
T,0.02651978,115.6542
T,0.005065918,115.6644
T,0.01138306,115.6872
T,0.01739502,115.7083
T,0.006225586,115.7194
T,0.02255249,115.7469
T,0.004943848,115.763
T,0.01522827,115.787
T,0.006378174,115.8011
T,0.01138306,115.8227
T,0.01116943,115.8401
T,0.003753662,115.85
T,0.01004028,115.8687
T,0.02127075,115.8999
T,0.008728027,115.916
T,0.01229858,115.9394
T,0.008514404,115.9503
T,0.004852295,116.0154
T,0.004852295,116.0461
T,0.004547119,116.0954
T,0.005187988,116.1176
T,0.01071167,116.1376
T,0.006317139,116.1485
T,0.01077271,116.1717
T,0.006378174,116.1828
T,0.02178955,116.2164
T,0.004943848,116.2326
T,0.01004028,116.2551
T,0.01242065,116.2726
T,0.02087402,116.2997
T,0.003692627,116.3223
T,0.01739502,116.3472
T,0.005187988,116.5296
T,0.005401611,116.6283
T,0.01538086,116.7049
T,0.00491333,117.9829
T,0.006195068,117.999
R,1.310577,118.0101
T,0.01477051,118.0224
T,0.004882813,118.0323
T,0.008758545,118.0484
T,0.01046753,118.0712
T,0.005065918,118.0825
T,0.00491333,118.0986
T,0.01586914,118.1232
T,0.003601074,118.1318
T,0.02163696,118.167
T,0.01339722,118.1804
T,0.01843262,118.2286
T,0.007293701,118.2359
T,0.002502441,118.2493
T,0.01104736,118.2702
T,0.006134033,118.2813
T,0.004974365,118.2976
T,0.002471924,118.3113
T,0.006347656,118.3311
T,0.004943848,118.3472
T,0.01144409,118.37
T,0.006256104,118.3813
T,0.005004883,118.3988
T,0.003753662,118.4214
T,0.002471924,118.4317
T,0.0112915,118.4529
T,0.005004883,118.4642
T,0.006134033,118.4814
T,0.004943848,118.5025
T,0.002471924,118.5125
T,0.005004883,118.5286
T,0.01107788,118.551
T,0.00491333,118.5621
T,0.006317139,118.5838
T,0.003753662,118.595
T,0.0050354,118.6114
T,0.005218506,118.629
T,0.006164551,118.6451
T,0.004882813,118.6636
T,0.01104736,118.6964
T,0.002502441,118.7012
T,0.004943848,118.7149
T,0.003723145,118.731
T,0.006286621,118.7486
T,0.006256104,118.7648
T,0.006195068,118.781
T,0.006286621,118.7986
T,0.006195068,118.8147
T,0.003631592,118.832
T,0.00491333,118.8482
T,0.02737427,118.8868
T,0.006225586,118.898
T,0.004882813,118.941
T,0.005157471,118.9621
T,0.03466797,119.0663
T,0.005004883,119.0812
T,0.004852295,119.0986
T,0.006286621,119.1198
T,0.00378418,119.1336
T,0.006347656,119.1473
T,0.02236938,119.1808
T,0.006164551,119.2019
T,0.00491333,119.2142
T,0.01239014,119.2391
T,0.002471924,119.2491
T,0.004943848,119.2651
T,0.008605957,119.2824
T,0.005157471,119.2986
T,0.005004883,119.3149
T,0.004974365,119.3312
T,0.02578735,119.3645
T,0.006195068,119.3807
T,0.004882813,119.3967
T,0.006164551,119.414
T,0.004974365,119.4302
T,0.01119995,119.4477
T,0.002502441,119.4639
T,0.006072998,119.5134
T,0.00390625,119.5299
T,0.0050354,119.595
T,0.006561279,119.6116
T,0.004852295,119.6462
T,0.1820374,119.8384
T,0.0050354,120.3462
T,0.005096436,120.363
T,0.01150513,120.386
T,0.005096436,120.3973
T,0.005065918,120.4127
T,0.0050354,120.4292
T,0.005126953,120.4545
T,0.002532959,120.4647
T,0.004882813,120.4794
T,0.00491333,120.4967
T,0.004882813,120.5176
T,0.003753662,120.5353
T,0.02139282,120.5661
T,0.0118103,120.5899
T,0.01028442,120.6002
T,0.003540039,120.6107
T,0.005187988,120.6289
T,0.004882813,120.6414
T,0.01879883,120.6912
T,0.02389526,120.7151
T,0.009124756,120.7813
T,0.006195068,120.7919
T,0.006011963,120.8096
T,0.01068115,120.8309
T,0.01174927,120.8446
T,0.01089478,120.8623
T,0.00692749,120.8849
R,2.790894,123.6149
T,1.207336,125.252
T,0.5079346,125.8412
T,1.621704,132.3216
T,2.308533,138.2903
T,0.56427,138.908
T,0.6300659,143.6321
T,0.5761719,144.3307
T,0.1898499,144.879
T,0.609314,145.7262
T,0.8815918,146.9136
T,0.2005615,147.4205
T,0.4952698,147.9207
T,0.1770325,148.1412
R,3.5737,151.8492
T,1.045105,153.0487
T,0.1807251,153.2941
T,0.176239,153.4917
T,0.8013,154.3634
T,0.9377136,157.9217
T,0.9920654,158.9205
T,0.225708,159.1584
R,3.628204,165.2836
CR,1.968048,169.1657
T,0.007049561,169.956
T,0.005401611,169.9721
T,0.005340576,169.9867
T,0.005310059,170.022
T,0.009033203,170.0453
T,0.003479004,170.0545
T,0.005218506,170.0745
T,0.01580811,170.099
T,0.005187988,170.111
T,0.006896973,170.1296
T,0.003387451,170.138
T,0.005218506,170.1551
T,0.005218506,170.1759
