S,0
T,0.5629272,0.5687561
T,1.184647,3.792572
T,0.006942749,4.129517
T,0.01086426,4.145187
T,0.005859375,4.161438
T,0.004760742,4.177856
T,0.007705688,4.194901
T,0.01135254,4.230377
T,0.002349854,4.232727
T,0.004302979,4.248154
T,0.01115417,4.26387
T,0.004486084,4.281769
T,0.005752563,4.296646
T,0.004547119,4.312775
T,0.00579834,4.328918
T,0.005584717,4.34581
T,0.00793457,4.361664
T,0.0120697,4.382156
T,0.0222168,4.411697
T,0.006240845,4.425262
T,0.005386353,4.441666
T,0.004776001,4.458603
T,0.005264282,4.480148
T,0.006195068,4.496246
T,0.004699707,4.513077
T,0.004852295,4.530334
T,0.005157471,4.547577
T,0.00932312,4.563904
T,0.005661011,4.578796
T,0.006072998,4.594711
T,0.004867554,4.611755
T,0.01196289,4.633224
T,0.00604248,4.653351
T,0.003479004,4.661621
T,0.02212524,4.693649
T,0.00769043,4.710587
T,0.02244568,4.745117
T,0.01040649,4.768509
T,0.008071899,4.782471
T,0.005645752,4.792801
T,0.003631592,4.982483
T,1.0168,6.426422
T,0.4773102,7.069962
T,0.4107819,7.629761
T,0.6239319,8.492935
T,0.01063538,8.849609
T,0.004745483,8.860352
T,0.004837036,8.87616
T,0.01205444,8.931747
T,0.005950928,8.942581
T,0.008499146,8.959442
T,0.01081848,8.981155
T,0.01069641,8.997772
T,0.004837036,9.002609
T,0.007095337,9.046341
T,0.00579834,9.06488
T,0.004577637,9.078491
T,0.004623413,9.088959
T,0.004714966,9.10997
T,0.005783081,9.126129
T,0.005615234,9.144272
T,0.01048279,9.162949
T,0.01124573,9.17981
T,0.0116272,9.197296
T,0.01051331,9.212509
T,0.005767822,9.224213
T,0.02229309,9.257065
T,0.005950928,9.274902
T,0.01185608,9.296173
T,0.005935669,9.309586
T,0.01086426,9.328888
T,0.01191711,9.346848
T,0.00567627,9.556961
T,0.005630493,9.574127
T,0.004669189,9.591309
T,0.00352478,9.607391
T,0.004653931,9.626007
T,0.004623413,9.642105
T,0.004684448,9.658676
T,0.005874634,9.680984
T,0.008377075,9.697998
T,0.004882813,9.708817
T,0.005981445,9.725876
T,0.01094055,9.746552
T,0.01487732,9.765259
T,0.01097107,9.778717
T,0.02217102,9.806961
T,0.01091003,9.828491
T,0.01435852,9.845383
T,0.00982666,9.860184
T,0.003540039,9.870804
T,0.04185486,9.924835
T,0.004928589,9.961487
T,0.01153564,10.01314
T,0.0118103,10.03087
T,0.01065063,10.04628
T,0.006011963,10.05795
T,0.004959106,10.14005
T,0.008743286,10.21803
T,0.00743103,10.22783
T,0.02737427,10.26472
T,0.005996704,10.27669
T,0.01434326,10.30054
T,0.01330566,10.32095
T,0.02636719,10.36276
T,0.003433228,10.39809
T,0.1136322,10.69899
T,0.374588,11.52538
T,0.3909149,11.94388
T,0.002319336,11.9462
T,0.005752563,11.99007
T,0.01043701,12.01089
T,0.005737305,12.02583
T,0.004669189,12.15707
T,0.004638672,12.17462
T,0.00592041,12.19116
T,0.004714966,12.20752
T,0.005706787,12.22586
T,0.004653931,12.24106
T,0.005950928,12.25768
T,0.005722046,12.27495
T,0.01167297,12.29591
T,0.005859375,12.30763
T,0.005813599,12.3239
T,0.00592041,12.34512
T,0.004547119,12.35774
T,0.004669189,12.37524
T,0.00579834,12.39154
T,0.01165771,12.41135
T,0.005874634,12.4256
T,0.003646851,12.44011
T,0.002349854,12.45674
T,0.007034302,12.47447
T,0.00944519,12.49222
T,0.004745483,12.5076
T,0.01046753,12.53079
T,0.005828857,12.54013
T,0.001174927,12.55754
T,0.0115509,12.57828
T,0.005767822,12.58986
T,0.00604248,12.60521
T,0.01173401,12.65103
T,0.002471924,12.65726
T,0.0050354,12.67101
T,0.006164551,12.68706
T,0.003753662,12.7079
T,0.003982544,12.73093
T,0.00793457,12.74088
T,0.02153015,12.77249
T,0.00743103,13.03918
T,0.005050659,13.04424
T,0.002578735,13.06429
T,0.02078247,13.11157
T,0.001205444,13.13431
T,0.01051331,13.17513
T,0.003555298,13.19034
T,0.01123047,13.24728
T,0.003738403,13.25856
T,0.004867554,13.27469
T,0.02719116,13.31181
T,0.006240845,13.32318
T,0.01060486,13.35585
T,0.002441406,13.36072
T,0.007339478,13.37302
T,0.0112915,13.39891
T,0.002410889,13.40631
T,0.004989624,13.42265
T,0.01174927,13.5616
T,0.00352478,13.56975
T,0.008163452,13.59099
T,0.008422852,13.60771
CR,4.30275,17.90623
T,1.859589,20.57213
T,1.344177,21.95691
T,0.859848,22.95309
T,0.01057434,24.03581
T,0.005249023,24.04633
T,0.005355835,24.06346
T,0.01005554,24.08466
T,0.005203247,24.09489
T,0.007522583,24.11131
