User,Task,Action,Start,Finish,Duration
0,0,R,11.816151,13.06609,1.249939
0,0,CR,13.255154,15.46452,2.209366
0,0,CR,16.067382,18.45407,2.386688
0,0,R,20.181001,22.4498,2.268799
0,0,T,26.9109779,27.5249,0.6139221
0,0,T,27.5657071,27.99866,0.4329529
0,0,T,28.1433975,28.28918,0.1457825
0,0,T,28.4237387,28.84186,0.4181213
0,0,T,28.9169304,29.34497,0.4280396
0,0,R,31.894557,39.3157,7.421143
0,0,R,39.898319,45.32883,5.430511
0,0,R,45.893705,48.09921,2.205505
0,0,R,50.2794542,51.09937,0.8199158
0,0,R,54.288059,56.71793,2.429871
0,0,R,59.167759,63.61652,4.448761
0,0,T,82.3968533,82.92673,0.5298767
0,0,T,83.5338405,84.50787,0.9740295
0,1,T,85.6847185,86.31747,0.6327515
0,1,R,91.558994,93.1124,1.553406
0,1,R,93.777769,97.35623,3.578461
0,1,CR,97.966676,99.92856,1.961884
0,1,CR,100.377637,101.8206,1.442963
0,1,R,103.616071,105.6349,2.018829
0,1,CR,108.405166,110.5941,2.188934
0,1,R,113.908919,116.2592,2.350281
0,1,R,116.6040475,117.4391,0.8350525
0,1,CR,117.939336,120.5846,2.645264
0,1,R,121.797225,129.6118,7.814575
0,1,R,130.081972,131.8407,1.758728
0,1,R,132.306376,135.1869,2.880524
0,1,R,137.356975,138.5554,1.198425
0,1,CR,138.736024,140.8248,2.088776
0,1,CR,141.396852,142.6886,1.291748
0,1,T,147.327167,149.0284,1.701233
0,1,T,149.084345,151.3529,2.268555
0,1,CR,151.726767,153.4439,1.717133
0,1,R,157.134746,160.1963,3.061554
0,1,R,165.104046,167.5182,2.414154
0,1,R,169.014582,170.8305,1.815918
0,1,CR,170.973876,173.3226,2.348724
0,1,R,173.903483,175.2559,1.352417
1,0,T,0.005493163,0.01347351,0.007980347
1,0,T,6.6518709,7.241089,0.5892181
1,0,T,9.8774602,10.25687,0.3794098
1,0,T,11.5483735,11.98508,0.4367065
1,0,T,12.1728513,12.59642,0.4235687
1,0,T,18.2114282,18.73453,0.5231018
1,0,T,19.4379847,19.97839,0.5404053
