S,0
T,0.2924042,0.3122101
T,0.3452148,4.188843
T,0.01118469,4.499985
T,0.005126953,4.517578
T,0.01034546,4.572235
T,0.003341675,5.285049
T,0.01531982,5.336807
T,0.004501343,5.341309
T,0.02638245,5.367691
T,0.01641846,5.390594
T,0.003250122,5.400314
T,0.0120697,5.421295
T,0.004364014,5.430054
T,0.005432129,5.447556
T,0.01539612,5.469528
T,0.005493164,5.500473
T,0.008789063,5.524979
T,0.02165222,5.56102
T,0.0188446,5.813858
T,0.01568604,5.836243
T,0.007736206,5.859467
T,0.009872437,5.869339
T,0.004379272,5.879227
T,0.01651001,5.905792
T,0.006790161,5.918182
T,0.006713867,5.929504
T,0.01242065,5.951889
T,0.01126099,5.96756
T,0.006774902,5.978729
T,0.0115509,6.008759
T,0.005844116,6.018021
T,0.006912231,6.028305
T,0.01139832,6.050919
T,0.01112366,6.067688
T,0.005630493,6.07901
T,0.01423645,6.100967
T,0.01231384,6.11882
T,0.008895874,6.132278
T,0.01002502,6.15358
T,0.01361084,6.169464
T,0.01014709,6.184174
T,0.01106262,6.202087
T,0.0111084,6.218826
T,0.016922,6.505402
T,0.006851196,6.649857
T,0.004638672,6.716263
T,0.029953,6.755661
T,0.007064819,6.771072
T,0.0247345,6.801819
T,0.01074219,6.817337
T,0.012146,6.835541
T,0.01345825,7.053696
T,0.009841919,7.069702
T,0.006011963,7.080536
T,0.01092529,7.102509
T,0.01220703,7.11969
T,0.01220703,7.136917
T,0.01173401,7.148651
T,0.01667786,7.170319
T,0.01130676,7.187698
T,0.01112366,7.203781
T,0.01765442,7.452789
T,0.002410889,7.501328
T,0.004745483,7.513199
T,0.01217651,7.533844
T,0.01226807,7.550949
T,0.0133667,7.569092
T,0.004760742,7.578598
T,0.004699707,7.597733
T,0.007125854,7.608429
T,0.01161194,7.850693
T,0.01171875,7.869339
T,0.004653931,7.880936
T,0.02108765,7.911346
T,0.02685547,7.949768
T,0.0353241,7.985092
T,0.01322937,7.998322
T,0.009368896,8.028839
T,0.003723145,8.032562
T,0.006195068,8.046051
T,0.02520752,8.080963
T,0.0184021,8.310974
T,0.01370239,8.367142
T,0.01147461,8.435669
T,0.01022339,8.451523
T,0.007385254,8.679764
T,0.01339722,8.709259
T,0.009643555,8.718903
