S,0
T,0.02584839,8.760345
T,0.003662109,8.765274
T,0.01226807,8.810074
T,0.008499146,8.858414
T,0.02182007,9.148987
T,0.009231567,9.162964
T,0.02436829,9.191971
T,0.01538086,9.207352
T,0.002410889,9.209763
T,0.01316833,9.233765
T,0.01187134,9.251617
T,0.004852295,9.262466
T,0.009719849,9.285568
T,0.004760742,9.297516
T,0.02497864,9.332077
T,0.02174377,9.359848
T,0.007354736,9.379166
T,0.01167297,9.405502
T,0.02368164,9.429184
T,0.02033997,9.453201
T,0.0165863,9.50853
T,0.003555298,9.520432
T,0.01423645,9.534668
T,0.008331299,9.55246
T,0.01092529,9.56691
T,0.01304626,9.584839
T,0.0116272,9.601151
T,0.02896118,9.634674
T,0.005844116,9.729645
T,0.02276611,10.02377
T,0.007156372,10.03328
T,0.01187134,10.05336
T,0.003494263,10.06161
T,0.0115509,10.08344
T,0.01248169,10.10057
T,0.01254272,10.11996
T,0.004547119,10.12907
T,0.01370239,10.15178
T,0.01029968,10.16655
T,0.01113892,10.18338
T,0.01130676,10.20035
T,0.01358032,10.22299
T,0.007949829,10.23892
T,0.003433228,10.24579
T,0.01037598,10.26523
T,0.01040649,10.28827
T,0.01272583,10.30338
T,0.01255798,10.34436
T,0.01626587,10.37013
T,0.004714966,10.60001
T,0.005874634,10.61166
T,0.02487183,10.64119
T,0.02093506,10.67519
T,0.02487183,10.70006
T,0.003448486,10.71162
T,0.01257324,10.73781
T,0.007980347,10.75151
T,0.01371765,10.76866
T,0.02861023,10.80298
T,0.01145935,10.83426
T,0.0173645,10.85162
T,0.005752563,10.86427
T,0.02191162,10.89194
T,0.01087952,11.0822
T,0.01078796,11.10017
T,0.5182495,12.57191
T,0.005645752,13.52844
T,0.01092529,13.55171
T,0.01219177,13.56953
T,0.005584717,13.58054
T,0.006561279,13.59254
T,0.00328064,13.61206
T,0.01304626,13.63271
T,0.01196289,13.65013
T,0.005477905,13.66222
T,0.0464325,13.71948
T,0.005477905,13.73042
T,0.02319336,13.75916
T,0.0388031,13.98282
T,0.0320282,14.02058
T,0.007110596,14.03246
T,0.005767822,14.04312
T,0.005996704,14.05965
T,0.0116272,14.08203
T,0.01296997,14.09972
T,0.006011963,14.11615
T,0.006988525,14.13274
T,0.03404236,14.17157
T,0.3603668,15.51157
T,0.249649,16.59892
T,0.006210327,16.65164
T,0.02452087,16.67984
T,0.004989624,16.69101
T,0.006195068,16.71082
T,0.0125885,16.73201
T,0.0138855,16.74838
T,0.01237488,16.76694
T,0.003128052,16.7878
T,0.005661011,16.80959
T,0.00642395,16.83173
T,0.02033997,16.85841
T,0.01377869,16.88005
T,0.01332092,16.90793
T,0.003967285,16.9119
T,0.01332092,16.92984
T,0.01293945,16.94789
T,0.005020142,16.95915
T,0.009841919,16.9816
T,0.02253723,17.01028
T,0.02745056,17.05009
T,0.006256104,17.06261
T,0.01107788,17.08498
T,0.01856995,17.10974
T,0.01126099,17.13327
T,0.02706909,17.16663
T,0.02877808,17.21513
T,0.04063416,17.30214
T,0.001281738,17.30342
T,0.02761841,17.33104
T,0.01916504,17.39021
T,0.04191589,17.43213
T,0.006378174,17.44981
T,0.005065918,17.46744
T,0.0138855,17.49902
T,0.00630188,17.51154
T,0.003738403,17.55873
T,0.005111694,17.57025
T,0.01121521,17.9093
T,0.01911926,17.93953
T,0.006362915,17.9509
T,0.007492065,17.96719
T,0.01261902,18.13364
T,0.008804321,18.14879
T,0.005081177,18.16154
T,0.01016235,18.18527
T,0.008728027,18.20769
T,0.0211792,18.23265
T,0.01878357,18.26624
T,0.007492065,18.2825
T,0.002441406,18.30493
T,0.01135254,18.33742
T,0.00994873,18.44852
T,0.00378418,18.47354
T,0.005142212,18.49106
T,0.01130676,18.5211
T,0.006149292,18.7256
T,0.01235962,18.74901
T,0.006149292,18.75887
T,0.01112366,18.78123
T,0.01261902,18.79886
T,0.006286621,18.81009
T,0.01135254,18.83398
T,0.0100708,18.85272
T,0.003692627,18.86137
T,0.006118774,18.87979
T,0.03990173,18.9297
T,0.006225586,19.08998
T,0.00491333,19.10739
T,0.3475189,23.071
T,0.5203247,23.82921
T,0.005111694,26.37868
T,0.0138855,26.40771
T,0.01043701,26.42239
T,0.02398682,26.45273
T,0.004974365,26.46271
T,0.005081177,26.48044
T,0.006408691,26.49191
T,0.006347656,26.51097
T,0.007583618,26.53122
T,0.007629395,26.54408
T,0.005020142,26.56042
T,0.001281738,26.58287
T,0.005218506,26.59395
T,0.009109497,26.61201
T,0.004852295,26.62892
T,0.004745483,26.64687
T,0.02252197,26.67889
T,0.03889465,26.90022
T,0.02732849,26.95038
T,0.005050659,26.9617
T,0.04510498,27.019
T,0.006210327,27.02885
T,0.007568359,27.04256
T,0.005905151,27.05829
T,0.02865601,27.09773
T,0.007232666,27.10844
T,0.02922058,27.14841
R,0.8455505,27.9875
T,0.01055908,27.99821
T,0.005874634,28.00996
T,0.03318787,28.05363
T,0.00479126,28.06206
T,0.02815247,28.10069
T,0.006942749,28.11232
T,0.01174927,28.1356
T,0.04139709,28.18272
T,0.01141357,28.19983
T,0.00579834,28.21136
T,0.03921509,28.25974
T,0.03439331,28.30006
T,0.01849365,28.31856
T,0.008148193,28.33234
T,0.02505493,28.36415
T,0.02149963,28.39357
T,0.006896973,28.41188
T,0.008087158,28.43489
T,0.03901672,28.47391
T,0.01527405,28.48918
T,0.0218811,28.51106
T,0.01150513,28.53296
T,0.01377869,28.55371
T,0.009368896,28.57002
T,0.00579834,28.58864
T,0.00592041,28.60844
T,0.02253723,28.65089
T,0.004760742,28.66518
T,0.009216309,28.68379
T,0.02816772,28.71774
T,0.02809143,28.754
T,0.01283264,28.78088
T,0.0118866,28.79871
T,0.005950928,28.80951
T,0.00843811,28.82872
T,0.01187134,28.85013
T,0.02627563,29.03642
T,0.003585815,29.04469
T,0.01425171,29.07068
T,0.02017212,29.09085
T,0.004699707,29.13466
T,0.00289917,29.17873
T,0.01921082,29.20311
T,0.003555298,29.21254
T,0.004776001,29.22797
T,0.004730225,29.24516
T,0.004730225,29.26115
T,0.00592041,29.27768
T,0.01654053,29.30618
T,0.004760742,29.31691
T,0.010849,29.33362
T,0.04745483,29.38107
T,0.001251221,29.38232
R,3.297501,32.68315
R,2.275955,35.32149
T,0.02374268,35.34509
T,0.1027374,35.45255
T,0.1062469,35.56648
R,3.566086,40.19472
T,0.6472778,45.59016
T,0.6349792,47.24414
T,0.7672272,48.18225
R,1.264542,62.95392
R,2.611511,66.49673
R,1.023331,68.18636
R,1.300507,70.16821
R,0.9906158,71.78583
R,8.144913,90.01831
T,0.5837555,91.15132
T,0.322525,91.68117
T,1.190094,93.04413
T,0.2496338,93.43411
T,0.2637024,93.92896
T,0.3344421,94.4263
T,0.3025513,94.98996
T,0.7706299,96.02115
T,0.006286621,98.57022
T,0.01083374,98.59106
T,0.01275635,98.61258
T,0.00604248,98.62247
T,0.01211548,98.6575
T,0.003997803,98.6615
T,0.003662109,98.67014
T,0.006347656,98.69287
T,0.003631592,98.7439
T,0.009918213,98.75998
T,0.006317139,98.77496
T,0.02435303,99.06619
T,0.00958252,99.09586
T,0.009887695,99.11032
T,0.004821777,99.12561
T,0.007141113,99.14227
T,0.01083374,99.16528
T,0.009429932,99.17471
T,0.005981445,99.19144
T,0.004821777,99.21075
T,0.01449585,99.23126
T,0.004730225,99.24658
T,0.007446289,99.54327
T,0.01205444,99.56042
T,0.004974365,99.57401
T,0.01626587,99.60516
T,0.003753662,99.6127
T,0.01266479,99.6304
T,0.007629395,99.64569
T,0.01248169,99.66061
T,0.004974365,99.66934
T,0.006256104,99.68561
T,0.009979248,99.70807
T,0.008850098,99.72479
T,0.01296997,99.7467
T,0.01623535,99.76294
T,0.1519775,102.7511
CR,1.614624,119.8445
CR,0.8637085,121.2416
T,2.28952,125.2343
T,0.155426,125.4356
T,0.3470154,126.1232
T,0.8936462,127.1607
T,1.548645,128.8143
T,0.1185608,128.9572
T,0.3852539,129.4507
T,0.1601868,129.6221
T,0.1267395,129.7955
T,0.1186829,129.9643
T,0.1195984,130.1659
CR,5.54953,157.0235
CR,4.88504,170.4804
S,1
R,0.8356018,174.8282
T,0.005706787,174.8327
T,0.01229858,174.8517
T,0.01104736,174.8628
T,0.009918213,174.8828
T,0.01010132,174.9126
T,0.02249146,174.9351
T,0.009033203,174.9565
T,0.01037598,174.9803
T,0.01443481,175.0032
T,0.03125,175.0412
T,0.0100708,175.3183
T,0.008911133,175.3394
T,0.003326416,175.3526
T,0.005645752,175.3761
T,0.00668335,175.4029
T,0.002227783,175.4107
T,0.01031494,175.4323
T,0.01309204,175.4476
T,0.012146,175.4729
T,0.02651978,175.5017
T,0.01306152,175.5247
T,0.003326416,175.5359
T,0.004302979,175.7809
T,0.01126099,175.8044
T,0.01333618,175.8178
T,0.03384399,175.8594
T,0.002349854,175.8618
T,0.005706787,175.886
T,0.01040649,175.9069
T,0.01293945,175.9198
T,0.01348877,175.9358
T,0.003814697,176.257
T,0.04486084,176.3019
T,0.004699707,176.31
T,0.02642822,176.3527
T,0.003967285,176.3594
T,0.03060913,176.3941
T,0.007995605,176.4142
T,0.02127075,176.4501
T,0.01202393,176.4687
T,0.0171814,176.4885
T,0.008728027,176.7528
T,0.0177002,176.7756
T,0.01339722,176.7983
T,0.0184021,176.8246
T,0.002624512,176.8311
T,0.01715088,176.8587
T,0.005218506,176.8823
T,0.005249023,176.8978
T,0.01205444,176.9221
T,0.005432129,176.9304
T,0.004150391,176.948
T,0.005554199,176.9654
T,0.009765625,176.9893
T,0.003936768,177
T,0.005340576,177.0107
T,0.006561279,177.0302
T,0.0199585,177.0621
T,0.01312256,177.0859
T,0.02243042,177.1137
T,0.02844238,177.1514
T,0.01086426,177.1678
T,0.02340698,177.1967
T,0.0133667,177.2206
T,0.0173645,177.2435
T,0.009643555,177.2639
T,0.01898193,177.2897
T,0.05886841,177.5837
T,0.01403809,177.6485
T,0.01385498,177.6706
T,0.002807617,177.6777
T,0.03143311,177.7205
T,0.00869751,177.732
T,0.01144409,177.7672
T,0.01376343,177.7825
T,0.02182007,177.8099
T,0.006866455,177.8276
T,0.03131104,177.8782
T,0.008300781,177.8865
T,0.007019043,177.9004
T,0.005584717,177.9142
T,0.01119995,177.9339
T,0.0289917,177.967
T,0.01239014,177.9836
T,0.02496338,178.0154
T,0.01651001,178.0319
T,0.005767822,178.0488
T,0.005554199,178.0612
T,0.01223755,178.083
T,0.02728271,178.1199
T,0.01101685,178.1459
T,0.008300781,178.1542
T,0.004241943,178.1627
T,0.01107788,178.189
T,0.03042603,178.225
T,0.02703857,178.2619
T,0.01229858,178.2838
T,0.01080322,178.3
T,0.005523682,178.3109
T,0.04476929,178.3727
T,0.002624512,178.3805
T,0.005310059,178.3925
T,0.006591797,178.4096
T,0.01300049,178.433
T,0.006561279,178.4448
T,0.01300049,178.467
T,0.01187134,178.8
T,0.01324463,178.8159
T,0.01202393,178.8346
T,0.01239014,178.8539
T,0.01651001,178.88
T,0.01095581,178.8977
T,0.009613037,178.9171
T,0.01092529,178.9349
T,0.009674072,178.9499
T,0.01251221,178.9679
T,0.005584717,178.9803
T,0.006866455,178.9992
T,0.006378174,179.0134
T,0.0078125,179.0316
T,0.0118103,179.0499
CR,4.020111,184.3053
R,3.205963,197.1368
T,0.755127,216.9827
T,0.009490967,227.1813
T,0.2359619,227.584
T,0.1424561,229.1812
T,0.007293701,229.2061
T,0.008453369,229.2218
T,0.00289917,229.2416
T,0.002929688,229.2965
T,0.01031494,229.3126
T,0.01281738,229.3283
T,0.008544922,229.3499
T,0.007263184,229.3866
T,0.004211426,229.3992
T,0.007080078,229.4161
T,0.002807617,229.4246
T,0.01431274,229.4502
T,0.01159668,229.5986
T,0.02438354,229.623
T,0.01016235,229.6492
T,0.02041626,229.6797
T,0.008605957,229.6956
T,0.004364014,229.7058
T,0.01150513,229.7288
T,0.005615234,229.7458
T,0.04202271,229.795
T,0.01565552,229.8135
T,0.01004028,229.8333
T,0.004150391,229.843
T,0.002838135,229.8586
T,0.02609253,229.8932
T,0.009643555,229.9959
T,0.04989624,230.0854
T,0.01138306,230.1133
T,0.0241394,230.1813
T,0.0149231,230.1963
T,0.01483154,230.2168
T,0.005767822,230.2413
T,0.01293945,230.2687
T,0.01824951,230.2912
T,0.007080078,230.3108
T,0.02557373,230.3405
T,0.02563477,230.3775
T,0.009918213,230.4018
T,0.01095581,230.4169
T,0.01800537,230.4349
T,0.004180908,230.4501
T,0.01083374,230.4665
T,0.01916504,230.4857
R,6.158752,236.6641
CR,0.9409485,239.0474
T,0.02224731,240.2068
T,0.004241943,240.2197
T,0.0229187,240.2611
T,0.01663208,240.3631
T,0.0484314,240.4115
T,0.03143311,240.4535
T,0.02453613,240.4991
T,0.008148193,240.5508
T,0.004119873,240.6672
T,0.01147461,240.9824
T,0.01672363,240.9991
T,0.01989746,241.2436
T,0.0111084,241.3153
T,0.02593994,241.3782
T,0.2974548,241.8515
T,0.006744385,241.9903
T,0.006591797,242.0063
T,0.005340576,242.0384
T,0.005401611,242.1713
T,0.005493164,242.4984
T,0.01101685,242.6038
T,0.01092529,242.6604
T,0.004272461,243.1364
T,0.01016235,243.1579
T,0.04718018,243.324
T,0.00567627,243.661
T,0.02297974,243.684
T,0.007263184,243.7013
T,0.007293701,243.7129
T,0.01025391,243.7289
T,0.01150513,243.7833
T,0.02288818,243.8162
T,0.04043579,243.8566
T,0.01885986,244.1277
T,0.01864624,244.2078
T,0.01104736,245.0116
T,0.03356934,245.1991
T,0.00692749,245.309
T,0.008728027,245.6225
T,0.01727295,245.7465
T,0.04138184,245.8179
T,0.008392334,245.9518
T,0.005645752,246.0273
T,0.0335083,246.0608
T,0.004241943,246.0765
T,0.02282715,246.1022
T,0.001464844,246.4824
T,0.01217651,246.6027
T,0.0166626,247.0933
T,0.01956177,247.131
T,0.01528931,247.1463
T,0.01281738,247.2764
T,0.01141357,247.3051
T,0.01138306,247.3596
T,0.005706787,247.4146
T,0.03341675,247.7545
T,0.02746582,247.8617
T,0.01855469,248.083
T,0.01004028,248.2459
T,0.4858704,249.141
T,0.4169922,249.6782
T,0.1211548,249.8385
T,0.5289917,251.2881
T,0.21875,251.5122
T,0.1756287,252.9414
T,0.1152954,253.2208
S,2
R,3.450684,269.2007
RUNTIME,269.2007
