44.601,19.921,58.66863,47.198
27.73,23.7583,16.3988,21.408
44.506,86.013,127.2309,162.962
56.699,90.59442,82.5638,87.06737
86.2698,13.6498,29.0093,22.00295
26.6007,15.9533,49.1603,16.251
129.5357,87.2619,120.6714,74.4534
88.6565,113.11968,91.1117,71.80547
37.2235,16.4503,36.213,21.09751
32.5,14.4999,22.4135,16.95763
130.7602,69.3649,76.8215,56.4048
63.443,58.4197,55.2902,63.9076
71.4288,17.2095,21.4411,54.20073
55.8885,29.6276,17.1868,37.1223
281.5956,139.3775,86.8132,127.1752
225.2061,111.0404,61.2443,60.7675
32.6565,59.3345,20.20286,
41.4964,16.4841,25.701,
105.6555,109.5334,283.4138,
139.6341,83.165,192.724,
,35.49839,24.4088,
,34.55538,42.2601,
,99.4809,41.2966,
,93.1132,38.1163,
