Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
424.2464,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,6335.462,0,1,0,0,0,4.245082E-09,5.263307E-08,0.000000791,1,1,0,0,0,1,1,1,0,0,0,4.09702E-09,5.071865E-08,7.613185E-07,1,1,0,0,0,1,2,1,0.3357948,0.07764887,0.05342715,4.375263E-09,5.363613E-08,8.072939E-07,1,1,0,0,0,1
424.2956,0,0,0,5.102525E-09,0.000000035,-9.311819E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,198.6282,0,1,0,0,0,1.25448E-09,1.311854E-08,-2.913596E-08,1,1,0,0,0,1,1,1,0,0,0,1.25448E-09,1.311854E-08,-2.913596E-08,1,1,0,0,0,1,2,1,0,0,0,2.593566E-09,8.802102E-09,-3.484626E-08,1,1,0,0,0,1
424.3467,0,0,0,1.654048E-08,8.152112E-08,-1.790533E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,203.7213,0,1,0,0,0,0.000000004,1.650592E-08,-2.748153E-08,1,1,0,0,0,1,1,1,0,0,0,3.400517E-09,1.386274E-08,-3.116999E-08,1,1,0,0,0,1,2,1,0,0,0,4.057142E-09,1.611329E-08,-2.728359E-08,1,1,0,0,0,1
424.3964,0,0,0,2.811896E-08,1.099015E-07,-1.273453E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,203.7213,0,1,0,0,0,0.000000004,9.333023E-09,1.92498E-08,1,1,0,0,0,1,1,1,0,0,0,3.792308E-09,9.523673E-09,1.622908E-08,1,1,0,0,0,1,2,1,0,0,0,3.792308E-09,9.523673E-09,1.622908E-08,1,1,0,0,0,1
424.4464,0,0,0,3.625884E-08,1.246515E-07,-1.911471E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,219.0003,0,1,0,0,0,3.274625E-09,6.467749E-09,-2.458146E-08,1,1,0,0,0,1,1,1,0,0,0,2.639339E-09,5.42231E-09,-2.11591E-08,1,1,0,0,0,1,2,1,0,0,0,2.225919E-09,2.859879E-09,-1.806109E-08,1,1,0,0,0,1
424.4956,0,0,0,4.265394E-08,1.441554E-07,-0.000000297,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,219.0004,0,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,1,1,0,0,0,0.000000002,5.086089E-09,-3.290249E-08,1,1,0,0,0,1,2,1,0,0,0,1.736556E-09,7.67837E-09,-3.325956E-08,1,1,0,0,0,1
424.5465,0,0,0,5.282169E-08,1.612347E-07,-2.74629E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,229.1864,0,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,1,1,0,0,0,3.556895E-09,5.693106E-09,7.44862E-09,1,1,0,0,0,1,2,1,0,0,0,3.556895E-09,5.693106E-09,7.44862E-09,1,1,0,0,0,1
424.596,0,0,0,6.386509E-08,1.972763E-07,-2.052459E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,219.0004,0,1,0,0,0,4.087636E-09,0.000000014,2.587523E-08,1,1,0,0,0,1,1,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,2,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1
424.6457,0,0,0,7.735766E-08,2.270917E-07,-1.42158E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,219.0004,0,1,0,0,0,4.206556E-09,7.718882E-09,1.886983E-08,1,1,0,0,0,1,1,1,0,0,0,4.16981E-09,9.729489E-09,2.175579E-08,1,1,0,0,0,1,2,1,0,0,0,5.116237E-09,1.2367E-08,2.246236E-08,1,1,0,0,0,1
424.6956,0,0,0,0.000000093,0.000000259,-8.985877E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,224.0934,0,1,0,0,0,5.40524E-09,1.013641E-08,1.676738E-08,1,1,0,0,0,1,1,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1,2,1,0,0,0,4.792228E-09,9.611002E-09,1.588454E-08,1,1,0,0,0,1
