Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
593.3125,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,9076.854,0,1,0.2192612,-0.01089137,0.1592267,5.120867E-09,-2.776054E-07,1.582385E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.3623,0,0,0,3.35624E-09,2.542198E-08,-6.061699E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,213.9073,0,1,0,0,0,1.119696E-09,1.363496E-08,-2.52157E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.4123,0,0,0,1.137272E-08,5.727759E-08,-1.111824E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,275.0237,0,1,0,0,0,4.247801E-09,1.444064E-08,-2.680622E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.4627,0,0,0,1.829465E-08,7.531106E-08,-7.343432E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,285.2097,0,1,0,0,0,3.431008E-09,8.700455E-09,1.844121E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.5122,0,0,0,2.326067E-08,0.000000081,-1.302742E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,2.694839E-09,3.824575E-09,-2.826992E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.5626,0,0,0,2.693713E-08,9.416284E-08,-1.966342E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,0.000000002,5.086089E-09,-3.290249E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.6121,0,0,0,3.248218E-08,1.049165E-07,-1.824314E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,2.55101E-09,5.693106E-09,7.562829E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.6625,0,0,0,3.923641E-08,1.271619E-07,-1.419442E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,3.246378E-09,1.090171E-08,1.830036E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.7129,0,0,0,4.789433E-08,1.488222E-07,-9.863062E-08,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,285.2096,0,1,0,0,0,4.488123E-09,1.193075E-08,2.155785E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.7628,0,0,0,5.873866E-08,1.731163E-07,-5.933612E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,275.0237,0,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
593.8123,0,0,0,6.060033E-08,0.000000194,-4.375375E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,249.5586,0,1,0,0,0,9.308346E-10,1.044359E-08,7.7912E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
