Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
80.93334,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,50.26001,57.64423,0,1,0,0,0,-3.502286E-11,3.240352E-10,-4.463341E-11,0.125,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-2.801829E-10,2.592281E-09,-3.570673E-10,1,1,0,0,0,1
80.98112,0,0,0,3.764739E-09,6.050966E-08,-0.000000102,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,185.9621,213.2836,0,1,0,0,0,0.000000002,1.269606E-08,-3.167896E-08,1,1,0,0,0,1,1,1,0,0,0,-4.967266E-10,0.000000036,-3.489257E-08,1,1,0,0,0,1,2,1,0,0,0,2.796909E-09,6.602449E-09,-3.468714E-08,1,1,0,0,0,1
81.03149,0,0,0,1.657436E-08,1.036054E-07,-1.971E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,4.470562E-09,1.867572E-08,-3.03816E-08,1,1,0,0,0,1,1,1,0,0,0,4.459424E-09,1.353159E-08,-3.052854E-08,1,1,0,0,0,1,2,1,0,0,0,3.879638E-09,1.088842E-08,-3.4217E-08,1,1,0,0,0,1
81.08187,0,0,0,2.753314E-08,1.295939E-07,-1.421162E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,3.490923E-09,9.333023E-09,1.93069E-08,1,1,0,0,0,1,1,1,0,0,0,3.473996E-09,7.322415E-09,1.642703E-08,1,1,0,0,0,1,2,1,0,0,0,0.000000004,9.333023E-09,1.92498E-08,1,1,0,0,0,1
81.13135,0,0,0,3.433299E-08,1.386419E-07,-2.066104E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,196.0141,224.8124,0,1,0,0,0,2.559638E-09,2.419161E-09,-3.209426E-08,1,1,0,0,0,1,1,1,0,0,0,2.225919E-09,2.859879E-09,-1.806109E-08,1,1,0,0,0,1,2,1,0,0,0,2.639339E-09,5.42231E-09,-2.11591E-08,1,1,0,0,0,1
81.18141,0,0,0,4.044863E-08,1.610622E-07,-3.105324E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,1.659717E-09,8.070999E-09,-3.34575E-08,1,1,0,0,0,1,1,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,2,1,0,0,0,1.81412E-09,7.609859E-09,-3.074172E-08,1,1,0,0,0,1
81.23166,0,0,0,4.981385E-08,0.000000175,-2.924008E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,2.934122E-09,4.427972E-09,5.774337E-09,1,1,0,0,0,1,1,1,0,0,0,2.934122E-09,4.427972E-09,5.774337E-09,1,1,0,0,0,1,2,1,0,0,0,3.49698E-09,5.060539E-09,6.582926E-09,1,1,0,0,0,1
81.28069,0,0,0,6.247676E-08,2.176846E-07,-2.136838E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,196.0141,224.8124,0,1,0,0,0,4.573652E-09,0.000000012,2.293826E-08,1,1,0,0,0,1,1,1,0,0,0,4.061576E-09,1.737545E-08,3.076929E-08,1,1,0,0,0,1,2,1,0,0,0,0.000000004,1.335424E-08,0.000000025,1,1,0,0,0,1
81.33121,0,0,0,7.745651E-08,2.639196E-07,-1.211183E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,0.000000005,1.482519E-08,3.221663E-08,1,1,0,0,0,1,1,1,0,0,0,5.292637E-09,0.000000017,0.000000032,1,1,0,0,0,1,2,1,0,0,0,4.712851E-09,1.438327E-08,2.833022E-08,1,1,0,0,0,1
81.38184,0,0,0,8.92783E-08,2.852433E-07,-8.579348E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,1.834321E-09,5.508287E-09,8.436037E-09,1,1,0,0,0,1,1,1,0,0,0,5.280967E-09,8.125804E-09,1.38997E-08,1,1,0,0,0,1,2,1,0,0,0,4.706526E-09,7.689551E-09,0.000000013,1,1,0,0,0,1
