Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
539.229,-0.2624595,0.01845153,0.005120963,0,0,0,1,1,0.07125174,0.7417892,-0.07983456,0.6620411,0,0,0,0,111.6979,93.66734,0,1,-1.180971,-0.5442135,-0.1354596,-5.453864E-08,-4.013608E-07,2.595359E-07,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.2792,-0.7719378,0.05426908,0.01506162,-3.058992E-09,-5.400936E-09,1.6933E-08,1,1,0.07334727,0.7430438,-0.08256771,0.6600672,0,0,0,0,215.9877,246.7442,0,1,0,0,0,2.07747E-10,4.412823E-09,1.556953E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.3299,-0.8575659,0.06028894,0.01673235,-8.639033E-09,0.00000001,-3.275793E-08,1,1,0.07535562,0.7442462,-0.08521367,0.6581472,0,0,0,0,229.8123,261.1445,0,1,0,0,0,-2.360792E-09,7.695705E-09,-1.629002E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.3793,-0.8719574,0.0613007,0.01701315,-1.058824E-08,6.766333E-09,-2.444719E-08,1,1,0.07678591,0.7451028,-0.08711429,0.6567624,0,0,0,0,234.6061,266.1102,0,1,0,0,0,-1.901254E-09,-9.216627E-09,6.28593E-10,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.4291,-0.8743762,0.06147074,0.01706034,-9.944085E-09,0.000000023,-4.380308E-08,1,1,0.07778771,0.7457029,-0.08845373,0.6557838,0,0,0,0,241.5808,273.8962,0,1,0,0,0,1.249902E-10,8.244587E-09,-1.338043E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.4792,-0.8747827,0.06149933,0.01706827,-6.700367E-09,9.221228E-09,-1.20753E-08,1,1,0.07851266,0.7461371,-0.08942728,0.655071,0,0,0,0,241.8691,274.1942,0,1,0,0,0,2.356239E-09,-6.380621E-09,1.749951E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.5297,-0.874851,0.06150413,0.01706961,4.010657E-10,2.887735E-08,6.281139E-08,1,1,0.0790545,0.7464617,-0.09015729,0.6545357,0,0,0,0,259.2108,293.8471,0,1,0,0,0,3.3843E-09,6.866609E-09,3.907405E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.579,-0.870216,0.06325964,0.04608822,8.420247E-09,0.000000034,1.354893E-07,1,1,0.07948642,0.7464276,-0.09065714,0.6544532,0,0,0,0,287.9052,326.3995,0,1,0.006273623,0.001914645,0.04073863,4.185254E-09,3.72768E-09,3.474021E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.6296,-0.8494143,0.08870903,0.1065132,1.184924E-08,4.614998E-08,6.983539E-08,1,1,0.07972895,0.7457421,-0.09074777,0.6551923,0,0,0,0,292.9757,332.292,0,1,0.03383646,0.04472281,0.08574824,0.000000002,7.634414E-09,-2.916334E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.6792,-0.7863885,0.18014,0.250998,5.597103E-09,5.634141E-08,7.445133E-08,1,1,0.0790489,0.7434394,-0.08930179,0.6580839,0,0,0,0,278.832,316.7675,0,1,0.07891224,0.1180247,0.1733485,-3.430561E-09,3.375061E-09,3.69317E-10,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
539.7289,-0.7609764,0.2184314,0.3058282,4.422712E-10,5.118704E-08,9.052731E-08,1,1,0.07759133,0.7401498,-0.08671201,0.6622982,0,0,0,0,284.8597,324.6527,0,1,0,0,0,-1.806623E-09,-1.564411E-09,9.949545E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
