Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
649.6835,0,0,0,0,0,0,1,1,0.05732334,0.7368126,-0.06297264,0.6707128,0,0,0,0,6656.137,6873.037,6617.047,6392.779,6698.5,6482.275,6396.546,5242.896,0,1,0,0,0,3.564775E-07,5.764912E-07,2.527226E-06,1,1,0,0,0,1,1,1,0,0,0,0.000000341,5.558247E-07,2.423871E-06,1,1,0,0,0,1,2,1,0.3537215,-0.1713153,-0.133008,3.627809E-07,5.868049E-07,2.572439E-06,1,1,0,0,0,1
649.7344,0,0,0,1.769001E-09,-2.778351E-08,0.000000019,1,1,0.05732334,0.7368127,-0.06297264,0.6707128,0,0,0,0,118.3286,142.0233,137.7064,131.8432,120.0856,111.6296,105.0364,120.2377,0,1,0,0,0,6.771052E-10,-1.0419E-08,4.81656E-09,1,1,0,0,0,1,1,1,0,0,0,4.71596E-10,-8.089738E-09,1.189476E-08,1,1,0,0,0,1,2,1,0,0,0,6.20299E-10,-9.274759E-09,2.330753E-09,1,1,0,0,0,1
649.7843,0,0,0,6.24899E-09,-4.489396E-08,-1.520203E-08,1,1,0.05732334,0.7368126,-0.06297264,0.6707129,0,0,0,0,127.4308,152.9481,148.2992,141.985,129.3229,120.2165,113.1161,129.4867,0,1,0,0,0,1.402718E-09,-0.000000006,-1.661802E-08,1,1,0,0,0,1,1,1,0,0,0,1.483225E-09,-4.881094E-09,-7.086328E-09,1,1,0,0,0,1,2,1,0,0,0,1.594041E-09,-6.203071E-09,-1.053979E-08,1,1,0,0,0,1
649.8337,0,0,0,1.061237E-08,-5.655687E-08,-6.282116E-08,1,1,0.05732333,0.7368127,-0.06297264,0.6707128,0,0,0,0,154.7374,185.7227,180.0777,172.4104,157.035,145.9772,137.3553,157.2339,0,1,0,0,0,1.513027E-09,-4.718324E-09,-1.544591E-08,1,1,0,0,0,1,1,1,0,0,0,1.352951E-09,-4.480126E-09,-1.373794E-08,1,1,0,0,0,1,2,1,0,0,0,1.497394E-09,-2.464485E-09,-1.843526E-08,1,1,0,0,0,1
649.8836,0,0,0,1.394661E-08,-0.000000072,-8.359714E-08,1,1,0.05732332,0.7368126,-0.06297261,0.6707129,0,0,0,0,177.4929,213.0349,206.5597,197.7648,180.1284,167.4444,157.5546,180.3565,0,1,0,0,0,1.234195E-09,-5.351207E-09,-5.112228E-09,1,1,0,0,0,1,1,1,0,0,0,0.000000001,-6.673185E-09,-1.221751E-08,1,1,0,0,0,1,2,1,0,0,0,1.134032E-09,-3.398632E-09,-3.446182E-09,1,1,0,0,0,1
649.9339,0,0,0,1.423426E-08,-0.000000023,-1.828353E-07,1,1,0.0573233,0.7368126,-0.0629726,0.6707128,0,0,0,0,182.044,218.4973,211.8561,202.8357,184.7471,171.7378,161.5944,184.9811,0,1,0,0,0,1.210999E-10,1.470234E-08,-3.064148E-08,1,1,0,0,0,1,1,1,0,0,0,1.405453E-11,1.390212E-08,-3.110931E-08,1,1,0,0,0,1,2,1,0,0,0,1.524877E-10,2.040579E-08,-3.748734E-08,1,1,0,0,0,1
649.9834,0,0,0,1.616217E-08,3.873229E-08,-2.709189E-07,1,0.8373519,0.0573233,0.7368126,-0.06297259,0.6707128,0,0,0,0,161.8012,194.4914,188.5219,180.4756,164.2655,152.5538,143.399,164.6534,0,1,0,0,0,6.760121E-10,2.167747E-08,-3.04396E-08,1,0.8373519,0,0,0,1,1,1,0,0,0,5.758882E-10,1.834697E-08,-2.720448E-08,1,1,0,0,0,1,2,1,0,0,0,6.76012E-10,2.167747E-08,-3.04396E-08,1,1,0,0,0,1
650.0334,0,0,0,1.516693E-08,7.551642E-08,-3.055986E-07,1,0.7993329,0.05732327,0.7368125,-0.06297256,0.6707129,0,0,0,0,158.5403,191.0368,185.08,177.1518,161.0562,149.3398,140.1431,161.7346,0,1,0,0,0,-4.081795E-10,1.36081E-08,-1.393876E-08,1,0.954596,0,0,0,1,1,1,0,0,0,-2.678498E-10,1.2087E-08,-1.346014E-08,1,1,0,0,0,1,2,1,0,0,0,-3.192233E-10,1.108901E-08,-7.280742E-09,1,1,0,0,0,1
650.0837,0,0,0,7.357626E-09,8.272796E-08,-3.918932E-07,1,0.7993329,0.05732327,0.7368126,-0.06297256,0.6707129,0,0,0,0,158.0584,190.5255,184.5707,176.6602,160.5821,148.865,139.6621,161.3045,0,1,0,0,0,-2.300285E-09,3.310117E-09,-2.671556E-08,1,1,0,0,0,1,1,1,0,0,0,-2.300285E-09,3.310117E-09,-2.671556E-08,1,1,0,0,0,1,2,1,0,0,0,-3.208736E-09,5.913494E-10,-3.28634E-08,1,1,0,0,0,1
650.1333,0,0,0,1.926286E-10,7.763264E-08,-5.05053E-07,1,0.7993329,0.05732325,0.7368126,-0.06297253,0.6707129,0,0,0,0,158.0553,190.5221,184.5672,176.6569,160.579,148.8618,139.6588,161.3017,0,1,0,0,0,-2.472626E-09,-2.68547E-09,-3.881027E-08,1,1,0,0,0,1,1,1,0,0,0,-2.730595E-09,-1.513052E-09,-3.55748E-08,1,1,0,0,0,1,2,1,0,0,0,-0.000000002,-8.967737E-10,-3.877467E-08,1,1,0,0,0,1
