Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
639.972,1.272692,-0.4894655,2.608043,1.685469E-05,0.0002356634,-6.403359E-05,1,0.3168056,0.03278799,0.6517331,-0.02822059,0.7572137,0,0,0,0,107.3769,176.6242,202.3647,225.1336,224.6749,203.7167,176.9044,192.0029,0,1,-0.03199328,-0.007943289,-0.00321476,-1.216112E-09,4.1393E-09,1.012422E-08,1,1,0,0,0,1
640.0215,1.254888,-0.4938158,2.60852,1.685281E-05,0.0002356583,-6.402606E-05,1,0.3168056,0.03531957,0.648568,-0.03015135,0.7597387,0,0,0,0,109.986,177.3342,202.4954,224.9094,224.1051,203.6716,177.51,193.1127,0,1,0,0,0,-1.898407E-09,-5.15026E-09,7.568399E-09,1,1,0,0,0,1
640.0719,1.251895,-0.4945469,2.6086,1.685138E-05,0.0002356585,-6.402029E-05,1,0.3168056,0.03734576,0.6460593,-0.03167534,0.7617148,0,0,0,0,113.5213,181.899,207.443,230.2597,229.3057,208.5473,181.9599,198.1107,0,1,0,0,0,-1.43887E-09,1.519171E-10,5.823386E-09,1,1,0,0,0,1
640.1223,1.251393,-0.4946698,2.608613,1.684861E-05,0.0002356544,-6.401337E-05,1,0.3168056,0.03893113,0.6440871,-0.03285281,0.7632541,0,0,0,0,113.9196,182.2498,207.7709,230.5837,229.5928,208.8462,182.271,198.4908,0,1,0,0,0,-2.778951E-09,-4.300064E-09,0.000000007,1,1,0,0,0,1
640.1718,1.251308,-0.4946905,2.608615,1.685164E-05,0.0002356685,-6.401815E-05,1,0.3168056,0.04016376,0.6425367,-0.03375821,0.7644566,0,0,0,0,111.9707,179.0708,204.1309,226.5354,225.5542,205.1804,179.0821,195.0272,0,1,0,0,0,0.000000003,1.409997E-08,-4.721942E-09,1,1,0,0,0,1
640.2217,1.251294,-0.4946939,2.608616,1.684876E-05,0.0002356502,-0.000064019,1,0.3168056,0.0411206,0.6413172,-0.03445442,0.7653981,0,0,0,0,85.51888,136.7573,155.8931,173.0018,172.2513,156.6936,136.7644,148.9429,0,1,0,0,0,-2.88803E-09,-1.845652E-08,-8.41299E-10,1,1,0,0,0,1
640.2722,1.251292,-0.4946945,2.608616,0.000016847,0.0002356603,-6.401019E-05,1,0.3168056,0.04186325,0.6403586,-0.03499052,0.7661358,0,0,0,0,114.0288,182.3464,207.8607,230.672,229.6709,208.9274,182.3552,198.594,0,1,0,0,0,-1.776722E-09,1.005318E-08,8.904063E-09,1,1,0,0,0,1
640.322,1.251291,-0.4946946,2.608616,1.684915E-05,0.0002356558,-6.401185E-05,1,0.3168056,0.04243967,0.6396073,-0.03540404,0.7667125,0,0,0,0,105.8845,169.3221,193.014,214.196,213.2662,194.0044,169.3303,184.4094,0,1,0,0,0,2.151329E-09,-4.595902E-09,-1.604262E-09,1,1,0,0,0,1
640.3715,1.251291,-0.4946946,2.608616,1.685079E-05,0.000235661,-6.402284E-05,1,0.3168056,0.04288719,0.6390196,-0.03572353,0.7671627,0,0,0,0,111.9935,179.0909,204.1494,226.5536,225.5701,205.197,179.0994,195.0485,0,1,0,0,0,1.622827E-09,5.20774E-09,-0.000000011,1,1,0,0,0,1
640.4219,1.251291,-0.4946946,2.608616,1.68501E-05,0.0002356759,-6.401773E-05,1,0.3168056,0.04323455,0.6385617,-0.03597064,0.7675127,0,0,0,0,114.0297,182.3472,207.8612,230.6727,229.6714,208.9279,182.3558,198.5949,0,1,0,0,0,-7.003285E-10,1.477949E-08,5.174199E-09,0.9999999,1,0,0,0,1
