Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
166.2342,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,4471.525,0,1,0.08429185,0.07931827,-0.1115294,-5.78874E-08,-8.01807E-07,4.085134E-07,1,1,0,0,0,1,1,1,0,0,0,-5.939593E-08,-8.225467E-07,4.197491E-07,1,1,0,0,0,1,2,1,0,0,0,-5.982597E-08,-8.227614E-07,4.213753E-07,1,1,0,0,0,1,3,1,0.2415012,-0.006350834,-0.03687716,-0.000000062,-8.53299E-07,4.369023E-07,1,1,0,0,0,1
166.2846,0,0,0,7.470758E-09,5.765204E-08,-1.315094E-07,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,157.884,0,1,0,0,0,2.236544E-09,1.178701E-08,-3.540128E-08,1,1,0,0,0,1,1,1,0,0,0,1.744738E-09,1.528834E-08,-0.000000032,1,1,0,0,0,1,2,1,0,0,0,1.744738E-09,1.528834E-08,-0.000000032,1,1,0,0,0,1,3,1,0,0,0,1.744738E-09,1.528834E-08,-0.000000032,1,1,0,0,0,1
166.3346,0,0,0,2.332288E-08,1.186553E-07,-2.374642E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,152.7909,0,1,0,0,0,4.057142E-09,1.611329E-08,-2.728359E-08,1,1,0,0,0,1,1,1,0,0,0,3.566884E-09,1.394349E-08,-2.438351E-08,1,1,0,0,0,1,2,1,0,0,0,4.459424E-09,1.353159E-08,-3.052854E-08,1,1,0,0,0,1,3,1,0,0,0,3.76868E-09,1.741497E-08,-2.375921E-08,1,1,0,0,0,1
166.3843,0,0,0,3.781249E-08,1.537256E-07,-1.701379E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,147.6979,0,1,0,0,0,3.22945E-09,8.891105E-09,1.542049E-08,1,1,0,0,0,1,1,1,0,0,0,3.473996E-09,7.322415E-09,1.642703E-08,1,1,0,0,0,1,2,1,0,0,0,3.792308E-09,9.523673E-09,1.622908E-08,1,1,0,0,0,1,3,1,0,0,0,0.000000004,9.333023E-09,1.92498E-08,1,1,0,0,0,1
166.4349,0,0,0,4.822354E-08,1.703456E-07,-2.625095E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,173.1631,0,1,0,0,0,2.639339E-09,5.42231E-09,-2.11591E-08,1,1,0,0,0,1,1,1,0,0,0,3.274625E-09,6.467749E-09,-2.458146E-08,1,1,0,0,0,1,2,1,0,0,0,2.271176E-09,1.870085E-09,-2.856989E-08,1,1,0,0,0,1,3,1,0,0,0,2.225919E-09,2.859879E-09,-1.806109E-08,1,1,0,0,0,1
166.4839,0,0,0,0.000000057,1.97498E-07,-4.043949E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,168.07,0,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,1,1,0,0,0,1.524933E-09,8.58742E-09,-2.953724E-08,1,1,0,0,0,1,2,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,3,1,0,0,0,0.000000002,5.086089E-09,-3.290249E-08,1,1,0,0,0,1
166.5341,0,0,0,6.92047E-08,2.196379E-07,-3.752376E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,173.1631,0,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1,1,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,2,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,3,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1
166.584,0,0,0,0.000000084,2.706024E-07,-2.818516E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,173.1631,0,1,0,0,0,3.826163E-09,1.354489E-08,0.000000022,1,1,0,0,0,1,1,1,0,0,0,4.607507E-09,0.000000016,2.8698E-08,1,1,0,0,0,1,2,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,3,1,0,0,0,3.464863E-09,1.272167E-08,2.420095E-08,1,1,0,0,0,1
166.6346,0,0,0,1.022985E-07,0.000000311,-1.963073E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,178.2561,0,1,0,0,0,4.524868E-09,9.920138E-09,1.867188E-08,1,1,0,0,0,1,1,1,0,0,0,4.797924E-09,1.016574E-08,2.266031E-08,1,1,0,0,0,1,2,1,0,0,0,4.836496E-09,1.02549E-08,2.263254E-08,1,1,0,0,0,1,3,1,0,0,0,4.158227E-09,9.925803E-09,2.165377E-08,1,1,0,0,0,1
166.6844,0,0,0,1.233017E-07,3.549288E-07,-1.24333E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,173.1631,0,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1,1,1,0,0,0,5.366669E-09,0.00000001,1.679515E-08,1,1,0,0,0,1,2,1,0,0,0,4.792228E-09,9.611002E-09,1.588454E-08,1,1,0,0,0,1,3,1,0,0,0,4.792228E-09,9.611002E-09,1.588454E-08,1,1,0,0,0,1
