Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
107.3894,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,4493.205,0,1,1.79195,0.7894824,-0.09025118,3.388658E-09,0.000000785,1.17481E-06,1,1,0,0,0,1,1,1,0,0,0,3.756849E-09,8.227858E-07,1.234754E-06,1,1,0,0,0,1,2,1,0,0,0,3.438267E-09,7.7421E-07,1.158558E-06,1,1,0,0,0,1,3,1,0,0,0,3.780481E-09,8.305249E-07,1.242508E-06,1,1,0,0,0,1
107.4401,0,0,0,1.072635E-08,5.559075E-08,-0.000000154,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,122.2327,0,1,0,0,0,2.909703E-09,1.769713E-08,-0.000000042,1,1,0,0,0,1,1,1,0,0,0,2.726802E-09,0.000000014,-3.830135E-08,1,1,0,0,0,1,2,1,0,0,0,2.439887E-09,9.587359E-09,-3.524215E-08,1,1,0,0,0,1,3,1,0,0,0,2.649963E-09,1.434944E-08,-3.849929E-08,1,1,0,0,0,1
107.4887,0,0,0,2.739262E-08,1.208529E-07,-2.725775E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,117.1397,0,1,0,0,0,4.470562E-09,1.867572E-08,-3.03816E-08,1,1,0,0,0,1,1,1,0,0,0,4.470562E-09,1.867572E-08,-3.03816E-08,1,1,0,0,0,1,2,1,0,0,0,3.477356E-09,1.347011E-08,-0.000000031,1,1,0,0,0,1,3,1,0,0,0,4.247801E-09,1.444064E-08,-2.680622E-08,1,1,0,0,0,1
107.5385,0,0,0,4.127946E-08,1.555419E-07,-1.990954E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,122.2327,0,1,0,0,0,3.431008E-09,8.700455E-09,1.844121E-08,1,1,0,0,0,1,1,1,0,0,0,3.490923E-09,9.333023E-09,1.93069E-08,1,1,0,0,0,1,2,1,0,0,0,3.490923E-09,9.333023E-09,1.93069E-08,1,1,0,0,0,1,3,1,0,0,0,3.473996E-09,7.322415E-09,1.642703E-08,1,1,0,0,0,1
107.5899,0,0,0,5.143036E-08,1.687431E-07,-2.957177E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,127.3258,0,1,0,0,0,2.271176E-09,1.870085E-09,-2.856989E-08,1,1,0,0,0,1,1,1,0,0,0,2.514382E-09,3.408954E-09,-2.158546E-08,1,1,0,0,0,1,2,1,0,0,0,2.514382E-09,3.408954E-09,-2.158546E-08,1,1,0,0,0,1,3,1,0,0,0,2.850961E-09,4.51326E-09,-2.488142E-08,1,1,0,0,0,1
107.6386,0,0,0,5.915749E-08,2.01297E-07,-4.282207E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,127.3258,0,1,0,0,0,1.659717E-09,8.070999E-09,-3.34575E-08,1,1,0,0,0,1,1,1,0,0,0,1.81412E-09,7.609859E-09,-3.074172E-08,1,1,0,0,0,1,2,1,0,0,0,1.81412E-09,7.609859E-09,-3.074172E-08,1,1,0,0,0,1,3,1,0,0,0,2.439162E-09,9.263241E-09,-3.756205E-08,1,1,0,0,0,1
107.6884,0,0,0,7.231927E-08,2.234369E-07,-3.991777E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,168.07,0,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,1,1,0,0,0,3.556895E-09,5.693106E-09,7.44862E-09,1,1,0,0,0,1,2,1,0,0,0,3.556895E-09,5.693106E-09,7.44862E-09,1,1,0,0,0,1,3,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1
107.7389,0,0,0,0.007695031,-0.001189837,-0.00150601,0.9999686,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,168.0721,0,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,1,1,0,0,0,0.007694948,-0.001190096,-0.001505679,0.9999686,1,0,0,0,1,2,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,3,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1
107.7892,0,0,0,0.04345781,-0.007115686,-0.0009564842,0.9990295,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,157.8994,0,1,0,0,0,4.524868E-09,9.920138E-09,1.867188E-08,1,1,0,0,0,1,1,1,0,0,0,0.03572908,-0.006162219,0.0006615947,0.9993421,1,0,0,0,1,2,1,0,0,0,4.797924E-09,1.016574E-08,2.266031E-08,1,1,0,0,0,1,3,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1
107.8384,0.001490711,0.004638679,0.002331891,0.08385812,-0.01314642,0.006271665,0.9963713,1,0.0710261,0.741656,-0.07954239,0.6622498,0,0,0,0,147.5987,0,1,0,0,0,0.000000003,1.317024E-08,0.000000007,1,1,0,0,0,1,1,1,0,0,0,0.04042688,-0.00627165,0.007329304,0.9991357,1,0,0,0,1,2,1,0.002820369,0.008278615,0.003668074,3.141795E-09,0.000000007,7.67719E-09,1,1,0,0,0,1,3,1,0,0,0,3.572084E-09,1.36065E-08,7.94704E-09,1,1,0,0,0,1
