Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
456.5143,0,0,0,0,0,0,1,1,0.05732334,0.7368126,-0.06297264,0.6707128,0,0,0,0,7627.717,7282.88,125.2994,10.14179,9.237354,8.586893,8.07972,9.249051,0,1,0.9748196,0.1666031,0.1610436,8.884893E-09,5.022563E-07,-5.906005E-07,1,1,0,0,0,1
456.5642,0,0,0,6.576742E-10,-9.827264E-09,3.016951E-10,1,1,0.05732334,0.7368127,-0.06297264,0.6707128,0,0,0,0,241.2083,289.509,280.7092,268.7573,244.79,227.5526,214.1125,245.0999,0,1,0,0,0,6.576743E-10,-9.827263E-09,3.016942E-10,1,1,0,0,0,1
456.6138,0,0,0,2.411792E-09,-1.626853E-08,-1.194606E-08,1,1,0.05732334,0.7368126,-0.06297264,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,1.754117E-09,-6.44127E-09,-1.224776E-08,1,1,0,0,0,1
456.6641,0,0,0,3.652482E-09,-1.932534E-08,-3.837632E-08,1,1,0.05732333,0.7368127,-0.06297264,0.6707128,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,1.240689E-09,-3.056806E-09,-2.643025E-08,1,1,0,0,0,1
456.7139,0,0,0,4.683879E-09,-2.522943E-08,-4.867707E-08,1,1,0.05732332,0.7368126,-0.06297261,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,0.000000001,-5.904093E-09,-1.030074E-08,1,1,0,0,0,1
456.7643,0,0,0,4.331029E-09,-1.150408E-08,-7.963847E-08,1,1,0.0573233,0.7368126,-0.0629726,0.6707128,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,-3.528508E-10,1.372535E-08,-0.000000031,1,1,0,0,0,1
456.8145,0,0,0,0.000000005,1.073821E-08,-1.137544E-07,1,1,0.0573233,0.7368126,-0.06297259,0.6707128,0,0,0,0,236.6572,284.0465,275.4128,263.6864,240.1713,223.2591,210.0727,240.4754,0,1,0,0,0,7.01102E-10,2.224229E-08,-3.411589E-08,1,1,0,0,0,1
456.864,0,0,0,4.547477E-09,2.456289E-08,-1.300839E-07,1,1,0.05732327,0.7368125,-0.06297256,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,-4.846533E-10,1.382468E-08,-1.632956E-08,1,1,0,0,0,1
456.9144,0,0,0,1.646558E-09,2.781376E-08,-1.567267E-07,1,1,0.05732327,0.7368126,-0.06297256,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,-2.90092E-09,3.250873E-09,-2.66428E-08,1,1,0,0,0,1
456.9672,0,0,0,-1.108717E-09,2.586986E-08,-2.022716E-07,1,1,0.05732325,0.7368126,-0.06297253,0.6707129,0,0,0,0,204.7995,245.8095,238.3381,228.1902,207.8405,193.205,181.7937,208.1037,0,1,0,0,0,-2.755277E-09,-1.943896E-09,-4.554489E-08,1,1,0,0,0,1
