Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
484.6777,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,8510.482,0,1,1.61513,0.1940422,-0.7464103,8.93392E-09,2.316285E-06,-2.644286E-07,1,1,0,0,0,1,1,1,0,0,0,8.346092E-09,2.162826E-06,-2.468894E-07,1,1,0,0,0,1
484.7275,0,0,0,3.489475E-09,3.057669E-08,-6.407207E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,269.9307,0,1,0,0,0,0.000000002,1.269606E-08,-3.167896E-08,1,1,0,0,0,1,1,1,0,0,0,1.744738E-09,1.528834E-08,-0.000000032,1,1,0,0,0,1
484.7774,0,0,0,1.240832E-08,5.763988E-08,-1.251292E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,4.459424E-09,1.353159E-08,-3.052854E-08,1,1,0,0,0,1,1,1,0,0,0,4.459424E-09,1.353159E-08,-3.052854E-08,1,1,0,0,0,1
484.8278,0,0,0,1.875046E-08,0.000000073,-9.106954E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,285.2097,0,1,0,0,0,2.911137E-09,6.689847E-09,1.561843E-08,1,1,0,0,0,1,1,1,0,0,0,3.431008E-09,8.700455E-09,1.844121E-08,1,1,0,0,0,1
484.8778,0,0,0,2.425101E-08,8.235784E-08,-1.337121E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,3.274625E-09,6.467749E-09,-2.458146E-08,1,1,0,0,0,1,1,1,0,0,0,2.225919E-09,2.859879E-09,-1.806109E-08,1,1,0,0,0,1
484.9273,0,0,0,2.84953E-08,9.761624E-08,-2.004544E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,1.805116E-09,0.000000006,-2.918018E-08,1,1,0,0,0,1,1,1,0,0,0,2.439162E-09,9.263241E-09,-3.756205E-08,1,1,0,0,0,1
484.9777,0,0,0,3.454328E-08,1.083699E-07,-1.863087E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1,1,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1
485.0275,0,0,0,4.047624E-08,1.28414E-07,-1.455665E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,3.826163E-09,1.354489E-08,0.000000022,1,1,0,0,0,1,1,1,0,0,0,2.10681E-09,6.499198E-09,1.875335E-08,1,1,0,0,0,1
485.0774,0.00618964,0.001811953,0.01723432,4.423425E-08,1.458128E-07,-1.060806E-07,1,1,0.07105422,0.7415656,-0.07955254,0.6623467,0,0,0,0,274.9821,0,1,0,0,0,1.808825E-09,8.498464E-09,1.855109E-08,1,1,0,0,0,1,1,1,0.01564953,0.005905008,0.04221374,1.949178E-09,8.900291E-09,2.093489E-08,1,1,0,0,0,1
485.1273,0.04823787,0.007473917,0.1501044,4.088606E-08,1.410934E-07,-7.034962E-08,1,1,0.07107026,0.7402209,-0.07924223,0.6638846,0,0,0,0,273.9327,0,1,0,0,0,-1.613112E-09,-0.000000003,1.164959E-08,1,1,0,0,0,1,1,1,0.06100045,0.00186107,0.2040683,-1.735082E-09,-1.675805E-09,2.408142E-08,1,1,0,0,0,1
