Time;Translation X;Translation Y;Translation Z;Rotation X;Rotation Y;Rotation Z;Rotation W;Scalling;Camera X;Camera Y;Camera Z;Camera W;IsInCollision;CollisionForce X;CollisionForce Y;CollisionForce Z;Checkpoint0;Checkpoint1;Checkpoint2;Checkpoint3;Checkpoint4;Checkpoint5;Checkpoint6;Checkpoint7;User;Connected;Translation X;Translation Y;Translation Z;Rotation X;Rotation Y;Rotation Z;Rotation W;Scalling;Camera X;Camera Y;Camera Z;Camera W;User;Connected;Translation X;Translation Y;Translation Z;Rotation X;Rotation Y;Rotation Z;Rotation W;Scalling;Camera X;Camera Y;Camera Z;Camera W;User;Connected;Translation X;Translation Y;Translation Z;Rotation X;Rotation Y;Rotation Z;Rotation W;Scalling;Camera X;Camera Y;Camera Z;Camera W;User;Connected;Translation X;Translation Y;Translation Z;Rotation X;Rotation Y;Rotation Z;Rotation W;Scalling;Camera X;Camera Y;Camera Z;Camera W
580,0073;1,80445;3,067125;0,4979424;1,16E-07;2,96E-06;2,51E-07;1;0,3516905;0,09043684;0,4924566;-0,05154119;0,8640898;0;0;0;0;95,56976;90,87025;67,74392;57,60749;43,3584;52,53609;62,93412;87,30566;0;1;0,02008159;0,002601494;-0,007722156;-3,58E-09;-5,74E-09;-7,01E-09;1;1;-3,84E-09;-1,60E-09;-6,31E-10;1;1;1;0;0;0;0;0;0;1;1;-0,01369598;0,01292789;0,06230601;0,9978749;2;1;-0,01876151;-0,003644415;-0,001824616;-3,58E-09;-5,74E-09;-7,01E-09;1;1;-3,90E-09;-1,24E-08;-8,59E-09;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,0568;1,792505;3,060227;0,4881861;1,14E-07;2,91E-06;2,64E-07;1;0,3516905;0,04149008;0,5020208;-0,02412082;0,8635229;0;0;0;0;95,80025;91,1087;67,92229;57,67;43,33892;52,57824;62,96663;87,30826;0;1;0,005819944;-0,00169297;-0,006652887;-7,61E-10;-2,19E-08;5,52E-09;1;1;-4,64E-09;-5,61E-08;7,89E-09;1;1;1;0;0;0;0;0;0;1;1;-0,004601045;0,009134038;0,04019979;0,999147;2;1;-0,03457989;-0,01043529;-0,000321867;-1,23E-09;-3,03E-08;7,19E-09;1;1;-1,70E-09;-4,65E-08;1,03E-08;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,1074;1,726087;3,0351;0,4849403;1,16E-07;2,96E-06;2,66E-07;1;0,3516905;0,002740275;0,5088886;-0,001619948;0,8608266;0;0;0;0;99,30517;94,62801;70,76382;60,13918;45,2468;54,72601;65,32067;90,56324;0;1;0,001957754;-0,000470968;-0,002223823;1,27E-09;2,43E-08;1,40E-09;1;1;1,31E-09;4,63E-08;1,88E-09;1;1;1;0;0;0;0;0;0;1;1;-0,004581706;0,007450347;0,02192666;0,9997323;2;1;-0,08157625;-0,03079373;0,000220664;1,11E-09;2,62E-08;3,40E-10;1;1;1,31E-09;4,63E-08;1,88E-09;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,1576;1,651053;3,000136;0,4797011;1,14E-07;2,95E-06;2,71E-07;1;0,3516905;-0,02174979;0,5124256;0,01298426;0,858358;0;0;0;0;89,58246;85,83688;64,80091;55,40384;41,97417;50,18805;59,32784;82,26003;0;1;0,007842069;-0,001783148;-0,008906214;-7,93E-10;-7,55E-09;2,59E-09;1;1;-9,46E-10;1,47E-08;2,59E-09;1;1;1;0;0;0;0;0;0;1;1;-0,00244783;0,002063395;0,001720842;1,000001;2;1;-0,0719525;-0,03193666;0,001001135;-1,20E-09;-7,57E-09;2,87E-09;1;1;-6,65E-10;7,92E-09;7,25E-10;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,2078;1,573996;2,944467;0,4484477;1,16E-07;2,92E-06;2,66E-07;1;0,3516905;-0,03267398;0,5139737;0,01959669;0,8569594;0;0;0;0;89,84508;86,74303;66,28566;57,04835;43,56003;51,35683;59,94865;83,1404;0;1;0,01179638;-0,002510093;-0,013362;7,36E-10;-1,50E-08;-2,88E-09;1;1;-6,02E-10;5,24E-09;-1,63E-09;1;1;1;0;0;0;0;0;0;1;1;-0,000695864;0,000436069;-0,01445365;0,999903;2;1;-0,09950913;-0,0669748;-0,03020434;8,05E-10;-1,64E-08;-1,84E-09;1;1;1,20E-10;-5,07E-09;-1,42E-09;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,2576;1,552364;2,924448;0,4314945;1,17E-07;2,93E-06;2,61E-07;1;0,3516905;-0,03164651;0,5148789;0,0190248;0,8564674;0;0;0;0;96,8772;94,26136;72,83364;62,9115;48,27197;56,20115;64,86169;89,99091;0;1;0,007426803;0,001184826;-0,005780585;1,92E-09;1,99E-08;-4,75E-09;1;1;3,32E-09;6,95E-09;-1,07E-08;1;1;1;0;0;0;0;0;0;1;1;-0,003585397;-0,001055129;-0,0259952;0,9996608;2;1;0;0;0;-1,27E-09;-9,11E-09;-7,44E-10;1;1;4,35E-09;2,81E-08;-1,37E-08;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,3078;1,555153;2,919941;0,4214992;1,19E-07;2,94E-06;2,63E-07;1;0,3516905;-0,02330221;0,5146278;0,01399324;0,8569828;0;0;0;0;100,4735;98,12447;76,18884;65,85427;50,59798;58,52536;67,27695;93,35545;0;1;0,007825023;-0,001637387;-0,008949184;6,92E-10;-1,45E-09;1,21E-09;1;1;4,95E-11;3,96E-08;-1,10E-09;1;1;1;0;0;0;6,60E-10;-1,47E-08;9,74E-10;1;1;-0,003040816;-0,003363881;-0,02102116;0,9997633;2;1;0;0;0;7,09E-10;2,49E-08;-1,22E-10;1;1;-2,55E-10;2,71E-08;-2,81E-09;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,3582;1,560145;2,91822;0,4146442;1,23E-07;3,05E-06;2,64E-07;1;0,3516905;-0,01652662;0,5141916;0,009910502;0,8574588;0;0;0;0;90,5298;88,49567;68,76721;59,38325;45,58743;52,65629;60,51054;83,98153;0;1;0,005864203;-0,001263794;-0,006709237;1,50E-09;4,31E-08;1,25E-09;1;1;0;0;0;1;1;1;0;0;0;1,26E-09;3,89E-08;-7,02E-10;1;1;0;0;0;1;2;1;0;0;0;1,62E-09;3,63E-08;1,25E-10;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,4071;1,565413;2,906932;0,3977768;1,18E-07;3,12E-06;2,56E-07;1;0,3516905;-0,01217963;0,5140423;0,007300021;0,8576473;0;0;0;0;87,23296;85,29369;66,26537;57,14846;43,81157;50,59892;58,17775;80,76389;0;1;0,006075773;-0,0201514;-0,02697188;-1,33E-09;2,06E-08;-2,38E-09;1;1;0;0;0;1;1;1;0;0;0;-1,57E-09;2,72E-08;-1,83E-09;1;1;0;0;0;1;2;1;0;0;0;-2,10E-09;2,23E-08;-3,35E-09;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,4568;1,576866;2,88524;0,3639697;1,15E-07;3,03E-06;2,60E-07;1;0,3516905;-0,009064227;0,5144629;0,005438477;0,8574475;0;0;0;0;100,7422;98,58556;76,58752;65,87952;50,36619;58,11808;66,87346;92,90725;0;1;0,01378826;-0,02461565;-0,03929052;-8,47E-10;-1,37E-08;6,18E-10;1;1;0;0;0;1;1;1;0;0;0;-9,15E-10;-4,09E-08;1,90E-09;1;1;0;0;0;1;2;1;0;0;0;-8,75E-10;-3,53E-08;1,59E-09;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,5071;1,594551;2,866029;0,3265364;1,18E-07;3,00E-06;2,56E-07;1;0,3516905;-0,006590025;0,5155582;0,003965291;0,85682;0;0;0;0;110,998;108,7766;84,49513;72,35252;55,05;63,42292;73,07678;101,655;0;1;0,02160335;-0,01309676;-0,03477497;1,01E-09;-1,58E-08;-7,64E-10;1;1;0;0;0;1;1;1;0;0;0;6,77E-10;-1,58E-08;-1,61E-09;1;1;0;0;0;1;2;1;0;0;0;7,33E-10;-6,68E-09;-2,12E-09;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,557;1,602624;2,852347;0,3026872;1,18E-07;2,84E-06;2,55E-07;1;0,3516905;-0,004616922;0,5170491;0,002788956;0,8559388;0;0;0;0;104,4994;102,5219;79,58307;67,7835;51,28222;59,02119;68,15055;94,91109;0;1;-0,005868067;-0,01692215;-0,015869;8,13E-11;-5,22E-08;-1,89E-10;0,9999999;1;0;0;0;1;1;1;0;0;0;1,67E-10;-5,33E-08;-1,80E-10;0,9999999;1;0;0;0;1;2;1;0;0;0;8,13E-11;-5,22E-08;-1,89E-10;0,9999999;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,6073;1,593876;2,838305;0,2922735;1,18E-07;2,74E-06;2,56E-07;1;0,3516905;-0,002910323;0,518423;0,00176441;0,8551176;0;0;0;0;111,4333;109,4581;84,99113;72,15498;54,40979;62,51098;72,23486;100,6703;0;1;-0,00810188;-0,008009613;-0,003764483;-1,31E-10;-2,25E-08;1,19E-10;1;1;0;0;0;1;1;1;0;0;0;-4,87E-11;-4,12E-08;2,60E-10;1;1;0;0;0;1;2;1;0;0;0;-1,79E-10;-2,97E-08;2,18E-10;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,6578;1,604468;2,833218;0,2759539;1,18E-07;2,74E-06;2,55E-07;1;0,3516905;-0,001521061;0,5196354;0,000925105;0,8543863;0;0;0;0;111,5363;109,709;85,29692;72,35256;54,52465;62,48845;72,14768;100,5854;0;1;0,03294202;-0,005008927;-0,03657357;9,84E-11;-1,88E-09;-6,56E-11;1;1;0;0;0;1;1;1;0;0;0;3,87E-11;-2,15E-09;-1,98E-10;1;1;0;0;0;1;2;1;0;0;0;3,87E-11;-2,15E-09;-1,98E-10;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,7073;1,659319;2,832859;0,2278;1,18E-07;2,67E-06;2,55E-07;1;0,3516905;-0,000434171;0,521652;0,000265468;0,8531582;0;0;0;0;111,7469;109,9201;85,36004;72,13477;54,14296;62,07581;71,83118;100,1757;0;1;0,05684375;0,005406829;-0,04057601;-1,10E-11;-1,91E-08;4,17E-11;1;1;0;0;0;1;1;1;0;0;0;7,76E-12;-2,52E-08;-3,15E-11;1;1;0;0;0;1;2;1;0;0;0;4,59E-11;-2,59E-08;-8,61E-11;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,7569;1,674907;2,835989;0,2201623;1,18E-07;2,73E-06;2,55E-07;1;0,3516905;0,000325544;0,5239308;-0,000200247;0,8517607;0;0;0;0;112,0995;110,1064;85,15015;71,40233;53,13005;61,1456;71,196;99,31694;0;1;-0,004962966;0,002931612;0,01052414;-4,57E-11;2,47E-08;-1,64E-11;0,9999999;1;0;0;0;1;1;1;0;0;0;-2,42E-11;1,17E-08;7,59E-12;0,9999999;1;0;0;0;1;2;1;0;0;0;-4,56E-11;2,53E-08;-1,05E-11;0,9999999;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,8106;1,671837;2,840109;0,232251;1,18E-07;2,73E-06;2,55E-07;1;0,3516905;0,000819899;0,5255736;-0,000506516;0,8507476;0;0;0;0;95,19112;93,40937;72,08685;60,26533;44,68435;51,54429;60,18854;83,96936;0;1;-0,006539122;0,004281557;0,01621188;2,64E-11;-7,82E-11;1,13E-10;1;1;0;0;0;1;1;1;0;0;0;4,41E-11;-8,06E-12;-2,96E-12;1;1;0;0;0;1;2;1;0;0;0;4,09E-11;-3,67E-11;8,40E-11;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,8582;1,66124;2,840181;0,2452958;1,18E-07;2,71E-06;2,55E-07;1;0,3516905;0,001161856;0,5265287;-0,000719574;0,8501562;0;0;0;0;81,48959;79,93436;61,66847;51,59499;38,27919;44,18783;51,5947;71,99459;0;1;-0,01124461;-0,00198997;0,009693952;-6,82E-11;-6,54E-09;-5,14E-12;1;1;0;0;0;1;1;1;0;0;0;-6,82E-11;-6,54E-09;-5,14E-12;1;1;0;0;0;1;2;1;0;0;0;-6,82E-11;-6,54E-09;-5,14E-12;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
580,9068;1,658702;2,84016;0,2483846;1,17E-07;2,66E-06;2,54E-07;1;0,3516905;0,001421796;0,5271088;-0,000881907;0,8497961;0;0;0;0;88,16726;86,49449;66,76508;55,94658;41,57534;47,97408;55,95568;78,09436;0;1;0;0;0;-1,39E-10;-1,22E-08;-2,13E-10;1;1;0;0;0;1;1;1;0;0;0;-1,19E-10;-1,88E-08;-3,63E-10;1;1;0;0;0;1;2;1;0;0;0;-1,19E-10;-1,88E-08;-3,63E-10;1;1;0;0;0;1;3;0;0;0;0;0;0;0;1;1;0;0;0;1
