Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
422.0266,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,395.5941,383.5688,0,1,0,0,0,0.0812446,0.08144306,0.03855574,0.9926124,1,0,0,0,1
422.0763,0,0,0,1.25448E-09,1.311854E-08,-2.913596E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,1.25448E-09,1.311854E-08,-2.913596E-08,1,1,0,0,0,1
422.1258,0,0,0,5.725041E-09,3.179426E-08,-5.951756E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,4.470562E-09,1.867572E-08,-3.03816E-08,1,1,0,0,0,1
422.1762,0,0,0,9.778822E-09,4.175985E-08,-3.940208E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,4.053781E-09,0.00000001,2.011549E-08,1,1,0,0,0,1
422.2258,0,0,0,1.262978E-08,4.627312E-08,-6.428351E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,2.850961E-09,4.51326E-09,-2.488142E-08,1,1,0,0,0,1
422.2761,0,0,0,1.527156E-08,0.000000053,-0.000000104,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1
422.3258,0,0,0,1.770274E-08,5.744056E-08,-9.817488E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,2.431179E-09,4.427972E-09,5.831441E-09,1,1,0,0,0,1
422.3762,0,0,0,2.121059E-08,6.87842E-08,-0.000000076,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1
422.4257,0,0,0,2.632682E-08,8.115122E-08,-5.352574E-08,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,5.116237E-09,1.2367E-08,2.246236E-08,1,1,0,0,0,1
422.4761,0,0,0,3.111905E-08,9.076223E-08,-3.76412E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,4.792228E-09,9.611002E-09,1.588454E-08,1,1,0,0,0,1
422.5265,0,0,0,3.267983E-08,1.037418E-07,-2.60873E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,1.560775E-09,0.000000013,1.155391E-08,1,1,0,0,0,1
422.576,0,0,0,3.422047E-08,1.122527E-07,-2.252244E-08,1,1,0.0710528,0.7416701,-0.07957654,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,1.540638E-09,8.51081E-09,3.564865E-09,1,1,0,0,0,1
422.6297,0,0,0,3.312954E-08,1.244328E-07,-3.893978E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1
422.6761,0,0,0,3.455512E-08,1.285591E-07,-3.50948E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,256.3261,293.9855,0,1,0,0,0,1.425575E-09,4.126297E-09,3.844983E-09,1,1,0,0,0,1
422.726,0,0,0,3.157543E-08,1.303055E-07,-4.286217E-08,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,-0.000000003,1.746428E-09,-7.767367E-09,1,1,0,0,0,1
422.7764,0,0,0,3.18807E-08,1.328944E-07,-3.912521E-08,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,3.052781E-10,2.588896E-09,3.736953E-09,1,1,0,0,0,1
422.8263,0,0,0,3.039598E-08,1.386571E-07,-2.510187E-08,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,-1.484724E-09,5.762715E-09,0.000000014,1,1,0,0,0,1
422.8759,0,0,0,3.365865E-08,1.385934E-07,9.608376E-09,1,1,0.07105277,0.7416701,-0.07957652,0.662227,0,0,0,0,271.4041,311.2788,0,1,0,0,0,3.262673E-09,-6.362125E-11,3.471024E-08,1,1,0,0,0,1
422.9263,0,0,0,3.853556E-08,1.405428E-07,4.594788E-08,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,4.876925E-09,1.949419E-09,3.633951E-08,1,1,0,0,0,1
422.9758,0,0,0,0.000000043,1.40347E-07,8.248917E-08,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,4.464923E-09,-1.958071E-10,3.65413E-08,1,1,0,0,0,1
423.0262,0,0,0,4.80752E-08,1.434563E-07,0.000000129,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,5.074736E-09,3.109267E-09,4.64905E-08,1,1,0,0,0,1
423.0757,0,0,0,5.27853E-08,1.436532E-07,1.652864E-07,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,4.710115E-09,1.968217E-10,3.630678E-08,1,1,0,0,0,1
423.1261,0,0,0,5.781514E-08,1.443408E-07,2.059167E-07,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,0.000000005,6.876706E-10,4.063025E-08,1,1,0,0,0,1
423.1765,0.002534455,0.01849586,0.0003438107,5.823135E-08,1.462528E-07,0.000000206,1,1,0.07093416,0.7416831,-0.07944337,0.6622412,0,0,0,0,281.418,322.7723,0,1,0.005388442,0.03869705,0.00184168,4.162047E-10,1.911963E-09,1.1164E-10,1,1,0,0,0,1
423.2264,0.01478065,0.1027663,0.003994803,5.657569E-08,1.456111E-07,1.958388E-07,1,1,0.07001776,0.7417375,-0.07840378,0.6624016,0,0,0,0,275.7997,316.4649,0,1,0.02004532,0.1367339,0.005202837,-1.655669E-09,-6.417261E-10,-1.018957E-08,0.9999999,1,0,0,0,1
423.2758,0.04784604,0.3291358,0.01083888,5.709469E-08,0.000000139,2.073929E-07,1,1,0.06653165,0.7419456,-0.07445568,0.6629831,0,0,0,0,268.3683,308.4892,0,1,0.03696535,0.2555006,0.002569759,5.189938E-10,-6.648448E-09,1.155407E-08,0.9999998,1,0,0,0,1
423.3262,0.07139741,0.5007588,0.0008287826,0.000000061,1.346941E-07,0.000000205,1,1,0.06089003,0.7424234,-0.06811526,0.6636717,0,0,0,0,273.9464,315.8958,0,1,0.01894009,0.1455305,-0.01464516,3.858004E-09,-4.268576E-09,-2.432043E-09,1,1,0,0,0,1
423.3757,0.08735657,0.6278502,-0.009355656,6.110155E-08,0.000000143,2.163388E-07,1,1,0.05423294,0.7431082,-0.0606755,0.6642044,0,0,0,0,265.7513,307.1953,0,1,0.009959656,0.08332272,-0.007088771,1.488343E-10,8.317416E-09,1.137793E-08,1,1,0,0,0,1
423.4261,0.09063627,0.6544176,-0.01165511,5.719748E-08,1.513054E-07,1.897501E-07,1,1,0.04820728,0.7437193,-0.05394906,0.6645654,0,0,0,0,268.6242,310.9583,0,1,0,0,0,-3.904076E-09,8.293918E-09,-2.658875E-08,1,1,0,0,0,1
423.4762,0.09118749,0.6588827,-0.01204157,5.572458E-08,1.45266E-07,1.903598E-07,1,1,0.0433933,0.7441718,-0.04857372,0.6648052,0,0,0,0,263.187,304.8081,0,1,0,0,0,-1.472903E-09,-0.000000006,6.097549E-10,1,1,0,0,0,1
423.5257,0.09128014,0.6596332,-0.01210653,0.000000053,1.385663E-07,1.866273E-07,1,1,0.03964485,0.7444983,-0.04438649,0.6649665,0,0,0,0,263.0273,304.6589,0,1,0,0,0,-2.728313E-09,-6.699701E-09,-3.732483E-09,1,1,0,0,0,1
423.5761,0.09129571,0.6597593,-0.01211745,5.177658E-08,1.251547E-07,0.000000183,1,1,0.03674185,0.7447351,-0.04114254,0.6650766,0,0,0,0,267.7734,310.1644,0,1,0,0,0,-1.219675E-09,-1.341167E-08,-3.642891E-09,1,1,0,0,0,1
423.6261,0.09129833,0.6597805,-0.01211928,5.151284E-08,1.260689E-07,1.848478E-07,1,1,0.03449591,0.7449087,-0.03863215,0.6651531,0,0,0,0,262.9842,304.6187,0,1,0,0,0,-4.11427E-10,1.942907E-09,0.000000003,1,1,0,0,0,1
423.6757,0.09154767,0.6644561,-0.008357703,5.214178E-08,1.264088E-07,1.837024E-07,1,1,0.0327367,0.7450181,-0.03666311,0.6652309,0,0,0,0,262.9756,304.6109,0,1,0.0006356913,0.01200012,0.008978078,7.766387E-10,-6.888232E-10,-2.252342E-09,1,1,0,0,0,1
423.7261,0.09464018,0.7224638,0.0388943,5.22754E-08,1.455334E-07,1.869469E-07,1,1,0.03088197,0.7447208,-0.03454435,0.6657658,0,0,0,0,267.3839,309.8222,0,1,0.004963101,0.09297544,0.08087291,1.336079E-10,1.912462E-08,3.244522E-09,1,1,0,0,0,1
423.7756,0.09893811,0.807502,0.1201892,5.183689E-08,0.000000149,1.785901E-07,1,1,0.02827464,0.7433986,-0.03148923,0.6675085,0,0,0,0,260.7383,302.6519,0,1,0.00381118,0.08091293,0.07799955,-4.385181E-10,3.471964E-09,-8.356844E-09,1,1,0,0,0,1
423.826,0.1017726,0.8781075,0.1688044,5.165473E-08,1.58468E-07,0.000000168,1,1,0.02514107,0.7414697,-0.02782549,0.6699376,0,0,0,0,262.8369,305.8486,0,1,0.001954484,0.05690279,0.02713489,-1.821547E-10,9.462608E-09,-1.054812E-08,1,1,0,0,0,1
423.8764,0.1029914,0.9208765,0.1925689,0.000000052,0.000000156,1.819473E-07,1,1,0.02191712,0.7395241,-0.02410716,0.6723412,0,0,0,0,260.8755,304.1399,0,1,0.0006785062,0.03293443,0.01810663,3.538163E-10,-2.428099E-09,1.390533E-08,1,1,0,0,0,1
423.9259,0.103428,0.9419748,0.2020818,5.224906E-08,0.00000015,1.86473E-07,1,1,0.01896319,0.7377802,-0.02074364,0.6744558,0,0,0,0,255.1451,297.7776,0,1,0.0002000224,0.01198794,0.003034131,2.405344E-10,-0.000000006,4.525668E-09,1,1,0,0,0,1
423.9763,0.1035227,0.9465701,0.203683,5.270303E-08,1.455619E-07,1.865797E-07,1,1,0.01651544,0.7363666,-0.01798649,0.676142,0,0,0,0,259.2915,302.7648,0,1,0,0,0,4.539745E-10,-4.469444E-09,1.067294E-10,1,1,0,0,0,1
424.0258,0.1035386,0.9473425,0.2039521,5.249013E-08,0.000000142,1.866494E-07,1,1,0.01458665,0.7352554,-0.01583134,0.6774482,0,0,0,0,254.5164,297.2328,0,1,0,0,0,-2.128899E-10,-3.5973E-09,6.965234E-11,1,1,0,0,0,1
424.0762,0.1035413,0.9474723,0.2039974,5.270743E-08,1.322031E-07,1.916655E-07,1,1,0.01308481,0.7343889,-0.01416356,0.678455,0,0,0,0,259.1081,302.606,0,1,0,0,0,2.173006E-10,-9.761536E-09,0.000000005,1,1,0,0,0,1
424.1257,0.1028273,0.9512928,0.2140408,5.265743E-08,1.391576E-07,1.944741E-07,1,1,0.01189943,0.733674,-0.01285237,0.6792758,0,0,0,0,254.4685,297.1912,0,1,-0.002143797,0.009083551,0.02989902,-5.000256E-11,0.000000007,2.808594E-09,1,1,0,0,0,1
424.1865,0.08904036,0.9631163,0.3839013,5.287862E-08,1.390514E-07,1.938672E-07,1,1,0.01083995,0.7315171,-0.01163318,0.6816377,0,0,0,0,207.5066,242.5846,0,1,-0.02266249,0.008722763,0.2690316,2.21184E-10,-1.061577E-10,-6.069112E-10,1,1,0,0,0,1
424.236,0.06612334,0.9740306,0.6222432,0.000000053,1.446331E-07,1.94466E-07,1,1,0.009949885,0.7265655,-0.01052377,0.6869445,0,0,0,0,251.0829,294.4282,0,1,-0.02630309,0.01746324,0.2506558,8.521349E-11,5.581693E-09,5.98912E-10,1,1,0,0,0,1
424.2864,0.04515398,0.972708,0.8017265,5.312554E-08,1.480836E-07,1.938068E-07,1,1,0.009191443,0.7193325,-0.009519543,0.69454,0,0,0,0,252.2238,297.0536,0,1,-0.01555309,-0.01531018,0.1128894,1.617171E-10,3.450528E-09,-6.591623E-10,1,1,0,0,0,1
