Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
2285.542,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,4538.615,0,1,0,0,0,-2.74335E-07,-9.814931E-08,-0.000002976,1,1,0,0,0,1,1,1,0.3840108,-0.08210222,0.1541684,-2.662812E-07,-8.92285E-08,-2.896658E-06,1,1,0,0,0,1,2,1,0,0,0,-2.666776E-07,-9.540864E-08,-0.000002893,1,1,0,0,0,1,3,1,0.03666386,0.02165808,-0.00197863,-2.631969E-07,-9.416289E-08,-2.85523E-06,1,1,0,0,0,1
2285.592,0,0,0,5.641413E-09,5.979867E-08,-1.22899E-07,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,117.1397,0,1,0,0,0,1.25448E-09,1.311854E-08,-2.913596E-08,1,1,0,0,0,1,1,1,0,0,0,1.744738E-09,1.528834E-08,-0.000000032,1,1,0,0,0,1,2,1,0,0,0,1.25448E-09,1.311854E-08,-2.913596E-08,1,1,0,0,0,1,3,1,0,0,0,1.387716E-09,1.827325E-08,-3.259104E-08,1,1,0,0,0,1
2285.642,0,0,0,2.191523E-08,1.23262E-07,-2.425422E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,117.1397,0,1,0,0,0,4.057142E-09,1.611329E-08,-2.728359E-08,1,1,0,0,0,1,1,1,0,0,0,4.470562E-09,1.867572E-08,-3.03816E-08,1,1,0,0,0,1,2,1,0,0,0,4.057142E-09,1.611329E-08,-2.728359E-08,1,1,0,0,0,1,3,1,0,0,0,3.688979E-09,1.256106E-08,-3.469437E-08,1,1,0,0,0,1
2285.692,0,0,0,3.708635E-08,1.604034E-07,-1.624081E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,117.1397,0,1,0,0,0,3.692481E-09,9.142374E-09,2.232761E-08,1,1,0,0,0,1,1,1,0,0,0,0.000000004,9.333023E-09,1.92498E-08,1,1,0,0,0,1,2,1,0,0,0,0.000000004,9.333023E-09,1.92498E-08,1,1,0,0,0,1,3,1,0,0,0,3.490923E-09,9.333023E-09,1.93069E-08,1,1,0,0,0,1
2285.742,0,0,0,4.828595E-08,1.772125E-07,-2.655507E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,117.1397,0,1,0,0,0,3.139424E-09,5.062335E-09,-2.840579E-08,1,1,0,0,0,1,1,1,0,0,0,2.649583E-09,4.814368E-09,-1.776113E-08,1,1,0,0,0,1,2,1,0,0,0,2.850961E-09,4.51326E-09,-2.488142E-08,1,1,0,0,0,1,3,1,0,0,0,2.559638E-09,2.419161E-09,-3.209426E-08,1,1,0,0,0,1
2285.792,0,0,0,5.688743E-08,2.125046E-07,-4.114462E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,132.4188,0,1,0,0,0,2.149975E-09,1.02408E-08,-3.635758E-08,1,1,0,0,0,1,1,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,2,1,0,0,0,2.149975E-09,1.02408E-08,-3.635758E-08,1,1,0,0,0,1,3,1,0,0,0,1.659717E-09,8.070999E-09,-3.34575E-08,1,1,0,0,0,1
2285.842,0,0,0,0.000000069,2.346445E-07,-3.82289E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,127.3258,0,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,1,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,2,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1,3,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1
2285.893,0,0,0,8.323322E-08,2.812064E-07,-2.88507E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,132.4188,0,1,0,0,0,3.709409E-09,1.115298E-08,2.520748E-08,1,1,0,0,0,1,1,1,0,0,0,3.447935E-09,1.071106E-08,2.132108E-08,1,1,0,0,0,1,2,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,3,1,0,0,0,3.524778E-09,1.335424E-08,2.506664E-08,1,1,0,0,0,1
2285.942,0,0,0,1.017001E-07,3.258471E-07,-1.932024E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,127.3258,0,1,0,0,0,5.37771E-09,1.280892E-08,2.634877E-08,1,1,0,0,0,1,1,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1,2,1,0,0,0,4.16981E-09,9.729489E-09,2.175579E-08,1,1,0,0,0,1,3,1,0,0,0,4.16981E-09,9.729489E-09,2.175579E-08,1,1,0,0,0,1
2285.993,0,0,0,1.220799E-07,3.654312E-07,-1.279202E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,132.4188,0,1,0,0,0,5.40524E-09,1.013641E-08,1.676738E-08,1,1,0,0,0,1,1,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1,2,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1,3,1,0,0,0,4.130259E-09,5.153534E-09,9.220281E-09,1,1,0,0,0,1
