Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
43.89397,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,10.052,11.52885,0,1,0,0,0,-8.755715E-12,8.100879E-11,-1.115835E-11,0.03125,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1
43.94263,0,0,0,0.000000004,2.707536E-08,-6.743733E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,175.91,201.7547,0,1,0,0,0,2.236544E-09,1.178701E-08,-3.540127E-08,1,1,0,0,0,1,1,1,0,0,0,0.000000002,1.269606E-08,-3.167896E-08,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1
43.99249,0,0,0,1.68005E-08,5.975128E-08,-1.523144E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,211.0921,242.1057,0,1,0,0,0,0.000000004,1.650592E-08,-2.748153E-08,1,1,0,0,0,1,1,1,0,0,0,3.400517E-09,1.386274E-08,-3.116999E-08,1,1,0,0,0,1,2,1,0,0,0,5.438404E-09,2.307275E-09,-2.622549E-08,1,1,0,0,0,1
44.04232,0,0,0,2.612754E-08,8.560139E-08,-1.038408E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,0.000000004,9.333023E-09,1.92498E-08,1,1,0,0,0,1,1,1,0,0,0,3.792308E-09,9.523673E-09,1.622908E-08,1,1,0,0,0,1,2,1,0,0,0,1.540875E-09,0.000000007,0.000000013,1,1,0,0,0,1
44.09222,0,0,0,2.96946E-08,0.00000009,-1.296488E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,1.097931E-09,2.144839E-11,-1.473128E-08,1,1,0,0,0,1,1,1,0,0,0,2.469125E-09,4.398748E-09,-1.107667E-08,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1
44.1423,0,0,0,3.194335E-08,0.000000154,-2.445427E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,2.698276E-09,0.000000006,-4.848082E-08,1,1,0,0,0,1,1,1,0,0,0,1.659717E-09,8.070999E-09,-3.34575E-08,1,1,0,0,0,1,2,1,0,0,0,-2.109265E-09,4.989704E-08,-0.000000033,1,1,0,0,0,1
44.19194,0,0,0,3.861411E-08,0.000000166,-2.287227E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,1.86832E-09,3.795404E-09,0.000000005,1,1,0,0,0,1,1,1,0,0,0,2.934122E-09,4.427972E-09,5.774337E-09,1,1,0,0,0,1,2,1,0,0,0,1.86832E-09,3.795404E-09,0.000000005,1,1,0,0,0,1
44.24231,0,0,0,4.867761E-08,1.966097E-07,-1.867435E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,211.0921,242.1057,0,1,0,0,0,4.187463E-09,1.43681E-08,1.97767E-08,1,1,0,0,0,1,1,1,0,0,0,4.187463E-09,1.43681E-08,1.97767E-08,1,1,0,0,0,1,2,1,0,0,0,1.688574E-09,1.897702E-09,2.42577E-09,1,1,0,0,0,1
44.29237,0,0,0,6.887196E-08,2.540635E-07,-9.260675E-08,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,4.524868E-09,9.920138E-09,1.867188E-08,1,1,0,0,0,1,1,1,0,0,0,6.207646E-09,8.383743E-09,1.48171E-08,1,1,0,0,0,1,2,1,0,0,0,9.461899E-09,3.914976E-08,6.064772E-08,1,1,0,0,0,1
44.34256,0,0,0,8.506602E-08,2.863943E-07,-3.939696E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,0.000000006,1.258327E-08,2.055786E-08,1,1,0,0,0,1,1,1,0,0,0,5.40524E-09,1.013641E-08,1.676738E-08,1,1,0,0,0,1,2,1,0,0,0,4.792228E-09,9.611002E-09,1.588454E-08,1,1,0,0,0,1
