Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
318.1432,0,0,0,0,0,0,1,1,0.05732334,0.7368126,-0.06297264,0.6707128,0,0,0,0,6395.357,6304.785,6092.444,6037.863,6465.844,6353.397,6363.61,5237.285,0,1,0.7449657,-0.06994207,0.1271878,-3.477707E-07,-1.204574E-07,-3.306201E-07,1,1,0,0,0,1,1,1,0,0,0,-3.224881E-07,-1.117262E-07,-3.062642E-07,1,1,0,0,0,1,2,1,0.008817657,0.1864225,0.06056583,-3.187763E-07,-1.102658E-07,-3.048906E-07,1,0.9962676,0,0,0,1
318.1935,0,0,0,2.166306E-09,-3.677813E-08,5.421672E-08,1,1,0.05732334,0.7368127,-0.06297264,0.6707128,0,0,0,0,122.8797,147.4857,143.0028,136.9141,124.7042,115.9231,109.0763,124.8622,0,1,0,0,0,6.212734E-10,-1.05952E-08,1.747103E-08,1,1,0,0,0,1,1,1,0,0,0,6.780796E-10,-1.173944E-08,0.00000002,1,1,0,0,0,1,2,1,0,0,0,8.66955E-10,-1.444349E-08,1.678884E-08,1,1,0,0,0,1
318.2442,0,0,0,5.832683E-09,-5.173665E-08,1.468558E-08,1,1,0.05732334,0.7368126,-0.06297264,0.6707129,0,0,0,0,122.8797,147.4857,143.0028,136.9141,124.7042,115.9231,109.0763,124.8622,0,1,0,0,0,1.131827E-09,-4.466124E-09,-1.145658E-08,1,1,0,0,0,1,1,1,0,0,0,1.242643E-09,-5.788101E-09,-1.491005E-08,1,1,0,0,0,1,2,1,0,0,0,1.291903E-09,-4.704323E-09,-1.316455E-08,1,1,0,0,0,1
318.2926,0,0,0,0.00000001,-6.107032E-08,-2.585532E-08,1,1,0.05732333,0.7368127,-0.06297264,0.6707128,0,0,0,0,118.3286,142.0233,137.7064,131.8432,120.0856,111.6296,105.0364,120.2377,0,1,0,0,0,1.337318E-09,-2.226286E-09,-1.672729E-08,1,1,0,0,0,1,1,1,0,0,0,1.402211E-09,-3.396347E-09,-0.000000012,1,1,0,0,0,1,2,1,0,0,0,1.418333E-09,-3.711034E-09,-1.182117E-08,1,1,0,0,0,1
318.3437,0,0,0,1.321807E-08,-7.708506E-08,-4.833181E-08,1,1,0.05732332,0.7368126,-0.06297261,0.6707129,0,0,0,0,131.9819,158.4106,153.5956,147.0559,133.9416,124.51,117.156,134.1113,0,1,0,0,0,1.218073E-09,-0.000000005,-5.283501E-09,1,1,0,0,0,1,1,1,0,0,0,0.000000001,-6.673185E-09,-1.221751E-08,1,1,0,0,0,1,2,1,0,0,0,0.000000001,-4.30506E-09,-0.000000005,1,1,0,0,0,1
318.3927,0,0,0,1.372824E-08,-3.984041E-08,-1.269135E-07,1,1,0.0573233,0.7368126,-0.0629726,0.6707128,0,0,0,0,131.9819,158.4106,153.5956,147.0559,133.9416,124.51,117.156,134.1113,0,1,0,0,0,-8.665901E-11,1.394036E-08,-2.687234E-08,1,1,0,0,0,1,1,1,0,0,0,2.638066E-10,0.00000001,-2.426015E-08,1,1,0,0,0,1,2,1,0,0,0,3.330232E-10,1.327806E-08,-2.744917E-08,1,1,0,0,0,1
318.4438,0,0,0,1.558112E-08,1.909581E-08,-2.154383E-07,1,1,0.0573233,0.7368126,-0.06297259,0.6707128,0,0,0,0,136.533,163.873,158.892,152.1268,138.5603,128.8034,121.1959,138.7358,0,1,0,0,0,5.758882E-10,1.834697E-08,-2.720448E-08,1,1,0,0,0,1,1,1,0,0,0,6.009782E-10,1.891179E-08,-3.088077E-08,1,1,0,0,0,1,2,1,0,0,0,6.76012E-10,2.167747E-08,-3.04396E-08,1,1,0,0,0,1
318.493,0,0,0,1.427708E-08,5.390624E-08,-0.000000254,1,1,0.05732327,0.7368125,-0.06297256,0.6707129,0,0,0,0,131.9819,158.4106,153.5956,147.0559,133.9416,124.51,117.156,134.1113,0,1,0,0,0,-9.839973E-11,1.105205E-08,-1.6615E-08,1,1,0,0,0,1,1,1,0,0,0,-7.112275E-10,1.274802E-08,-1.238586E-08,1,1,0,0,0,1,2,1,0,0,0,-4.94424E-10,0.000000011,-9.516437E-09,1,1,0,0,0,1
318.5439,0,0,0,5.448537E-09,6.979372E-08,-3.334024E-07,1,1,0.05732327,0.7368126,-0.06297256,0.6707129,0,0,0,0,136.533,163.873,158.892,152.1268,138.5603,128.8034,121.1959,138.7358,0,1,0,0,0,-0.000000003,6.318317E-09,-2.640192E-08,1,1,0,0,0,1,1,1,0,0,0,-2.90092E-09,3.250873E-09,-2.66428E-08,1,1,0,0,0,1,2,1,0,0,0,-0.000000003,6.318317E-09,-2.640192E-08,1,1,0,0,0,1
318.5932,0,0,0,-1.113699E-10,0.000000065,-4.444325E-07,1,1,0.05732325,0.7368126,-0.06297253,0.6707129,0,0,0,0,131.9819,158.4106,153.5957,147.0559,133.9416,124.51,117.156,134.1113,0,1,0,0,0,-2.219758E-09,2.756447E-10,-3.55392E-08,1,1,0,0,0,1,1,1,0,0,0,-1.144351E-09,-2.575212E-09,-0.000000036,1,1,0,0,0,1,2,1,0,0,0,-2.195808E-09,-2.449916E-09,-3.951277E-08,1,1,0,0,0,1
