1,3,23-Task0
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
71.89469,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,143.3817,164.8836,406.5527,0,1,0,0,0,1.282444E-08,2.259072E-09,1.035721E-07,1,1,0,0,0,1
71.94416,0,0,0,1.331319E-09,1.272591E-08,-2.893801E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,264.746,303.9403,745.0829,0,1,0,0,0,1.331319E-09,1.272591E-08,-2.893801E-08,1,1,0,0,0,1
71.99456,0,0,0,5.210957E-09,2.361433E-08,-6.315501E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,281.4513,322.8032,788.5807,0,1,0,0,0,3.879638E-09,1.088842E-08,-3.4217E-08,1,1,0,0,0,1
72.04495,0,0,0,9.003265E-09,3.3138E-08,-4.692593E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,281.4561,322.8077,788.5845,0,1,0,0,0,3.792308E-09,9.523673E-09,1.622908E-08,1,1,0,0,0,1
72.09446,0,0,0,1.101756E-08,3.690693E-08,-6.126471E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,774.5027,0,1,0,0,0,2.014296E-09,3.768929E-09,-1.433877E-08,1,1,0,0,0,1
72.14485,0,0,0,1.267728E-08,4.497793E-08,-9.47222E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,281.4561,322.8077,788.5845,0,1,0,0,0,1.659717E-09,8.070999E-09,-3.34575E-08,1,1,0,0,0,1
72.19434,0,0,0,1.573123E-08,5.067103E-08,-8.721646E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,774.5027,0,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1
72.24422,0,0,0,1.917916E-08,6.138211E-08,-6.589539E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,271.4041,311.2788,760.4208,0,1,0,0,0,3.447935E-09,1.071106E-08,2.132108E-08,1,1,0,0,0,1
72.29458,0,0,0,2.392876E-08,7.37548E-08,-4.045114E-08,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,281.4561,322.8077,788.5845,0,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1
72.34502,0,0,0,2.935093E-08,8.590183E-08,-2.080388E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,281.4561,322.8077,788.5845,0,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1
72.39449,0,0,0,3.065023E-08,9.843952E-08,-1.313638E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,774.5027,0,1,0,0,0,1.299302E-09,1.253769E-08,7.667505E-09,1,1,0,0,0,1
72.44487,0,0,0,3.057297E-08,1.057154E-07,-2.08474E-08,1,1,0.0710528,0.7416701,-0.07957654,0.662227,0,0,0,0,281.4561,322.8077,788.5845,0,1,0,0,0,-7.725803E-11,7.275926E-09,-7.711018E-09,1,1,0,0,0,1
72.49436,0,0,0,2.948205E-08,1.178956E-07,-3.726474E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,774.5027,0,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1
72.5445,0,0,0,3.197604E-08,1.218076E-07,-2.875256E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,276.4301,317.0433,774.5027,0,1,0,0,0,2.493993E-09,3.911982E-09,8.512179E-09,1,1,0,0,0,1
72.5949,0,0,0,2.94016E-08,1.229214E-07,-3.280983E-08,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,281.4561,322.8077,788.5845,0,1,0,0,0,-2.574443E-09,1.113861E-09,-4.057265E-09,1,1,0,0,0,1
72.6448,0,0,0,2.952387E-08,1.253355E-07,-2.761178E-08,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,256.3261,293.9855,718.1753,0,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1
72.69435,0,0,0,2.818968E-08,1.298059E-07,-1.522424E-08,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,271.4041,311.2788,760.4208,0,1,0,0,0,-1.334188E-09,4.470357E-09,1.238754E-08,1,1,0,0,0,1
