Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
64.92549,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,9978.608,0,1,0.1449372,0.1434278,0.04995942,-1.614633E-07,3.833736E-07,4.019908E-08,1,1,0,0,0,1,1,1,0,0,0,-1.601673E-07,3.753885E-07,3.594525E-08,1,1,0,0,0,1
64.97523,0,0,0,4.192905E-09,2.616631E-08,-7.115965E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,259.7446,0,1,0,0,0,2.236544E-09,1.178701E-08,-3.540127E-08,1,1,0,0,0,1,1,1,0,0,0,2.236544E-09,1.178701E-08,-3.540127E-08,1,1,0,0,0,1
65.0257,0,0,0,1.263263E-08,5.620382E-08,-1.291697E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,4.459424E-09,1.353159E-08,-3.052854E-08,1,1,0,0,0,1,1,1,0,0,0,0.000000004,1.650592E-08,-2.748153E-08,1,1,0,0,0,1
65.07553,0,0,0,0.000000019,7.021609E-08,-9.71243E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,275.0237,0,1,0,0,0,2.911137E-09,6.689847E-09,1.561843E-08,1,1,0,0,0,1,1,1,0,0,0,3.473996E-09,7.322415E-09,1.642703E-08,1,1,0,0,0,1
65.12502,0,0,0,2.393852E-08,7.690056E-08,-1.434554E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,2.649583E-09,4.814368E-09,-1.776113E-08,1,1,0,0,0,1,1,1,0,0,0,2.271176E-09,1.870085E-09,-2.856989E-08,1,1,0,0,0,1
65.17544,0,0,0,2.831687E-08,9.131841E-08,-2.164378E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,0.000000002,5.086089E-09,-3.290249E-08,1,1,0,0,0,1,1,1,0,0,0,2.361598E-09,9.331751E-09,-4.007989E-08,1,1,0,0,0,1
65.22493,0,0,0,3.48678E-08,1.020721E-07,-2.023491E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,3.556895E-09,5.693106E-09,7.44862E-09,1,1,0,0,0,1,1,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1
65.27551,0,0,0,4.240336E-08,1.2677E-07,-1.551528E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,1,1,0,0,0,0.000000004,1.335424E-08,0.000000025,1,1,0,0,0,1
65.32504,0,0,0,5.164107E-08,1.510734E-07,-1.081507E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,244.4655,0,1,0,0,0,4.488123E-09,1.193075E-08,2.155785E-08,1,1,0,0,0,1,1,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1
65.37547,0,0,0,6.121042E-08,1.703847E-07,-7.640333E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,285.2097,0,1,0,0,0,4.8308E-09,9.700158E-09,1.585677E-08,1,1,0,0,0,1,1,1,0,0,0,4.738555E-09,9.611002E-09,1.589064E-08,1,1,0,0,0,1
