Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
353.2041,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,7889.569,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.1995008,0.1041661,0.007364813,2.792604E-08,-4.008869E-07,1.647665E-07,1,1,0,0,0,1
353.2543,0,0,0,0.000000002,2.419107E-08,-5.125365E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,259.7446,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,6.294376E-10,1.146516E-08,-2.231563E-08,1,1,0,0,0,1
353.3044,0,0,0,9.418418E-09,5.41671E-08,-1.097072E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,269.9307,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,3.400517E-09,1.386274E-08,-3.116999E-08,1,1,0,0,0,1
353.3539,0,0,0,1.640026E-08,7.283316E-08,-7.109344E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,280.1167,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,3.490923E-09,9.333023E-09,1.93069E-08,1,1,0,0,0,1
353.4043,0,0,0,2.126266E-08,7.957034E-08,-1.210509E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2.348015E-09,3.328211E-09,-2.837194E-08,1,1,0,0,0,1
353.454,0,0,0,2.564101E-08,0.000000094,-0.000000194,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,249.5586,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1
353.5045,0,0,0,3.219194E-08,1.047418E-07,-1.799446E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1
353.5541,0,0,0,3.916465E-08,1.288072E-07,-1.335569E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2.944993E-09,1.071106E-08,2.137818E-08,1,1,0,0,0,1
353.6046,0,0,0,4.871216E-08,1.513457E-07,-8.545239E-08,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,285.2096,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,4.16981E-09,9.729489E-09,2.175579E-08,1,1,0,0,0,1
353.654,0,0,0,5.887288E-08,1.731038E-07,-4.991451E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,280.1167,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1
