1,8,21-Task4
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
822.9869,0,0,0,0,0,0,1,1,0.05732334,0.7368126,-0.06297264,0.6707128,0,0,0,0,10974.76,10902.85,10219.53,9751.654,10219.94,10021.06,10110.29,8358.184,0,1,0.9479109,0.04193428,-0.4301321,-2.638478E-09,1.224512E-06,2.628538E-06,1,1,0,0,0,1
823.0366,0,0,0,5.634928E-10,-8.130513E-09,-1.550506E-10,1,1,0.05732334,0.7368127,-0.06297264,0.6707128,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,5.634928E-10,-8.130512E-09,-1.55052E-10,1,1,0,0,0,1
823.087,0,0,0,1.806136E-09,-1.391861E-08,-1.50651E-08,1,1,0.05732334,0.7368126,-0.06297264,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,1.242643E-09,-5.788101E-09,-1.491005E-08,1,1,0,0,0,1
823.1365,0,0,0,3.159089E-09,-1.839874E-08,-2.880304E-08,1,1,0.05732333,0.7368127,-0.06297264,0.6707128,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,1.352951E-09,-4.480126E-09,-1.373794E-08,1,1,0,0,0,1
823.1869,0,0,0,3.965027E-09,-2.483372E-08,-3.931259E-08,1,1,0.05732332,0.7368126,-0.06297261,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,8.059387E-10,-6.434986E-09,-1.050954E-08,1,1,0,0,0,1
823.2364,0,0,0,3.979082E-09,-1.09316E-08,-7.042189E-08,1,1,0.0573233,0.7368126,-0.0629726,0.6707128,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,1.405453E-11,1.390212E-08,-3.110931E-08,1,1,0,0,0,1
823.2868,0,0,0,4.630003E-09,1.018105E-08,-9.718519E-08,1,1,0.0573233,0.7368126,-0.06297259,0.6707128,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,6.509221E-10,2.111265E-08,-2.676331E-08,1,1,0,0,0,1
823.3363,0,0,0,4.046623E-09,2.371048E-08,-1.133596E-07,1,1,0.05732327,0.7368125,-0.06297256,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,-5.833801E-10,1.352942E-08,-1.617445E-08,1,1,0,0,0,1
823.3867,0,0,0,1.900247E-09,2.835035E-08,-1.369649E-07,1,1,0.05732327,0.7368126,-0.06297256,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,-2.146377E-09,4.639879E-09,-2.360526E-08,1,1,0,0,0,1
823.4362,0,0,0,-6.154056E-11,2.745358E-08,-1.757396E-07,1,1,0.05732325,0.7368126,-0.06297253,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,-1.961789E-09,-8.967737E-10,-3.877467E-08,1,1,0,0,0,1
823.4866,0,0,0,-5.976561E-09,2.560524E-08,-2.301828E-07,1,1,0.05732324,0.7368126,-0.06297252,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,-5.915025E-09,-1.848331E-09,-5.444314E-08,1,1,0,0,0,1
823.537,0,0,0,-1.110341E-08,2.06182E-08,-2.712587E-07,1,1,0.05732323,0.7368126,-0.06297251,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,-5.126856E-09,-4.987029E-09,-4.107593E-08,1,1,0,0,0,1
823.5865,0,0,0,-1.460233E-08,1.576971E-08,-3.096273E-07,1,1,0.05732323,0.7368126,-0.06297251,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,-3.498923E-09,-4.84848E-09,-3.836865E-08,1,1,0,0,0,1
823.637,0,0,0,-1.751032E-08,2.933412E-09,-3.441268E-07,1,1,0.05732322,0.7368126,-0.0629725,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,-2.908002E-09,-1.28363E-08,-3.449953E-08,1,1,0,0,0,1
823.6863,0,0,0,-2.074727E-08,-1.166452E-08,-3.832437E-07,1,1,0.05732322,0.7368126,-0.0629725,0.6707129,0,0,0,0,245.7594,294.9714,286.0056,273.8282,249.4087,231.846,218.1524,249.7244,0,1,0,0,0,-3.236963E-09,-1.459794E-08,-3.911692E-08,1,1,0,0,0,1
823.7367,0,0,0,-2.313232E-08,-3.363525E-08,-4.290667E-07,1,1,0.05732321,0.7368126,-0.06297249,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.6461,240.4329,226.2321,258.9735,0,1,0,0,0,-2.385056E-09,-2.197073E-08,-4.582295E-08,1,1,0,0,0,1
