Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
802.5819,0,0,0,0,0,0,1,1,0.05732334,0.7368126,-0.06297264,0.6707128,0,0,0,0,10638.99,10089.61,9361.433,9097.278,9785.62,9729.168,10042.99,8471.396,0,1,0.3574917,0.05074359,-0.1905355,-1.87091E-07,0.000000468,6.173024E-07,1,1,0,0,0,1
802.6317,0,0,0,5.094833E-10,-0.000000008,5.784218E-09,1,1,0.05732334,0.7368127,-0.06297264,0.6707128,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,5.094833E-10,-0.000000008,5.784216E-09,1,1,0,0,0,1
802.6812,0,0,0,0.000000002,-1.283388E-08,-1.302107E-09,1,1,0.05732334,0.7368126,-0.06297264,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,1.483225E-09,-4.881094E-09,-7.086328E-09,1,1,0,0,0,1
802.7316,0.0002556843,-5.641861E-06,0.001508474,0.000000004,-0.000000018,-1.71506E-08,1,1,0.05732412,0.7368032,-0.06297173,0.6707231,0,0,0,0,254.8593,305.8942,296.5969,283.9687,258.645,240.4319,226.2308,258.9723,0,1,0.0005013418,-1.106247E-05,0.002957792,0.000000002,-5.216104E-09,-1.584849E-08,1,1,0,0,0,1
802.7811,-0.001461476,-0.007297058,0.003014975,5.77852E-09,-1.2564E-08,-2.385124E-08,1,1,0.05737215,0.7367591,-0.06301693,0.6707633,0,0,0,0,250.2596,300.3921,291.2748,278.8815,254.0184,236.1264,222.1698,254.3297,0,1,-0.004588416,-0.01739045,0.0007201155,1.810761E-09,5.48598E-09,-6.700635E-09,1,1,0,0,0,1
802.8315,-0.01216627,-0.05447598,0.0151979,6.538843E-09,-1.388776E-08,-2.348012E-08,1,1,0.05799239,0.7365612,-0.0636714,0.6708655,0,0,0,0,254.9903,306.1817,297.025,284.4575,259.2045,240.9305,226.6302,259.2866,0,1,-0.01199447,-0.05509705,0.01715142,7.603233E-10,-1.323756E-09,3.711209E-10,1,1,0,0,0,1
802.8818,-0.02011384,-0.09624694,0.03502106,5.915799E-09,-1.062989E-08,-1.655654E-08,1,1,0.05921439,0.7360778,-0.06494116,0.6711675,0,0,0,0,255.4312,307.0582,298.2904,285.8854,260.8261,242.3834,227.8105,260.2189,0,1,-0.006429532,-0.03767169,0.02239185,-6.230431E-10,3.257869E-09,6.923575E-09,1,1,0,0,0,1
802.9314,-0.02661417,-0.1379791,0.06566697,2.811593E-09,-1.349513E-08,-6.314591E-09,1,1,0.06082372,0.7352362,-0.06656849,0.6717864,0,0,0,0,251.006,302.1819,294.0321,282.0638,257.6925,239.3939,224.7661,256.3761,0,1,-0.006437187,-0.04331965,0.03458132,-3.104208E-09,-2.865235E-09,1.024195E-08,1,1,0,0,0,1
802.9818,-0.03006258,-0.1648385,0.09079442,5.154438E-09,-9.294219E-09,1.592423E-08,1,1,0.06264693,0.7340759,-0.06836202,0.6727069,0,0,0,0,255.3434,307.9522,300.1955,288.2839,263.7618,244.9299,229.6763,261.6809,0,1,-0.001864288,-0.0172734,0.01860521,2.342846E-09,4.200907E-09,2.223882E-08,1,1,0,0,0,1
803.0313,-0.03068651,-0.1697675,0.09546429,5.302402E-09,7.31642E-09,2.954762E-08,1,1,0.06423547,0.7330043,-0.06990382,0.6735666,0,0,0,0,250.5098,302.5015,295.2477,283.7418,259.8578,241.2332,226.0137,257.3493,0,1,0,0,0,1.479638E-10,1.661064E-08,1.362339E-08,1,1,0,0,0,1
