Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
641.4985,0.2446631,0.03976379,-0.05061993,3.476834E-08,1.39646E-07,6.363464E-08,1,1,0.06998017,0.7420735,-0.07844184,0.6620247,0,0,0,0,278.0732,319.2274,0,1,0.2436179,0.04222507,-0.04875539,-1.284308E-09,-4.795574E-09,1.202309E-09,1,1,0,0,0,1
641.548,0.5271051,0.09409793,-0.0850338,3.475284E-08,1.43087E-07,6.886722E-08,1,1,0.06782705,0.7426444,-0.0761033,0.6618815,0,0,0,0,265.2943,305.2556,0,1,0.3038554,0.06085909,-0.02712961,-1.550026E-11,3.440974E-09,5.232574E-09,1,1,0,0,0,1
641.5984,0.7592078,0.1433481,-0.09529418,3.612057E-08,1.485581E-07,8.512687E-08,1,1,0.06471933,0.7430758,-0.07263481,0.6620981,0,0,0,0,258.2375,298.2409,0,1,0.1969902,0.04376619,-0.0006485227,1.367731E-09,5.471076E-09,1.625965E-08,1,1,0,0,0,1
641.6479,0.8900976,0.1738795,-0.08512615,3.736747E-08,0.00000014,1.131284E-07,1,1,0.06147124,0.7431681,-0.06893544,0.6626993,0,0,0,0,243.3932,282.0996,0,1,0.09812166,0.02448174,0.01685505,1.246901E-09,-8.579589E-09,0.000000028,1,1,0,0,0,1
641.6983,1.000525,0.2029537,-0.07202017,3.709464E-08,1.463028E-07,9.415042E-08,1,1,0.05837892,0.7429205,-0.06535515,0.6636187,0,0,0,0,240.5346,279.5726,0,1,0.1082398,0.02980009,0.01222785,-2.728433E-10,6.324291E-09,-0.000000019,1,1,0,0,0,1
641.7587,1.11459,0.2362315,-0.05271238,0.000000034,1.347103E-07,0.000000058,1,1,0.05535407,0.7423941,-0.0618144,0.6648052,0,0,0,0,184.3984,214.8564,0,1,0.118853,0.03608821,0.02915646,-3.108035E-09,-1.159248E-08,-3.612833E-08,1,1,0,0,0,1
641.8091,1.200107,0.2637472,-0.005461626,0.000000035,1.304223E-07,6.22632E-08,1,1,0.05248832,0.7413571,-0.05838323,0.6665028,0,0,0,0,228.3185,266.8477,0,1,0.07877444,0.02700873,0.05860219,0.000000001,-4.288022E-09,4.241081E-09,1,1,0,0,0,1
641.8586,1.290052,0.296415,0.04259158,3.240055E-08,1.369148E-07,7.164566E-08,1,1,0.04976647,0.7397782,-0.05505254,0.6687456,0,0,0,0,218.6115,256.3719,0,1,0.1009825,0.03854499,0.04569449,-2.61846E-09,6.492591E-09,9.382474E-09,1,1,0,0,0,1
641.909,1.400347,0.3404295,0.08138077,3.23176E-08,1.471385E-07,5.564401E-08,1,1,0.04698439,0.7378874,-0.05164463,0.6713029,0,0,0,0,216.6935,255.0744,0,1,0.1148649,0.04752755,0.03392949,-8.296363E-11,1.022365E-08,-0.000000016,1,1,0,0,0,1
641.9585,1.510418,0.3872556,0.1154489,3.342499E-08,1.521319E-07,5.886343E-08,1,1,0.04399409,0.7358188,-0.04802641,0.6740391,0,0,0,0,206.2645,243.8251,0,1,0.1053065,0.04617146,0.03229729,1.107392E-09,0.000000005,3.219424E-09,1,1,0,0,0,1
642.0089,1.629903,0.4407265,0.1462938,0.000000034,1.536482E-07,5.727064E-08,1,1,0.0408664,0.7336928,-0.0443015,0.6768029,0,0,0,0,203.5121,241.5924,0,1,0.1402959,0.0637239,0.02781592,5.310729E-10,1.516282E-09,-1.592789E-09,1,1,0,0,0,1
642.0584,1.761215,0.5020142,0.1742593,3.46532E-08,1.452241E-07,6.223127E-08,1,1,0.03738172,0.7315372,-0.04023938,0.6795858,0,0,0,0,192.7573,229.927,0,1,0.1115436,0.05365111,0.02592513,6.971372E-10,-8.424131E-09,0.000000005,1,1,0,0,0,1
642.1088,1.826414,0.5337797,0.1912858,3.40621E-08,1.441908E-07,5.992343E-08,1,1,0.03395272,0.7295033,-0.03630867,0.6821684,0,0,0,0,189.379,226.9653,0,1,0.02876707,0.01458251,0.00921104,-5.911142E-10,-0.000000001,-2.307838E-09,1,1,0,0,0,1
642.1583,1.840327,0.5406068,0.1945972,3.440008E-08,1.465687E-07,5.914217E-08,1,1,0.0310683,0.7278054,-0.03304438,0.6842822,0,0,0,0,182.1274,218.8973,0,1,0,0,0,3.379811E-10,2.377896E-09,-7.812617E-10,1,1,0,0,0,1
642.2087,1.842665,0.5417542,0.1951538,3.46159E-08,1.494813E-07,5.540441E-08,1,1,0.02878829,0.726465,-0.03048985,0.6859229,0,0,0,0,184.1297,221.5178,0,1,0,0,0,2.158093E-10,2.912583E-09,-3.737767E-09,1,1,0,0,0,1
642.2628,1.843058,0.5419471,0.1952473,3.457523E-08,1.462956E-07,5.964463E-08,1,1,0.02700662,0.7254173,-0.02850903,0.6871882,0,0,0,0,147.6956,177.729,0,1,0,0,0,-4.068421E-11,-3.185742E-09,4.240226E-09,1,1,0,0,0,1
642.3132,1.843125,0.5419795,0.195263,3.409287E-08,1.490997E-07,5.218172E-08,1,1,0.02561796,0.7246003,-0.02697434,0.6881646,0,0,0,0,183.7168,221.0885,0,1,0,0,0,-4.823587E-10,2.804147E-09,-7.46293E-09,1,1,0,0,0,1
642.3636,1.843136,0.5419849,0.1952657,3.428461E-08,1.527692E-07,6.290189E-08,1,1,0.0245344,0.7239631,-0.02578238,0.68892,0,0,0,0,183.7008,221.072,0,1,0,0,0,1.917449E-10,3.669416E-09,1.072017E-08,0.9999999,1,0,0,0,1
642.4131,1.895031,0.5707569,0.2121559,3.438223E-08,1.590962E-07,6.889803E-08,1,1,0.02347123,0.7233282,-0.02461684,0.6896662,0,0,0,0,180.0931,216.7908,0,1,0.08720183,0.04845783,0.02685706,9.762195E-11,6.327022E-09,0.000000006,1,1,0,0,0,1
642.4635,2.085814,0.6761326,0.2531869,3.442576E-08,1.577348E-07,6.013714E-08,1,1,0.02134359,0.7222716,-0.0223121,0.6909199,0,0,0,0,179.3134,216.5436,0,1,0.2599694,0.1426791,0.05105251,4.352123E-11,-1.361371E-09,-8.760887E-09,1,1,0,0,0,1
642.513,2.245903,0.762613,0.2813354,3.459873E-08,0.000000152,5.864212E-08,1,1,0.01815618,0.7208924,-0.01889918,0.6925513,0,0,0,0,167.4434,203.6194,0,1,0.124348,0.06636399,0.01957804,1.729696E-10,-5.71686E-09,-1.495015E-09,1,1,0,0,0,1
