Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
237.7342,-0.01591087,0.01282317,0.01020526,0,0,0,1,1,0.05728153,0.7367759,-0.06291898,0.6707618,0,0,0,0,5857.433,6295.686,15.8892,15.21268,13.85603,12.88034,12.11958,13.87358,0,1,-0.04697519,-0.04195748,-0.002383074,-0.000000076,1.387436E-06,-1.675943E-07,1,1,0,0,0,1,1,1,0,0,0,-7.990781E-08,1.466532E-06,-1.747978E-07,1,1,0,0,0,1,2,1,0.3826849,0.08911017,-0.3281047,-8.145297E-08,1.494891E-06,-1.781779E-07,1,1,0,0,0,1
237.7831,-0.04679658,0.03771511,0.03001539,2.862421E-09,-0.000000004,4.926243E-10,1,1,0.05684284,0.7363903,-0.06235675,0.6712748,0,0,0,0,154.7965,185.7113,180.0966,172.488,157.1147,146.1125,137.5218,157.5717,0,1,0,0,0,1.792377E-09,-3.797979E-09,4.698225E-09,1,1,0,0,0,1,1,1,0,0,0,8.059013E-10,-1.084298E-09,-8.758357E-10,1,1,0,0,0,1,2,1,0,0,0,8.059013E-10,-1.084298E-09,-8.758357E-10,1,1,0,0,0,1
237.8337,-0.05198754,0.04189869,0.03334488,8.497124E-09,2.067034E-08,3.109538E-08,1,1,0.05641321,0.7360129,-0.06180764,0.6717755,0,0,0,0,159.4394,191.1625,185.4258,177.6766,161.8544,150.6074,141.8084,162.6876,0,1,0,0,0,1.355809E-09,7.465932E-09,4.461902E-09,1,1,0,0,0,1,1,1,0,0,0,2.195406E-09,1.057814E-08,1.161298E-08,1,1,0,0,0,1,2,1,0,0,0,2.083487E-09,6.664375E-09,1.452785E-08,1,1,0,0,0,1
237.8839,-0.05285998,0.04260182,0.03390447,6.556976E-09,3.146153E-08,4.628313E-08,1,1,0.05609353,0.7357323,-0.06139999,0.672147,0,0,0,0,164.0291,196.6225,190.7372,182.7962,166.5235,154.9833,145.9488,167.5094,0,1,0,0,0,-5.693603E-10,3.812983E-09,3.869506E-09,0.9999999,1,0,0,0,1,1,1,0,0,0,-7.135582E-10,3.3245E-09,5.512727E-09,0.9999999,1,0,0,0,1,2,1,0,0,0,-6.572303E-10,3.6537E-09,5.805529E-09,0.9999999,1,0,0,0,1
237.9341,-0.05300662,0.04272,0.03399853,8.764139E-09,4.374462E-08,2.975339E-08,1,1,0.0558605,0.7355278,-0.06110337,0.6724172,0,0,0,0,177.7076,213.0074,206.6359,198.041,180.4125,167.9181,158.1349,181.5148,0,1,0,0,0,7.992527E-10,2.50627E-09,-4.299723E-09,1,1,0,0,0,1,1,1,0,0,0,5.733595E-10,7.891336E-09,-1.033538E-08,1,1,0,0,0,1,2,1,0,0,0,8.345475E-10,1.885481E-09,-1.894632E-09,1,1,0,0,0,1
237.9839,-0.05303127,0.04273986,0.03401433,5.806197E-09,6.352561E-08,1.319947E-08,1,1,0.05568736,0.7353759,-0.06088324,0.6726177,0,0,0,0,177.7097,213.0073,206.6367,198.0435,180.4152,167.9226,158.1404,181.5253,0,1,0,0,0,-8.717536E-10,7.625689E-09,-7.126455E-09,1,1,0,0,0,1,1,1,0,0,0,-1.389117E-09,4.905616E-09,-6.594622E-09,1,1,0,0,0,1,2,1,0,0,0,-6.970726E-10,7.249657E-09,-2.83285E-09,1,1,0,0,0,1
238.0334,-0.05303541,0.0427432,0.03401699,3.81018E-09,7.537045E-08,-4.052844E-08,1,1,0.05555616,0.7352607,-0.0607166,0.6727694,0,0,0,0,177.7101,213.0073,206.6369,198.044,180.4158,167.9236,158.1415,181.5275,0,1,0,0,0,-8.889814E-10,3.087297E-09,-0.00000002,1,1,0,0,0,1,1,1,0,0,0,-8.585488E-10,2.723316E-09,-1.938542E-08,1,1,0,0,0,1,2,1,0,0,0,-3.709463E-10,0.000000005,-1.636674E-08,1,1,0,0,0,1
238.083,-0.0530361,0.04274376,0.03401743,3.487504E-09,5.294133E-08,-1.433976E-08,1,1,0.05545535,0.7351724,-0.06058864,0.6728858,0,0,0,0,164.0402,196.6221,190.7418,182.8101,166.5378,155.0065,145.977,167.5644,0,1,0,0,0,-1.075581E-10,-7.476386E-09,8.729565E-09,1,1,0,0,0,1,1,1,0,0,0,-1.075581E-10,-7.476386E-09,8.729565E-09,1,1,0,0,0,1,2,1,0,0,0,-1.075581E-10,-7.476386E-09,8.729565E-09,1,1,0,0,0,1
238.134,-0.05303622,0.04274385,0.03401751,4.264643E-09,9.153782E-08,-4.08885E-08,1,1,0.05537724,0.7351038,-0.06048956,0.6729761,0,0,0,0,177.7102,213.0073,206.637,198.0443,180.416,167.9238,158.1418,181.5281,0,1,0,0,0,2.590465E-10,1.286549E-08,-8.849579E-09,1,1,0,0,0,1,1,1,0,0,0,2.590465E-10,1.286549E-08,-8.849579E-09,1,1,0,0,0,1,2,1,0,0,0,2.590465E-10,1.286549E-08,-8.849579E-09,1,1,0,0,0,1
238.1836,-0.05303624,0.04274387,0.03401752,9.505472E-09,8.107811E-08,1.653654E-08,1,1,0.05531646,0.7350506,-0.06041249,0.6730462,0,0,0,0,173.1535,207.5456,201.3386,192.9662,175.79,163.6181,154.0869,176.8736,0,1,0,0,0,0.000000002,-1.168304E-09,1.864785E-08,1,1,0,0,0,1,1,1,0,0,0,1.740273E-09,-5.124333E-09,1.959134E-08,1,1,0,0,0,1,2,1,0,0,0,1.528086E-09,-4.1671E-09,1.918584E-08,1,1,0,0,0,1
