Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
651.4469,0,0,0,0,0,0,1,1,0.05732334,0.7368126,-0.06297264,0.6707128,0,0,0,0,7863.069,7350.648,346.2982,10.14179,9.237354,8.586893,8.07972,9.249051,0,1,0.7022978,0.05888538,0.22722,-5.166793E-08,1.548685E-08,3.068353E-07,1,1,0,0,0,1
651.4974,0,0,0,6.20299E-10,-9.274759E-09,2.330756E-09,1,1,0.05732334,0.7368127,-0.06297264,0.6707128,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,6.20299E-10,-9.274759E-09,2.330753E-09,1,1,0,0,0,1
651.5468,0,0,0,2.054265E-09,-1.523963E-08,-6.501063E-09,1,1,0.05732334,0.7368126,-0.06297264,0.6707129,0,0,0,0,245.7594,294.9714,286.0056,273.8282,249.4087,231.846,218.1524,249.7244,0,1,0,0,0,1.433966E-09,-0.000000006,-8.831821E-09,1,1,0,0,0,1
651.5972,0,0,0,0.000000003,-2.01353E-08,-3.431222E-08,1,1,0.05732333,0.7368127,-0.06297264,0.6707128,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,9.049239E-10,-4.895675E-09,-2.781115E-08,1,1,0,0,0,1
651.6475,0,0,0,3.402255E-09,-2.688498E-08,-4.830232E-08,1,1,0.05732332,0.7368126,-0.06297261,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,4.430637E-10,-6.749673E-09,-0.000000014,1,1,0,0,0,1
651.697,0,0,0,3.13517E-09,-1.481041E-08,-7.941492E-08,1,1,0.0573233,0.7368126,-0.0629726,0.6707128,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,-2.670854E-10,1.207457E-08,-3.11126E-08,1,1,0,0,0,1
651.7474,0,0,0,3.736147E-09,4.101379E-09,-1.102957E-07,1,1,0.0573233,0.7368126,-0.06297259,0.6707128,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,6.009782E-10,1.891179E-08,-3.088077E-08,1,1,0,0,0,1
651.7969,0,0,0,3.711182E-09,8.706379E-09,-1.188301E-07,1,1,0.05732327,0.7368125,-0.06297256,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,-2.496473E-11,4.605E-09,-8.534409E-09,1,1,0,0,0,1
651.8473,0,0,0,3.711182E-09,8.706379E-09,-1.188301E-07,1,1,0.05732327,0.7368126,-0.06297256,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,0,0,0,1,1,0,0,0,1
651.9007,0,0,0,-1.431084E-08,-1.284718E-08,-2.812444E-07,1,1,0.05732325,0.7368126,-0.06297253,0.6707129,0,0,0,0,204.7995,245.8095,238.3381,228.1902,207.8405,193.205,181.7937,208.1037,0,1,0,0,0,-0.000000018,-2.155356E-08,-1.624143E-07,1,1,0,0,0,1
651.9511,0,0,0,-1.66132E-08,-1.037731E-08,-3.1522E-07,1,1,0.05732324,0.7368126,-0.06297252,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,-2.302367E-09,2.469872E-09,-0.000000034,1,1,0,0,0,1
652.0007,0,0,0,-1.66132E-08,-1.037731E-08,-3.1522E-07,1,1,0.05732323,0.7368126,-0.06297251,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,0,0,0,1,1,0,0,0,1
652.0511,0,0,0,-1.66132E-08,-1.037731E-08,-3.1522E-07,1,1,0.05732323,0.7368126,-0.06297251,0.6707129,0,0,0,0,254.8616,305.8963,296.5984,283.97,258.646,240.4329,226.2321,258.9735,0,1,0,0,0,0,0,0,1,1,0,0,0,1
652.1005,0,0,0,-2.47223E-08,-3.042205E-08,-4.302437E-07,1,1,0.05732322,0.7368126,-0.0629725,0.6707129,0,0,0,0,250.3105,300.4338,291.302,278.8991,254.0274,236.1395,222.1923,254.349,0,1,0,0,0,-8.109125E-09,-0.00000002,-0.000000115,1,1,0,0,0,1
