Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
486.078,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,4409.358,0,1,0.6923376,0.1286286,0.05457052,1.836409E-09,0.000000068,5.108274E-08,1,1,0,0,0,1,1,1,-0.02281914,0.009991597,0.03747099,1.738205E-09,6.435537E-08,4.835105E-08,1,1,0,0,0,1,2,1,1.288801,0.05786866,-0.227721,1.895331E-09,7.017272E-08,5.272175E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.1282,0,0,0,4.477483E-09,3.33858E-08,-8.629786E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,162.977,0,1,0,0,0,1.331319E-09,1.272591E-08,-2.893801E-08,1,1,0,0,0,1,1,1,0,0,0,1.611502E-09,1.013363E-08,-2.858095E-08,1,1,0,0,0,1,2,1,0,0,0,1.534662E-09,1.052626E-08,-2.877889E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.1779,0,0,0,1.765526E-08,0.00000008,-0.000000174,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,178.2561,0,1,0,0,0,4.650083E-09,1.185895E-08,-3.005117E-08,1,1,0,0,0,1,1,1,0,0,0,4.057142E-09,1.611329E-08,-2.728359E-08,1,1,0,0,0,1,2,1,0,0,0,4.470562E-09,1.867572E-08,-3.03816E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.228,0,0,0,2.694845E-08,1.018627E-07,-1.313004E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,188.4422,0,1,0,0,0,2.388191E-09,5.806011E-09,7.845619E-09,1,1,0,0,0,1,1,1,0,0,0,3.431008E-09,8.700455E-09,1.844121E-08,1,1,0,0,0,1,2,1,0,0,0,3.473996E-09,7.322415E-09,1.642703E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.2776,0,0,0,3.525568E-08,1.160911E-07,-2.159217E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,208.8143,0,1,0,0,0,2.684595E-09,4.432517E-09,-3.16679E-08,1,1,0,0,0,1,1,1,0,0,0,2.694839E-09,3.824575E-09,-2.826992E-08,1,1,0,0,0,1,2,1,0,0,0,2.9278E-09,0.000000006,-2.468348E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.3277,0,0,0,0.000000042,1.398407E-07,-0.000000329,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,213.9073,0,1,0,0,0,2.361598E-09,9.331751E-09,-4.007989E-08,1,1,0,0,0,1,1,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,2,1,0,0,0,1.736556E-09,7.67837E-09,-3.325956E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.3772,0,0,0,5.109757E-08,1.562875E-07,-3.073325E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,208.8143,0,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,1,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1,2,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.4276,0,0,0,6.225773E-08,1.947209E-07,-2.411682E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,213.9073,0,1,0,0,0,3.826163E-09,1.354489E-08,0.000000022,1,1,0,0,0,1,1,1,0,0,0,3.826163E-09,1.354489E-08,0.000000022,1,1,0,0,0,1,2,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.4776,0,0,0,7.588994E-08,2.312064E-07,-1.656379E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,213.9073,0,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1,1,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1,2,1,0,0,0,4.133065E-09,1.17401E-08,2.464176E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
486.5274,0,0,0,9.144934E-08,2.649333E-07,-1.104033E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,208.8143,0,1,0,0,0,5.383597E-09,1.205786E-08,1.967502E-08,1,1,0,0,0,1,1,1,0,0,0,5.383596E-09,1.205786E-08,1.967502E-08,1,1,0,0,0,1,2,1,0,0,0,4.29825E-09,1.026157E-08,1.212796E-08,1,1,0,0,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,1
