Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
693.2603,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,8725.028,0,1,0.1221526,-0.01748718,-0.05211082,2.382212E-08,-0.000000552,-0.000000158,1,1,0,0,0,1
693.3099,0,0,0,2.726801E-09,0.000000014,-3.830134E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,280.1167,0,1,0,0,0,2.726802E-09,0.000000014,-3.830135E-08,1,1,0,0,0,1
693.3593,0,0,0,6.082063E-09,2.880935E-08,-0.000000059,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,3.355261E-09,1.485254E-08,-2.06612E-08,1,1,0,0,0,1
693.4097,0,0,0,0.000000009,3.54992E-08,-4.334411E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,285.2097,0,1,0,0,0,2.911137E-09,6.689847E-09,1.561843E-08,1,1,0,0,0,1
693.4594,0,0,0,1.1921E-08,4.147058E-08,-0.000000068,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,269.9307,0,1,0,0,0,2.9278E-09,0.000000006,-2.468348E-08,1,1,0,0,0,1
693.5098,0,0,0,1.435116E-08,4.91191E-08,-0.000000104,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,2.430158E-09,7.64852E-09,-0.000000036,1,1,0,0,0,1
693.5593,0,0,0,1.728528E-08,5.354708E-08,-9.825374E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1
693.6097,0,0,0,2.073321E-08,6.425816E-08,-7.693266E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,3.447935E-09,1.071106E-08,2.132108E-08,1,1,0,0,0,1
693.6594,0,0,0,2.548281E-08,7.663085E-08,-5.148842E-08,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,264.8376,0,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1
693.7097,0,0,0,3.027503E-08,8.624185E-08,-3.560387E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,285.2097,0,1,0,0,0,4.792228E-09,9.611002E-09,1.588454E-08,1,1,0,0,0,1
693.7592,0,0,0,3.120587E-08,9.668545E-08,-2.781268E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,9.308346E-10,1.044359E-08,7.7912E-09,1,1,0,0,0,1
693.8097,0,0,0,3.11242E-08,1.054286E-07,-3.35373E-08,1,1,0.0710528,0.7416701,-0.07957654,0.662227,0,0,0,0,285.2097,0,1,0,0,0,-8.1674E-11,8.743124E-09,-5.724608E-09,1,1,0,0,0,1
693.86,0,0,0,0.00000003,1.176087E-07,-0.00000005,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,285.2097,0,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1
693.9095,0,0,0,3.177182E-08,1.217294E-07,-4.908545E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,280.1167,0,1,0,0,0,1.738542E-09,4.120631E-09,8.691856E-10,1,1,0,0,0,1
693.9601,0,0,0,2.919738E-08,1.228432E-07,-5.314272E-08,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,259.7446,0,1,0,0,0,-2.574443E-09,1.113861E-09,-4.057265E-09,1,1,0,0,0,1
694.0096,0,0,0,2.931965E-08,1.252573E-07,-4.794467E-08,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,280.1167,0,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1
694.0601,0.02027855,0.00115657,0.006134388,2.82132E-08,1.406694E-07,-4.863334E-08,1,1,0.07103077,0.7416126,-0.07953712,0.6622985,0,0,0,0,285.1353,0,1,0.0464378,0.002400007,0.009571463,-1.106454E-09,1.541207E-08,-6.88678E-10,1,1,0,0,0,1
694.1095,0.093703,0.004306174,0.006786921,3.061271E-08,1.472267E-07,-1.434266E-08,1,1,0.07084087,0.7414399,-0.07927668,0.6625435,0,0,0,0,278.875,0,1,0.09003924,0.003693456,-0.003933545,2.399516E-09,6.557332E-09,3.429068E-08,1,1,0,0,0,1
694.1599,0.2461535,0.01208423,0.004746405,3.036083E-08,1.425915E-07,-1.237066E-08,1,1,0.07020622,0.7411724,-0.0784835,0.6630045,0,0,0,0,279.8631,0,1,0.1594623,0.008657495,-0.001323794,-2.519006E-10,-4.635262E-09,0.000000002,0.9999999,1,0,0,0,1
694.2094,0.5271659,0.0347802,0.03083895,3.167616E-08,1.391416E-07,-1.046756E-08,1,1,0.06881308,0.7404507,-0.07671719,0.6641626,0,0,0,0,266.5057,0,1,0.3428096,0.03026227,0.04034524,1.315322E-09,-3.449923E-09,1.903094E-09,1,1,0,0,0,1
694.2598,0.6965019,0.05257254,0.05789641,3.428864E-08,1.318036E-07,1.012063E-08,1,1,0.06700557,0.7393113,-0.07439489,0.6658788,0,0,0,0,259.8891,0,1,0.1246213,0.01522066,0.02570593,2.612475E-09,-7.338013E-09,2.058819E-08,1,1,0,0,0,1
694.3093,0.8178249,0.07045396,0.09648574,3.689858E-08,1.236124E-07,1.883095E-08,1,1,0.06502568,0.7377377,-0.07180333,0.6681011,0,0,0,0,245.6314,0,1,0.08268183,0.01452813,0.03571682,2.609941E-09,-8.191231E-09,8.710328E-09,1,1,0,0,0,1
694.3643,0.841308,0.07403796,0.1044693,3.838311E-08,1.149349E-07,2.952197E-08,1,1,0.06330169,0.736235,-0.06954294,0.6701603,0,0,0,0,200.325,0,1,0,0,0,1.484537E-09,-8.677446E-09,1.069102E-08,1,1,0,0,0,1
694.414,0.8452548,0.07464033,0.1058111,4.038546E-08,1.066892E-07,2.045202E-08,1,1,0.06193987,0.7350307,-0.06777085,0.6717889,0,0,0,0,228.4483,0,1,0,0,0,0.000000002,-8.24577E-09,-9.069949E-09,1,1,0,0,0,1
694.4644,0.8459181,0.07474156,0.1060366,4.080593E-08,1.162977E-07,2.575738E-08,1,1,0.06087968,0.7340915,-0.06640125,0.6730484,0,0,0,0,240.8314,0,1,0,0,0,4.204749E-10,9.608485E-09,5.305361E-09,1,1,0,0,0,1
694.5141,0.8460296,0.07475858,0.1060745,4.047025E-08,1.164477E-07,2.328175E-08,1,1,0.06005524,0.7333615,-0.06534246,0.6740212,0,0,0,0,236.4075,0,1,0,0,0,-3.356822E-10,1.500489E-10,-2.475633E-09,1,1,0,0,0,1
694.5645,0.855702,0.07745245,0.1083849,3.993236E-08,1.212172E-07,1.172139E-08,1,1,0.0593979,0.7327824,-0.06450266,0.6747898,0,0,0,0,240.6691,0,1,0.02608182,0.007264866,0.005676552,-5.37888E-10,4.769536E-09,-1.156035E-08,1,1,0,0,0,1
694.614,1.01201,0.1211942,0.1304607,3.872364E-08,1.092113E-07,1.052448E-08,1,1,0.05845644,0.7321352,-0.06334028,0.6756842,0,0,0,0,235.3789,0,1,0.3295863,0.09246032,0.04571417,-1.208721E-09,-0.000000012,-1.196913E-09,0.9999999,1,0,0,0,1
694.6644,1.386493,0.2310359,0.2098002,4.040234E-08,1.187169E-07,-8.56675E-09,1,1,0.05574101,0.730599,-0.06007681,0.6778708,0,0,0,0,230.2064,0,1,0.372971,0.1142526,0.09857377,1.678699E-09,9.50557E-09,-1.909123E-08,1,1,0,0,0,1
694.7139,1.624348,0.3057849,0.2599941,4.131517E-08,1.197825E-07,-1.392504E-08,1,1,0.05173602,0.7282425,-0.0553152,0.6811215,0,0,0,0,208.3465,0,1,0.1338361,0.04403681,0.01610039,9.128336E-10,1.065598E-09,-5.358287E-09,1,1,0,0,0,1
694.7643,1.725551,0.3387246,0.2657044,4.074976E-08,1.244383E-07,-0.000000008,1,1,0.04776073,0.7260872,-0.0506946,0.6840661,0,0,0,0,198.6041,0,1,0.05704222,0.01915164,-0.01114989,-5.65411E-10,4.655817E-09,5.914543E-09,1,1,0,0,0,1
694.8138,1.816829,0.371332,0.252132,4.138018E-08,1.28367E-07,-1.923807E-08,1,1,0.04415019,0.724534,-0.04661373,0.6862423,0,0,0,0,188.4237,0,1,0.1040295,0.03920703,-0.01688688,6.304151E-10,3.928644E-09,-1.122758E-08,1,1,0,0,0,1
694.8643,1.886615,0.398423,0.2434852,4.179731E-08,0.000000125,-5.73661E-09,1,1,0.04078605,0.7234956,-0.04290363,0.6877863,0,0,0,0,187.1496,0,1,0.04437435,0.01836494,-0.002447474,4.171317E-10,-3.384454E-09,1.350146E-08,1,1,0,0,0,1
694.9137,1.923954,0.4140606,0.2395751,4.165199E-08,1.283815E-07,-1.023246E-08,1,1,0.03785032,0.7227357,-0.03970682,0.688944,0,0,0,0,180.4418,0,1,0.0304261,0.01328292,-0.008322512,-1.453198E-10,3.398895E-09,-4.495853E-09,1,1,0,0,0,1
694.9641,1.940963,0.4213171,0.2343881,4.118245E-08,1.292563E-07,-1.713731E-08,1,1,0.03537613,0.7222267,-0.03704141,0.6897573,0,0,0,0,181.7115,0,1,0,0,0,-4.695336E-10,8.747685E-10,-6.904844E-09,1,1,0,0,0,1
695.0145,1.943822,0.4225367,0.2335164,0.000000041,1.266296E-07,-0.00000001,1,1,0.03340932,0.7218542,-0.0349337,0.6903551,0,0,0,0,180.806,0,1,0,0,0,-1.836288E-10,-2.626739E-09,7.138209E-09,1,1,0,0,0,1
695.064,1.944302,0.4227417,0.2333699,4.117391E-08,1.277673E-07,-1.189942E-08,1,1,0.03187146,0.7215647,-0.0332903,0.6908115,0,0,0,0,177.3324,0,1,0,0,0,1.750983E-10,1.137696E-09,-1.900318E-09,1,1,0,0,0,1
695.1144,1.944383,0.4227762,0.2333452,4.106602E-08,1.263531E-07,-2.213228E-08,1,1,0.03067212,0.7213365,-0.03201109,0.6911644,0,0,0,0,180.4969,0,1,0,0,0,-1.07899E-10,-1.414184E-09,-1.023285E-08,1,1,0,0,0,1
695.1639,1.950072,0.4257904,0.2363181,0.000000041,1.265191E-07,-3.76489E-08,1,1,0.0297231,0.7211388,-0.03099895,0.6914582,0,0,0,0,164.3594,0,1,0.01586021,0.008295434,0.006298867,-7.501218E-11,1.659339E-10,-1.551661E-08,1,1,0,0,0,1
695.2144,2.057775,0.4790273,0.2426058,4.060097E-08,1.221948E-07,-3.550649E-08,1,1,0.02854679,0.7208952,-0.02974667,0.6918167,0,0,0,0,179.6865,0,1,0.2046234,0.1003006,0.009497087,-3.900512E-10,-4.324337E-09,2.142404E-09,1,1,0,0,0,1
695.2639,2.218206,0.5562832,0.256871,4.060929E-08,1.228891E-07,-4.013776E-08,1,1,0.02627325,0.7204866,-0.02733775,0.6924316,0,0,0,0,171.0839,0,1,0.1328973,0.062342,0.01427047,8.296516E-12,6.943195E-10,-4.631263E-09,0.9999999,1,0,0,0,1
695.3143,2.36077,0.6219311,0.2740019,4.063503E-08,0.000000121,-4.991442E-08,1,1,0.02338624,0.719906,-0.02428538,0.6932523,0,0,0,0,166.3175,0,1,0.1473808,0.06659265,0.02302461,2.573389E-11,-1.852066E-09,-9.776657E-09,1,1,0,0,0,1
695.364,2.505334,0.6881219,0.3000605,0.000000041,1.25533E-07,-4.936621E-08,1,1,0.0199921,0.7190383,-0.02070221,0.6943743,0,0,0,0,141.3849,0,1,0.1033685,0.04764406,0.02195375,3.429927E-10,4.495959E-09,5.48205E-10,1,1,0,0,0,1
695.4144,2.572192,0.7190279,0.3089154,4.077458E-08,1.30292E-07,-5.206545E-08,1,1,0.01668155,0.7180923,-0.01722256,0.6955348,0,0,0,0,150.6868,0,1,0.04622128,0.02153864,0.0004888349,-2.03468E-10,4.758998E-09,-2.699237E-09,1,1,0,0,0,1
695.4639,2.595254,0.7294566,0.3020867,4.085411E-08,1.292582E-07,-4.882722E-08,1,1,0.01387469,0.7173858,-0.01429298,0.6963913,0,0,0,0,144.1648,0,1,0.005651807,0.002262764,-0.00894075,7.952539E-11,-0.000000001,3.238231E-09,1,1,0,0,0,1
695.5142,2.599537,0.7313723,0.3002951,4.092546E-08,1.313256E-07,-0.000000052,1,1,0.01164831,0.7168933,-0.01198106,0.6969827,0,0,0,0,145.4327,0,1,0,0,0,7.134938E-11,2.067486E-09,-3.164444E-09,1,1,0,0,0,1
695.5638,2.600257,0.7316943,0.2999939,4.084224E-08,1.332216E-07,-5.519287E-08,1,1,0.009915462,0.7165173,-0.01018691,0.6974245,0,0,0,0,142.4965,0,1,0,0,0,-8.322898E-11,1.896056E-09,-3.201206E-09,1,1,0,0,0,1
695.6141,2.600378,0.7317484,0.2999433,4.084556E-08,1.314707E-07,-5.631171E-08,1,1,0.008566601,0.7162226,-0.008793223,0.6977639,0,0,0,0,145.0094,0,1,0,0,0,3.313171E-12,-1.750962E-09,-1.118822E-09,1,1,0,0,0,1
695.6643,2.600398,0.7317575,0.2999348,4.08181E-08,1.339083E-07,-5.726424E-08,1,1,0.007514723,0.7159901,-0.007708101,0.6980276,0,0,0,0,142.4035,0,1,0,0,0,-2.744931E-11,2.437622E-09,-0.000000001,1,1,0,0,0,1
695.7139,2.600402,0.731759,0.2999334,4.080415E-08,1.346051E-07,-5.630723E-08,1,1,0.00669344,0.7158059,-0.006861895,0.6982335,0,0,0,0,142.4002,0,1,0,0,0,-1.393979E-11,6.968027E-10,0.000000001,1,1,0,0,0,1
695.7642,2.600402,0.7317593,0.2999332,4.077619E-08,1.361644E-07,-5.685574E-08,1,1,0.006052743,0.7156606,-0.006202383,0.6983944,0,0,0,0,144.9886,0,1,0,0,0,-2.796944E-11,1.559343E-09,-5.485177E-10,1,1,0,0,0,1
695.8137,2.600402,0.7317593,0.2999332,4.073387E-08,0.000000132,-5.721951E-08,1,1,0.005552931,0.7155459,-0.005688275,0.6985205,0,0,0,0,142.3995,0,1,0,0,0,-4.23154E-11,-4.160873E-09,-3.637742E-10,1,1,0,0,0,1
695.8641,2.600402,0.7317593,0.2999332,4.071786E-08,1.284713E-07,-5.716976E-08,1,1,0.005165088,0.7154564,-0.005289577,0.6986182,0,0,0,0,144.9885,0,1,0,0,0,-1.601605E-11,-3.532209E-09,4.973578E-11,1,1,0,0,0,1
