Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
530.4512,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,286.7197,277.6382,0,1,0,0,0,1.713185E-09,-0.000000035,-2.005338E-08,1,1,0.0421208,-0.03271729,0.01932113,0.9983898,1,1,0,0,0,1.880501E-09,-3.6195E-08,-2.246485E-08,1,1,2.015024E-08,-4.557531E-07,-1.843404E-07,1,2,1,-0.1536578,-0.498768,-0.604093,-0.003615985,-0.007036558,-0.01205961,0.9998958,1,0.0117656,-0.02902049,-0.053807,0.9980618
530.5011,0,0,0,1.072076E-08,2.859765E-08,4.112346E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,175.91,201.7547,0,1,0,0,0,3.781176E-09,0.00000001,1.426591E-08,1,1,0,0,0,1,1,1,0,0,0,3.218318E-09,9.321691E-09,1.345732E-08,1,1,0,0,0,1,2,1,0,0,0,3.721261E-09,9.321691E-09,1.340022E-08,1,1,0,0,0,1
530.5515,0,0,0,2.088645E-08,0.000000064,9.209213E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,180.9361,207.5191,0,1,0,0,0,3.755116E-09,1.334291E-08,1.915997E-08,1,1,0,0,0,1,1,1,0,0,0,3.17533E-09,1.069973E-08,1.54715E-08,1,1,0,0,0,1,2,1,0,0,0,3.235245E-09,1.13323E-08,1.63372E-08,1,1,0,0,0,1
530.6013,0,0,0,3.358535E-08,0.000000073,3.094996E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,185.9621,213.2836,0,1,0,0,0,4.678E-09,5.918934E-09,-0.000000023,1,1,0,0,0,1,1,1,0,0,0,0.000000004,0.000000001,-1.523184E-08,1,1,0,0,0,1,2,1,0,0,0,0.000000004,2.061506E-09,-2.286076E-08,1,1,0,0,0,1
530.6519,0,0,0,4.466113E-08,9.562323E-08,-7.506383E-09,1,1,0.07105281,0.7416701,-0.07957657,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,3.498663E-09,6.662107E-09,-0.000000014,1,1,0,0,0,1,1,1,0,0,0,3.498663E-09,6.662107E-09,-0.000000014,1,1,0,0,0,1,2,1,0,0,0,4.078448E-09,9.305282E-09,-1.035981E-08,1,1,0,0,0,1
530.702,0,0,0,5.383632E-08,1.157095E-07,1.037955E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,3.541524E-09,7.604704E-09,5.253533E-09,1,1,0,0,0,1,1,1,0,0,0,3.541524E-09,7.604704E-09,5.253533E-09,1,1,0,0,0,1,2,1,0,0,0,2.092151E-09,4.876838E-09,7.378868E-09,1,1,0,0,0,1
530.7516,0,0,0,6.476592E-08,0.000000177,-0.000000117,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,3.899051E-09,1.963165E-08,-4.466034E-08,1,1,0,0,0,1,1,1,0,0,0,3.899051E-09,1.963165E-08,-4.466034E-08,1,1,0,0,0,1,2,1,0,0,0,3.41993E-09,2.260597E-08,-4.161334E-08,1,1,0,0,0,1
530.8017,0,0,0,7.439483E-08,2.01361E-07,-0.00000014,1,1,0.07105281,0.7416701,-0.07957657,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,3.499052E-09,9.380352E-09,-4.237693E-09,1,1,0,0,0,1,1,1,0,0,0,3.21059E-09,8.831277E-09,-7.133205E-10,1,1,0,0,0,1,2,1,0,0,0,3.21059E-09,8.831277E-09,-7.133205E-10,1,1,0,0,0,1
530.8511,0,0,0,7.927915E-08,2.110965E-07,-1.008096E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,201.0401,230.5768,0,1,0,0,0,2.155202E-09,5.294014E-09,1.715377E-08,1,1,0,0,0,1,1,1,0,0,0,1.525262E-09,2.757997E-09,1.339105E-08,1,1,0,0,0,1,2,1,0,0,0,1.203873E-09,1.683512E-09,8.638954E-09,1,1,0,0,0,1
530.9014,0,0,0,0.000000091,2.375963E-07,-0.000000065,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,4.093693E-09,9.714322E-09,1.315126E-08,1,1,0,0,0,1,1,1,0,0,0,4.093693E-09,9.714322E-09,1.315126E-08,1,1,0,0,0,1,2,1,0,0,0,3.513907E-09,7.071146E-09,9.462799E-09,1,1,0,0,0,1
530.9511,0,0,0,0.000000101,2.520801E-07,-4.246623E-08,1,1,0.07105281,0.7416701,-0.07957657,0.662227,0,0,0,0,206.0661,236.3412,0,1,0,0,0,3.196046E-09,5.104162E-09,7.799597E-09,1,1,0,0,0,1,1,1,0,0,0,3.710572E-09,4.907848E-09,7.844514E-09,1,1,0,0,0,1,2,1,0,0,0,3.136131E-09,4.471596E-09,6.933904E-09,1,1,0,0,0,1
