Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,Checkpoint7,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
656.6644,0,0,0,0,0,0,1,1,0.05732334,0.7368126,-0.06297264,0.6707128,0,0,0,0,8148.666,7800.077,194.3591,40.56715,36.94942,34.34757,32.31888,36.9962,0,1,0.8139336,0.3306417,-0.1748342,3.065043E-09,-9.6289E-09,-1.131598E-07,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
656.7145,0,0,0,1.056342E-09,-1.645807E-08,9.539379E-09,1,1,0.05732334,0.7368127,-0.06297264,0.6707128,0,0,0,0,163.8396,196.6476,190.6705,182.5521,166.2724,154.5641,145.435,166.483,0,1,0,0,0,5.468587E-10,-8.505286E-09,3.755157E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
656.7642,0,0,0,4.293686E-09,-2.778043E-08,-9.794697E-09,1,1,0.05732334,0.7368126,-0.06297264,0.6707129,0,0,0,0,163.8396,196.6476,190.6705,182.5521,166.2724,154.5641,145.435,166.483,0,1,0,0,0,1.643301E-09,-5.119293E-09,-8.794298E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
656.8152,0,0,0,6.6657E-09,-3.267341E-08,-4.305598E-08,1,1,0.05732333,0.7368127,-0.06297264,0.6707128,0,0,0,0,172.9418,207.5725,201.2633,192.6939,175.5098,163.151,153.5147,175.732,0,1,0,0,0,0.000000001,-1.496629E-09,-2.126881E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
656.8651,0,0,0,8.659022E-09,-4.333696E-08,-6.042024E-08,1,1,0.05732332,0.7368126,-0.06297261,0.6707129,0,0,0,0,172.9418,207.5725,201.2633,192.6939,175.5098,163.151,153.5147,175.732,0,1,0,0,0,7.898165E-10,-6.120299E-09,-1.068081E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
656.9142,0,0,0,0.000000009,-1.860839E-08,-1.153219E-07,1,1,0.0573233,0.7368126,-0.0629726,0.6707128,0,0,0,0,200.2484,240.3471,233.0417,223.1193,203.2218,188.9116,177.7538,203.4792,0,1,0,0,0,2.638066E-10,0.00000001,-2.426015E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
656.965,0,0,0,1.012067E-08,1.531986E-08,-1.70172E-07,1,1,0.0573233,0.7368126,-0.06297259,0.6707128,0,0,0,0,209.3506,251.2719,243.6345,233.2611,212.4592,197.4985,185.8336,212.7282,0,1,0,0,0,5.758884E-10,1.834697E-08,-2.720448E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
657.0143,0.09273021,-0.00585711,0.004216989,7.197372E-09,3.258963E-08,-1.951603E-07,1,1,0.05725361,0.7367095,-0.0628752,0.6708413,0,0,0,0,208.8935,250.8363,243.1827,232.7879,211.9998,197.0029,185.3121,212.1401,0,1,0.1412474,-0.008315468,0.006335966,-2.196082E-09,0.000000006,-9.887681E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
657.0646,0.512233,-0.03515325,-0.1472495,0.00000001,3.243137E-08,-1.925495E-07,1,1,0.05665231,0.7373512,-0.06232507,0.6702383,0,0,0,0,214.221,258.1011,249.7939,238.6184,216.9698,201.0033,188.6345,215.8935,0,1,0.5573981,-0.04255605,-0.2522529,1.42331E-09,8.620926E-10,3.108953E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
657.1149,0.6673151,-0.04822975,-0.2293339,9.549421E-09,5.589284E-08,-2.292963E-07,1,1,0.05564915,0.7395362,-0.06161072,0.6679772,0,0,0,0,208.4526,252.2305,242.4799,229.9859,208.0868,191.4666,178.6332,203.92,0,1,0,0,0,2.020075E-10,0.00000001,-1.372433E-08,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
657.1641,0.6933798,-0.05042752,-0.2431298,1.207538E-08,4.590257E-08,-2.127534E-07,1,1,0.0547995,0.7415144,-0.06102163,0.6659052,0,0,0,0,210.6236,255.1058,244.1669,230.5279,207.9691,190.6656,177.2589,201.829,0,1,0,0,0,1.540228E-09,-0.000000004,7.885673E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
657.2144,0.6977605,-0.05079689,-0.2454485,1.756725E-08,2.275656E-08,-2.074702E-07,1,1,0.05414272,0.7430601,-0.06056415,0.6642757,0,0,0,0,222.9985,270.1206,258.2031,243.4521,219.4505,200.9911,186.6759,212.3464,0,1,0,0,0,2.683744E-09,-0.000000011,2.72016E-09,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
657.265,0.6984968,-0.05085897,-0.2458382,2.474974E-08,3.046812E-08,-2.115826E-07,1,1,0.05363856,0.7442482,-0.06021017,0.6630175,0,0,0,0,222.882,269.9819,257.9874,243.1677,219.1507,200.668,186.332,211.9009,0,1,0,0,0,4.422651E-09,2.38755E-09,-1.681263E-10,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
