Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
102.5474,0.0005661229,-0.009223024,-0.005030041,0,0,0,1,1,0.07109985,0.7416931,-0.07963628,0.662189,0,0,0,0,15.07801,17.29327,0,1,0.007963794,0.13853,-0.1242307,-3.87552E-10,-1.669478E-09,2.711424E-10,1,1,0.1420739,-0.01144853,0.01473855,0.98968,1,1,-0.002438169,0.0002969441,0.001722544,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-3.87552E-10,-1.669478E-09,2.711424E-10,1,1,0,0,0,1
102.5967,0.001665064,-0.02712648,-0.01479421,-3.958532E-10,-1.223838E-08,1.085084E-08,1,1,0.07148004,0.741879,-0.08011939,0.6618815,0,0,0,0,150.9517,173.0792,0,1,0,0,0,-1.36211E-10,-3.629804E-09,3.061649E-10,1,1,0,0,0,1,1,1,0,0,0,-5.23763E-10,-5.299282E-09,5.773071E-10,1,1,0,0,0,1,2,1,0,0,0,0.000000001,2.966382E-11,9.425086E-09,1,1,0,0,0,1
102.6456,0.001849763,-0.03013552,-0.01643527,-6.51842E-09,-0.000000012,-1.668159E-09,1,1,0.07180433,0.7420375,-0.08053207,0.6616186,0,0,0,0,176.34,202.1219,0,1,0,0,0,-1.335541E-09,-2.697414E-09,-2.433309E-09,1,1,0,0,0,1,1,1,0,0,0,-2.641665E-09,-3.589877E-10,-2.94264E-09,1,1,0,0,0,1,2,1,0,0,0,-2.145361E-09,3.266025E-09,-7.143048E-09,1,1,0,0,0,1
102.6956,0.001880805,-0.03064125,-0.01671108,-0.000000013,-0.000000039,-7.593115E-08,1,1,0.07204403,0.7421547,-0.08083744,0.6614238,0,0,0,0,191.548,219.5264,0,1,0,0,0,-1.634551E-09,-5.888392E-09,-2.258375E-08,1,1,0,0,0,1,1,1,0,0,0,-2.436321E-09,-1.053208E-08,-2.583961E-08,1,1,0,0,0,1,2,1,0,0,0,-2.436321E-09,-1.053208E-08,-2.583961E-08,1,1,0,0,0,1
102.7462,0.001886023,-0.03072624,-0.01675744,-0.000000015,-4.658757E-08,-1.088756E-07,1,1,0.07222501,0.7422431,-0.08106822,0.6612766,0,0,0,0,216.7785,248.4343,0,1,0,0,0,-7.273682E-10,-4.606953E-09,-1.378511E-08,1,1,0,0,0,1,1,1,0,0,0,-8.319078E-10,-2.590017E-09,-8.900629E-09,1,1,0,0,0,1,2,1,0,0,0,-4.141485E-10,-4.093003E-10,-1.025866E-08,1,1,0,0,0,1
102.7954,0.001886899,-0.03074053,-0.01676523,-1.090801E-08,-0.000000058,-1.03674E-07,1,1,0.07236484,0.7423114,-0.08124663,0.6611627,0,0,0,0,211.7431,242.6619,0,1,0,0,0,1.738418E-09,-3.092765E-09,-4.5454E-10,1,1,0,0,0,1,1,1,0,0,0,6.933258E-10,-2.520879E-09,-1.555162E-09,1,1,0,0,0,1,2,1,0,0,0,1.6593E-09,-5.763488E-09,7.211279E-09,1,1,0,0,0,1
102.8462,0.001887047,-0.03074293,-0.01676654,-1.436546E-08,-6.42447E-08,-1.268443E-07,1,1,0.07247421,0.7423649,-0.08138626,0.6610735,0,0,0,0,216.7859,248.4407,0,1,0,0,0,-7.475973E-10,-4.664383E-09,-2.868999E-09,1,1,0,0,0,1,1,1,0,0,0,-1.420104E-09,2.121356E-10,-1.16634E-08,1,1,0,0,0,1,2,1,0,0,0,-1.289756E-09,-1.827747E-09,-8.637856E-09,1,1,0,0,0,1
102.8955,0.001887072,-0.03074334,-0.01676676,-1.617894E-08,-7.824201E-08,-1.586505E-07,1,1,0.07256017,0.7424068,-0.08149604,0.6610035,0,0,0,0,211.7445,242.6632,0,1,0,0,0,-5.572844E-10,-6.694715E-09,-1.271636E-08,0.9999999,1,0,0,0,1,1,1,0,0,0,-5.795143E-10,-4.115682E-09,-9.100535E-09,0.9999999,1,0,0,0,1,2,1,0,0,0,-6.766806E-10,-3.186889E-09,-0.00000001,0.9999999,1,0,0,0,1
102.9464,0.001887076,-0.0307434,-0.01676679,-2.043565E-08,-1.019492E-07,-1.619466E-07,1,1,0.07262775,0.7424398,-0.08158236,0.6609483,0,0,0,0,216.7861,248.4409,0,1,0,0,0,-1.634694E-09,-1.037806E-08,-5.747016E-09,1,1,0,0,0,1,1,1,0,0,0,-0.000000001,-3.747475E-09,-0.000000001,1,1,0,0,0,1,2,1,0,0,0,-1.623088E-09,-1.029146E-08,-1.37512E-09,1,1,0,0,0,1
102.9963,0.001887077,-0.03074342,-0.0167668,-2.018119E-08,-0.000000097,-1.953976E-07,1,1,0.07268079,0.7424657,-0.08165015,0.6609051,0,0,0,0,211.7446,242.6632,0,1,0,0,0,7.37869E-10,3.787485E-09,-7.759128E-09,0.9999999,1,0,0,0,1,1,1,0,0,0,-6.355449E-10,-3.7474E-10,-1.144177E-08,0.9999999,1,0,0,0,1,2,1,0,0,0,1.521476E-10,1.55061E-09,-1.425006E-08,0.9999999,1,0,0,0,1
