Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
337.5183,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,342.309,322.7228,0,1,0.2202191,0.1868395,-0.03504201,-1.253775E-08,9.255713E-07,0.000000381,1,1,0,0,0,1
337.568,0,0,0,1.331319E-09,1.272591E-08,-2.893801E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,1.331319E-09,1.272591E-08,-2.893801E-08,1,1,0,0,0,1
337.6175,0,0,0,5.433717E-09,2.78494E-08,-6.67304E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,4.102398E-09,1.51235E-08,-3.779238E-08,1,1,0,0,0,1
337.6679,0,0,0,9.44451E-09,3.919304E-08,-4.460073E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,0.000000004,1.134363E-08,2.212967E-08,1,1,0,0,0,1
337.7183,0,0,0,0.000000012,4.254929E-08,-6.255981E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,2.572744E-09,3.356242E-09,-0.000000018,1,1,0,0,0,1
337.7678,0,0,0,1.367697E-08,5.062028E-08,-0.000000096,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,1.659717E-09,8.070999E-09,-3.34575E-08,1,1,0,0,0,1
337.8205,0,0,0,1.673092E-08,5.631339E-08,-8.851157E-08,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,231.1961,265.1634,0,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1
337.87,0,0,0,2.023877E-08,6.765703E-08,-6.632481E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1
337.9204,0,0,0,2.444533E-08,7.537591E-08,-4.745498E-08,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,4.206556E-09,7.718882E-09,1.886983E-08,1,1,0,0,0,1
337.9706,0,0,0,2.986749E-08,8.752293E-08,-2.780772E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,246.2741,282.4567,0,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1
338.02,0,0,0,3.142827E-08,1.005026E-07,-1.625382E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,1.560775E-09,0.000000013,1.155391E-08,1,1,0,0,0,1
338.0705,0,0,0,3.247494E-08,1.096639E-07,-1.644554E-08,1,1,0.0710528,0.7416701,-0.07957654,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,0.000000001,9.161377E-09,-1.9172E-10,1,1,0,0,0,1
338.1199,0,0,0,3.020055E-08,0.000000118,-3.780226E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,-2.274387E-09,8.367069E-09,-2.135671E-08,1,1,0,0,0,1
338.1703,0,0,0,0.000000032,1.227842E-07,-3.606738E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,1.798458E-09,4.753199E-09,1.734879E-09,1,1,0,0,0,1
338.22,0,0,0,2.942457E-08,1.23898E-07,-4.012465E-08,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,251.3001,288.2211,0,1,0,0,0,-2.574443E-09,1.113861E-09,-4.057265E-09,1,1,0,0,0,1
338.27,0,0,0,2.954684E-08,1.263121E-07,-3.492659E-08,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1
338.3204,0,0,0,2.824513E-08,1.322496E-07,-2.236435E-08,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,-1.301712E-09,5.937483E-09,1.256224E-08,1,1,0,0,0,1
338.3699,0,0,0,3.107376E-08,1.323607E-07,6.336752E-09,1,1,0.07105277,0.7416701,-0.07957652,0.662227,0,0,0,0,276.4301,317.0433,0,1,0,0,0,2.828635E-09,1.110836E-10,2.87011E-08,1,1,0,0,0,1
338.4203,0,0,0,3.656772E-08,1.343101E-07,4.722432E-08,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,281.4561,322.8077,0,1,0,0,0,5.493974E-09,1.949482E-09,4.088756E-08,1,1,0,0,0,1
