Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
676.7806,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,6574.429,0,1,1.069106,0.3585092,-0.3452867,-1.371172E-07,-1.236271E-07,-5.602375E-07,1,1,0,0,0,1,1,1,-0.09078193,-0.05144421,0.07304585,-1.396642E-07,-1.259236E-07,-5.706443E-07,1,1,0,0,0,1,2,1,0,0,0,-1.324476E-07,-1.19417E-07,-5.411584E-07,1,1,0,0,0,1
676.8311,0,0,0,5.382708E-09,3.24469E-08,-9.276112E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,198.6282,0,1,0,0,0,1.534662E-09,1.052626E-08,-2.877889E-08,1,1,0,0,0,1,1,1,0,0,0,1.331319E-09,1.272591E-08,-2.893801E-08,1,1,0,0,0,1,2,1,0,0,0,2.516727E-09,9.194731E-09,-0.000000035,1,1,0,0,0,1
676.8807,0,0,0,0.000000018,8.33492E-08,-1.777099E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,188.4422,0,1,0,0,0,4.682184E-09,1.776667E-08,-3.410392E-08,1,1,0,0,0,1,1,1,0,0,0,3.845519E-09,0.000000017,-2.356127E-08,1,1,0,0,0,1,2,1,0,0,0,4.057142E-09,1.611329E-08,-2.728359E-08,1,1,0,0,0,1
676.931,0,0,0,2.882343E-08,1.100831E-07,-1.215777E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,208.8143,0,1,0,0,0,0.000000004,9.333023E-09,1.92498E-08,1,1,0,0,0,1,1,1,0,0,0,3.431008E-09,8.700455E-09,1.844121E-08,1,1,0,0,0,1,2,1,0,0,0,3.431008E-09,8.700455E-09,1.844121E-08,1,1,0,0,0,1
676.9808,0,0,0,3.646037E-08,1.236481E-07,-1.888699E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,219.0003,0,1,0,0,0,3.274625E-09,6.467749E-09,-2.458146E-08,1,1,0,0,0,1,1,1,0,0,0,1.434511E-09,1.125754E-09,-0.000000018,1,1,0,0,0,1,2,1,0,0,0,2.9278E-09,0.000000006,-2.468348E-08,1,1,0,0,0,1
677.0309,0,0,0,4.418312E-08,1.463902E-07,-3.058776E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,219.0004,0,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,1,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,2,1,0,0,0,2.439162E-09,9.263241E-09,-3.756205E-08,1,1,0,0,0,1
677.0806,0,0,0,5.322514E-08,1.622044E-07,-2.850917E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,224.0934,0,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,1,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1,2,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1
677.131,0,0,0,6.346113E-08,1.991821E-07,-2.175238E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,219.0004,0,1,0,0,0,3.263305E-09,1.291232E-08,2.118024E-08,1,1,0,0,0,1,1,1,0,0,0,3.464863E-09,1.272167E-08,2.420095E-08,1,1,0,0,0,1,2,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1
677.1815,0,0,0,7.628033E-08,2.266056E-07,-1.51154E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,213.9073,0,1,0,0,0,3.851498E-09,7.528233E-09,0.000000022,1,1,0,0,0,1,1,1,0,0,0,4.16981E-09,9.729489E-09,2.175579E-08,1,1,0,0,0,1,2,1,0,0,0,4.797924E-09,1.016574E-08,2.266031E-08,1,1,0,0,0,1
677.2305,0,0,0,9.184627E-08,2.585003E-07,-9.884869E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,208.8143,0,1,0,0,0,5.368495E-09,1.214702E-08,1.965335E-08,1,1,0,0,0,1,1,1,0,0,0,5.40524E-09,1.013641E-08,1.676738E-08,1,1,0,0,0,1,2,1,0,0,0,4.792228E-09,9.611002E-09,1.588454E-08,1,1,0,0,0,1
677.2806,0,0,0,9.451326E-08,2.925757E-07,-7.935547E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,213.9073,0,1,0,0,0,1.299302E-09,1.253769E-08,7.667505E-09,1,1,0,0,0,1,1,1,0,0,0,9.308346E-10,1.044359E-08,7.7912E-09,1,1,0,0,0,1,2,1,0,0,0,4.368569E-10,1.109416E-08,0.000000004,1,1,0,0,0,1
677.3308,0,0,0,9.589944E-08,3.156385E-07,-9.121269E-08,1,1,0.0710528,0.7416701,-0.07957654,0.662227,0,0,0,0,213.9073,0,1,0,0,0,5.526822E-10,9.811944E-09,-3.948304E-09,1,1,0,0,0,1,1,1,0,0,0,4.167197E-10,6.625359E-09,-0.000000004,1,1,0,0,0,1,2,1,0,0,0,4.167197E-10,6.625359E-09,-0.000000004,1,1,0,0,0,1
677.3809,0,0,0,9.251165E-08,3.481516E-07,-1.407369E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,213.9073,0,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1,1,1,0,0,0,-1.205969E-09,8.152754E-09,-1.668952E-08,1,1,0,0,0,1,2,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1
677.4313,0,0,0,9.265292E-08,3.626595E-07,-1.567072E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,219.0004,0,1,0,0,0,0.000000002,4.562549E-09,4.755594E-09,1,1,0,0,0,1,1,1,0,0,0,-7.050199E-10,5.187492E-09,-4.61762E-09,1,1,0,0,0,1,2,1,0,0,0,-1.153746E-09,4.757909E-09,-1.61082E-08,1,1,0,0,0,1
