Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
149.8041,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,7199.985,0,1,-0.02894512,0.04841255,0.128536,5.792755E-08,-3.375301E-07,7.224139E-07,1,1,0,0,0,1,1,1,0,0,0,6.128771E-08,-3.654318E-07,7.823122E-07,1,1,0,0,0,1,2,1,0.4191365,0.05528155,-0.4252856,6.094727E-08,-3.553855E-07,7.68576E-07,1,1,0,0,0,1
149.8538,0,0,0,5.459547E-09,3.205427E-08,-9.256318E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,147.6979,0,1,0,0,0,1.611502E-09,1.013363E-08,-2.858095E-08,1,1,0,0,0,1,1,1,0,0,0,2.236544E-09,1.178701E-08,-3.540127E-08,1,1,0,0,0,1,2,1,0,0,0,1.611502E-09,1.013363E-08,-2.858095E-08,1,1,0,0,0,1
149.9035,0,0,0,1.734505E-08,0.000000075,-1.92252E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,147.6979,0,1,0,0,0,3.400517E-09,1.386274E-08,-3.116999E-08,1,1,0,0,0,1,1,1,0,0,0,4.459424E-09,1.353159E-08,-3.052854E-08,1,1,0,0,0,1,2,1,0,0,0,0.000000004,1.551612E-08,-0.000000038,1,1,0,0,0,1
149.9542,0,0,0,2.862214E-08,1.031545E-07,-1.374663E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,147.6979,0,1,0,0,0,3.792308E-09,9.523673E-09,1.622908E-08,1,1,0,0,0,1,1,1,0,0,0,0.000000004,9.333023E-09,1.92498E-08,1,1,0,0,0,1,2,1,0,0,0,3.490923E-09,9.333023E-09,1.93069E-08,1,1,0,0,0,1
150.0044,0,0,0,3.66059E-08,1.172157E-07,-2.046564E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,162.977,0,1,0,0,0,2.36112E-09,4.265293E-09,-1.423675E-08,1,1,0,0,0,1,1,1,0,0,0,3.274625E-09,6.467749E-09,-2.458146E-08,1,1,0,0,0,1,2,1,0,0,0,2.348015E-09,3.328211E-09,-2.837194E-08,1,1,0,0,0,1
150.0547,0,0,0,0.000000044,1.425502E-07,-0.000000322,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,162.977,0,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,1,1,0,0,0,2.361598E-09,9.331751E-09,-4.007989E-08,1,1,0,0,0,1,2,1,0,0,0,2.439162E-09,9.263241E-09,-3.756205E-08,1,1,0,0,0,1
150.1038,0,0,0,5.258754E-08,1.583644E-07,-3.011783E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,162.977,0,1,0,0,0,2.491094E-09,5.060539E-09,6.697134E-09,1,1,0,0,0,1,1,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,2,1,0,0,0,0.000000003,5.060539E-09,6.64003E-09,1,1,0,0,0,1
150.154,0,0,0,6.24453E-08,1.925082E-07,-2.342781E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,162.977,0,1,0,0,0,2.885077E-09,1.007849E-08,2.051249E-08,1,1,0,0,0,1,1,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,2,1,0,0,0,3.464863E-09,1.272167E-08,2.420095E-08,1,1,0,0,0,1
150.2038,0,0,0,7.613944E-08,2.251688E-07,-1.646218E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,162.977,0,1,0,0,0,4.158227E-09,9.925803E-09,2.165377E-08,1,1,0,0,0,1,1,1,0,0,0,4.786341E-09,1.036206E-08,2.255829E-08,1,1,0,0,0,1,2,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1
150.2537,0,0,0,9.172231E-08,2.59074E-07,-1.094367E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,152.7909,0,1,0,0,0,4.847727E-09,1.171076E-08,1.873664E-08,1,1,0,0,0,1,1,1,0,0,0,0.000000006,1.258327E-08,2.055786E-08,1,1,0,0,0,1,2,1,0,0,0,4.738555E-09,9.611002E-09,1.589064E-08,1,1,0,0,0,1
150.3034,0,0,0,9.475777E-08,2.952436E-07,-9.006715E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,162.977,0,1,0,0,0,1.753835E-10,1.065224E-08,1.482072E-10,1,1,0,0,0,1,1,1,0,0,0,1.560775E-09,0.000000013,1.155391E-08,1,1,0,0,0,1,2,1,0,0,0,1.299302E-09,1.253769E-08,7.667505E-09,1,1,0,0,0,1
