1,0.8486486487,0.2398884239,0.420711974
1.0077348066,0.3351351351,0.7740585774,0.3252427184
1,0.3594470046,0.2370990237,0.3511326861
1.0019607844,0.8341013825,0.4810126583,0.3754045307
1,0.5319727891,0.253164557,0.4014084507
1.0031347962,0.7945578232,0.6025316455,0.4330985915
1.0038759689,0.8385542169,0.2,0.5105633803
1.0036363636,0.2602409639,0.7180327868,0.1197183099
1,0.7364016736,0.2655737706,0.4253731344
1.0000000001,0.5857740586,0.3949044586,0.3059701493
1.0081900082,0.6855670103,0.7006369427,0.6044776119
1.002079002,0.8814432989,0.2579617834,0.1902985075
1,0.7396694215,0.1146245059,0.4795180723
1.0008745082,0.6818181818,0.2450592886,0.1445783132
1.0019588638,0.6666666667,0.814229249,0.3722891567
1.0015432098,0.4560185185,0.774535809,0.5951807229
1.0013586957,0.4277551021,0.1432360743,0.1804734
0.9999999999,0.8742857143,0.4880636605,0.49704142
1.0019986675,0.6045503791,0.5809128631,0.8047337
1,0.6435536294,0.7219917013,0
,0.3901098901,0.1784232365,0.4666666667
,0.8168498169,0.5118397085,0.2242424243
,0.8901209678,0.5409836066,0.4545454545
,0.2368951613,0.2659380692,0.2636363636
,0.3833819241,0.2421524664,0.2672413794
,0.8126822158,0.6591928251,0.5086206897
,0.5645805592,0.2959641256,0.3922413793
,0.7683089214,0.43772242,0.2586206897
,0.4294068505,0.6512455516,0.51171875
,0.8604845447,0.2669039146,0.2734375
,0.8459483526,0.2538699691,0.515625
,0.3027604631,0.2507739938,0.22265625
,,0.7399380805,0.5653021442
,,0.7176079734,0.0877192982
,,0.2375415283,0.1656920078
,,0.4667774086,0.5126705654
,,0.4025596277,0.05921053
,,0.6788830715,0.26754386
,,0.2646887726,0.6469298
,,0.6886314265,0.3070175
,,0.3200579291,0.2888616891
,,0.2932657494,0.3851489189
,,0.3638470451,0.5438596492
,,0.5469293164,0.2313341494
,,0.3012746234,0.2306733167
,,0.5012658228,0.6172069826
,,0.5189873417,0.253117207
,,0.3240506329,0.1271820448
,,0.3215138084,0.3628922237
,,0.409137402,0.2537517053
,,0.4616433686,0.5238744884
,,0.7004754358,0.2892223737
,,0.3058637084,0.6237876468
,,0.4659270999,0.1102603369
,,0.3510638298,0.4093925471
,,0.7398452611,0.3093415008
,,0.1885880077,0.0927666537
,,0.5855588527,0.2635880719
,,0.2324431256,0.3142623737
,,0.3837784372,0.514098894
,,0.3344425956,0.387755102
,,0.4309484193,0.262672811
,,0.4475873544,0.710994075
,,0.3902116402,0.3206056616
,,0.6825396826,0.223255814
,,0.3082010582,0.5662790698
,,0.3167115903,0.2744186047
,,0.4541778977,0.1941860465
,,0.4541778976,0.4465691788
,,0.7440677966,0.4668166479
,,0.2084745763,0.094488189
,,0.4542372881,0.5793025872
,,,0.5136452242
,,,0.1023391813
,,,0.4922027291
,,,0.3937621832
,,,0.1459129139
,,,0.430099314
,,,0.37433156
,,,0.3231474408
