3,3,14-Task0
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
50.51131,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,46.30626,53.83686,137.7833,0,1,0,0,0,-2.801829E-10,2.592281E-09,-3.570673E-10,1,1,0,0,0,1,1,1,0,0,0,-2.801829E-10,2.592281E-09,-3.570673E-10,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1
50.55963,0,0,0,5.312601E-09,3.980126E-08,-9.637533E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,175.0299,200.9059,492.1879,0,1,0,0,0,1.611502E-09,1.013363E-08,-2.858095E-08,1,1,0,0,0,1,1,1,0,0,0,2.024921E-09,1.269606E-08,-3.167896E-08,1,1,0,0,0,1,2,1,0,0,0,2.236544E-09,1.178701E-08,-3.540127E-08,1,1,0,0,0,1
50.60945,0,0,0,1.759784E-08,8.686112E-08,-1.779466E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,190.9849,219.045,535.1088,0,1,0,0,0,4.057142E-09,1.611329E-08,-2.728359E-08,1,1,0,0,0,1,1,1,0,0,0,4.459424E-09,1.353159E-08,-3.052854E-08,1,1,0,0,0,1,2,1,0,0,0,3.76868E-09,1.741497E-08,-2.375921E-08,1,1,0,0,0,1
50.65929,0,0,0,2.887493E-08,1.150509E-07,-1.231609E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,190.9881,219.048,535.1113,0,1,0,0,0,3.490923E-09,9.333023E-09,1.93069E-08,1,1,0,0,0,1,1,1,0,0,0,3.993866E-09,9.333023E-09,1.92498E-08,1,1,0,0,0,1,2,1,0,0,0,3.792308E-09,9.523673E-09,1.622908E-08,1,1,0,0,0,1
50.70928,0,0,0,3.698037E-08,1.258078E-07,-2.084065E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,190.9881,219.048,535.1113,0,1,0,0,0,2.559638E-09,2.419161E-09,-3.209426E-08,1,1,0,0,0,1,1,1,0,0,0,3.274625E-09,6.467749E-09,-2.458146E-08,1,1,0,0,0,1,2,1,0,0,0,2.271176E-09,1.870085E-09,-2.856989E-08,1,1,0,0,0,1
50.75933,0,0,0,4.309529E-08,1.479041E-07,-3.146484E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,190.9881,219.048,535.1113,0,1,0,0,0,1.736556E-09,7.67837E-09,-3.325956E-08,1,1,0,0,0,1,1,1,0,0,0,2.641781E-09,6.73947E-09,-3.972282E-08,1,1,0,0,0,1,2,1,0,0,0,1.736556E-09,7.67837E-09,-3.325956E-08,1,1,0,0,0,1
50.81028,0,0,0,5.326303E-08,1.649834E-07,-2.922454E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,190.9881,219.048,535.1113,0,1,0,0,0,3.556895E-09,5.693106E-09,7.44862E-09,1,1,0,0,0,1,1,1,0,0,0,2.994037E-09,5.060539E-09,6.64003E-09,1,1,0,0,0,1,2,1,0,0,0,3.616811E-09,6.325674E-09,8.314314E-09,1,1,0,0,0,1
50.85995,0,0,0,6.432334E-08,2.030356E-07,-2.199825E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,190.9881,219.048,535.1113,0,1,0,0,0,4.027721E-09,1.335424E-08,2.500954E-08,1,1,0,0,0,1,1,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,2,1,0,0,0,3.524778E-09,1.335424E-08,2.506664E-08,1,1,0,0,0,1
50.91002,0,0,0,8.034846E-08,2.383659E-07,-1.544748E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,190.9881,219.048,535.1113,0,1,0,0,0,5.744351E-09,1.280325E-08,2.336688E-08,1,1,0,0,0,1,1,1,0,0,0,5.116237E-09,1.2367E-08,2.246236E-08,1,1,0,0,0,1,2,1,0,0,0,5.164564E-09,1.016008E-08,1.967842E-08,1,1,0,0,0,1
50.95918,0,0,0,9.58336E-08,2.658827E-07,-1.078304E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,190.9881,219.048,535.1113,0,1,0,0,0,5.328097E-09,9.958097E-09,1.682292E-08,1,1,0,0,0,1,1,1,0,0,0,5.420342E-09,1.004725E-08,1.678906E-08,1,1,0,0,0,1,2,1,0,0,0,4.736728E-09,7.511237E-09,1.303244E-08,1,1,0,0,0,1
51.01007,0,0,0,1.002544E-07,3.043796E-07,-7.705509E-08,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,130.676,149.875,366.1288,0,1,0,0,0,1.560775E-09,1.297961E-08,1.155391E-08,1,1,0,0,0,1,1,1,0,0,0,1.560775E-09,1.297961E-08,1.155391E-08,1,1,0,0,0,1,2,1,0,0,0,1.299302E-09,1.253769E-08,7.667505E-09,1,1,0,0,0,1
51.05934,0,0,0,1.022705E-07,3.299782E-07,-8.514958E-08,1,1,0.0710528,0.7416701,-0.07957654,0.662227,0,0,0,0,185.9621,213.2836,521.0294,0,1,0,0,0,4.927669E-10,9.179377E-09,-4.813998E-09,1,1,0,0,0,1,1,1,0,0,0,9.911607E-10,7.061612E-09,-3.043823E-09,1,1,0,0,0,1,2,1,0,0,0,5.321342E-10,9.357692E-09,-2.366365E-10,1,1,0,0,0,1
51.10991,0,0,0,9.888272E-08,3.624914E-07,-1.346739E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,190.9881,219.048,535.1113,0,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1,1,1,0,0,0,-1.205969E-09,8.152754E-09,-1.668952E-08,1,1,0,0,0,1,2,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1
51.15916,0,0,0,1.042781E-07,3.76751E-07,-1.294692E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,185.9621,213.2836,521.0295,0,1,0,0,0,1.798458E-09,4.753199E-09,1.734879E-09,1,1,0,0,0,1,1,1,0,0,0,1.798458E-09,4.753199E-09,1.734879E-09,1,1,0,0,0,1,2,1,0,0,0,1.798458E-09,4.753199E-09,1.734879E-09,1,1,0,0,0,1
51.2093,0,0,0,9.538385E-08,3.812189E-07,-1.476932E-07,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,185.9621,213.2836,521.0295,0,1,0,0,0,-3.068421E-09,1.764428E-09,-7.813849E-09,1,1,0,0,0,1,1,1,0,0,0,-3.068421E-09,1.764428E-09,-7.813849E-09,1,1,0,0,0,1,2,1,0,0,0,-2.757454E-09,9.390924E-10,-2.596174E-09,1,1,0,0,0,1
