4,3,20-Task0
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
91.85513,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,18.5225,21.53474,55.11333,0,1,0,0,0,-2.801829E-10,2.592281E-09,-3.570673E-10,1,1,0,0,0,1,1,1,0,0,0,-2.801829E-10,2.592281E-09,-3.570673E-10,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,-2.801829E-10,2.592281E-09,-3.570673E-10,1,1,0,0,0,1
91.9038,0,0,0,9.510175E-09,6.026749E-08,-1.433769E-07,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,99.94049,114.7296,281.1914,0,1,0,0,0,3.006984E-09,1.136453E-08,-3.794428E-08,1,1,0,0,0,1,1,1,0,0,0,2.515179E-09,1.486586E-08,-3.457903E-08,1,1,0,0,0,1,2,1,0,0,0,2.10176E-09,1.230343E-08,-3.148102E-08,1,1,0,0,0,1,3,1,0,0,0,2.726802E-09,1.395681E-08,-3.830135E-08,1,1,0,0,0,1
91.95437,0,0,0,2.691198E-08,1.2842E-07,-2.663498E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,120.6221,138.3442,337.9634,0,1,0,0,0,4.682184E-09,1.776667E-08,-3.410392E-08,1,1,0,0,0,1,1,1,0,0,0,4.682184E-09,1.776667E-08,-3.410392E-08,1,1,0,0,0,1,2,1,0,0,0,4.057142E-09,1.611329E-08,-2.728359E-08,1,1,0,0,0,1,3,1,0,0,0,3.980303E-09,1.650592E-08,-2.748153E-08,1,1,0,0,0,1
92.003,0,0,0,4.04605E-08,1.600238E-07,-2.004998E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,115.598,132.5817,323.8831,0,1,0,0,0,2.911137E-09,6.689847E-09,1.561843E-08,1,1,0,0,0,1,1,1,0,0,0,3.993866E-09,9.333023E-09,1.92498E-08,1,1,0,0,0,1,2,1,0,0,0,3.431008E-09,8.700455E-09,1.844121E-08,1,1,0,0,0,1,3,1,0,0,0,3.212522E-09,6.880497E-09,1.254062E-08,1,1,0,0,0,1
92.05412,0,0,0,5.528909E-08,1.938301E-07,-3.187644E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,120.624,138.3461,337.965,0,1,0,0,0,3.139424E-09,5.062335E-09,-2.840579E-08,1,1,0,0,0,1,1,1,0,0,0,3.688044E-09,9.03018E-09,-2.767947E-08,1,1,0,0,0,1,2,1,0,0,0,3.688044E-09,9.03018E-09,-2.767947E-08,1,1,0,0,0,1,3,1,0,0,0,4.313086E-09,1.068356E-08,-3.449981E-08,1,1,0,0,0,1
92.10465,0,0,0,6.508415E-08,2.33201E-07,-4.695426E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,120.624,138.3461,337.9651,0,1,0,0,0,1.524933E-09,8.58742E-09,-2.953724E-08,1,1,0,0,0,1,1,1,0,0,0,3.064204E-09,1.091662E-08,-4.438239E-08,1,1,0,0,0,1,2,1,0,0,0,1.448094E-09,8.980049E-09,-2.973519E-08,1,1,0,0,0,1,3,1,0,0,0,3.757806E-09,1.088677E-08,-4.712334E-08,1,1,0,0,0,1
92.15334,0,0,0,7.7743E-08,2.553409E-07,-4.404425E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,115.598,132.5817,323.8832,0,1,0,0,0,3.556895E-09,5.693106E-09,7.44862E-09,1,1,0,0,0,1,1,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1,2,1,0,0,0,2.994037E-09,5.060539E-09,6.64003E-09,1,1,0,0,0,1,3,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1
92.20412,0,0,0,9.190802E-08,3.051179E-07,-3.520343E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,120.624,138.3461,337.9651,0,1,0,0,0,3.826163E-09,1.354489E-08,2.198883E-08,1,1,0,0,0,1,1,1,0,0,0,3.306293E-09,1.153428E-08,1.916606E-08,1,1,0,0,0,1,2,1,0,0,0,3.507851E-09,1.134363E-08,2.218677E-08,1,1,0,0,0,1,3,1,0,0,0,3.524778E-09,1.335424E-08,2.506664E-08,1,1,0,0,0,1
92.25291,0,0,0,1.107783E-07,3.477423E-07,-2.625976E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,115.598,132.5817,323.8832,0,1,0,0,0,4.786341E-09,1.036206E-08,2.255829E-08,1,1,0,0,0,1,1,1,0,0,0,5.116237E-09,1.2367E-08,2.246236E-08,1,1,0,0,0,1,2,1,0,0,0,4.16981E-09,9.729489E-09,2.175579E-08,1,1,0,0,0,1,3,1,0,0,0,4.797924E-09,1.016574E-08,2.266031E-08,1,1,0,0,0,1
92.30264,0,0,0,1.318755E-07,3.938838E-07,-1.87799E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,115.598,132.5817,323.8832,0,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1,1,1,0,0,0,5.475841E-09,1.214702E-08,1.964116E-08,1,1,0,0,0,1,2,1,0,0,0,4.777127E-09,9.700158E-09,1.586287E-08,1,1,0,0,0,1,3,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1
92.35351,0,0,0,1.346213E-07,4.428904E-07,-1.680216E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,120.624,138.3461,337.9651,0,1,0,0,0,4.368569E-10,1.109416E-08,4.034615E-09,1,1,0,0,0,1,1,1,0,0,0,8.053239E-10,1.318825E-08,3.91092E-09,1,1,0,0,0,1,2,1,0,0,0,4.368569E-10,1.109416E-08,4.034615E-09,1,1,0,0,0,1,3,1,0,0,0,1.066797E-09,1.363017E-08,7.797328E-09,1,1,0,0,0,1
92.40264,0,0,0,1.38808E-07,4.795357E-07,-1.687886E-07,1,1,0.0710528,0.7416701,-0.07957654,0.662227,0,0,0,0,115.598,132.5817,323.8832,0,1,0,0,0,1.04666E-09,9.161377E-09,-1.917195E-10,1,1,0,0,0,1,1,1,0,0,0,5.526822E-10,9.811944E-09,-3.948304E-09,1,1,0,0,0,1,2,1,0,0,0,1.540638E-09,8.51081E-09,3.564865E-09,1,1,0,0,0,1,3,1,0,0,0,1.04666E-09,9.161377E-09,-1.9172E-10,1,1,0,0,0,1
92.45366,0,0,0,1.344443E-07,5.282563E-07,-2.34458E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,120.624,138.3461,337.9651,0,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1,1,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1,2,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1,3,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1
92.50284,0,0,0,1.427824E-07,5.468575E-07,-2.092506E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,115.598,132.5817,323.8832,0,1,0,0,0,1.925795E-09,4.108297E-09,8.473355E-09,1,1,0,0,0,1,1,1,0,0,0,2.059931E-09,5.195117E-09,5.621287E-09,1,1,0,0,0,1,2,1,0,0,0,1.798458E-09,4.753199E-09,1.734879E-09,1,1,0,0,0,1,3,1,0,0,0,2.553909E-09,4.54455E-09,9.377872E-09,1,1,0,0,0,1
92.55382,0,0,0,1.321028E-07,5.488063E-07,-2.077854E-07,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,120.624,138.3461,337.9651,0,1,0,0,0,-2.846181E-09,9.570924E-10,-2.642656E-09,1,1,0,0,0,1,1,1,0,0,0,-2.357761E-09,9.575668E-11,2.667984E-09,1,1,0,0,0,1,2,1,0,0,0,-2.535215E-09,1.317568E-10,2.57502E-09,1,1,0,0,0,1,3,1,0,0,0,-2.940466E-09,7.643241E-10,-1.135083E-09,1,1,0,0,0,1
92.60358,0,0,0,1.32592E-07,5.584628E-07,-1.869932E-07,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,115.598,132.5817,323.8832,0,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1,1,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1,2,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1,3,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1
92.65316,0,0,0,1.268686E-07,5.831554E-07,-1.321862E-07,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,145.754,167.1682,408.3745,0,1,0,0,0,-1.484724E-09,5.762715E-09,1.402333E-08,1,1,0,0,0,1,1,1,0,0,0,-1.484724E-09,5.762715E-09,1.402333E-08,1,1,0,0,0,1,2,1,0,0,0,-1.301712E-09,5.937483E-09,1.256224E-08,1,1,0,0,0,1,3,1,0,0,0,-1.452248E-09,7.229841E-09,1.419803E-08,1,1,0,0,0,1
92.7038,0,0,0,1.39978E-07,5.827545E-07,1.468386E-08,1,1,0.07105277,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,2.809883E-09,-1.707785E-10,3.484159E-08,1,1,0,0,0,1,1,1,0,0,0,3.426932E-09,-1.707151E-10,3.938965E-08,1,1,0,0,0,1,2,1,0,0,0,3.262673E-09,-6.362125E-11,3.471024E-08,1,1,0,0,0,1,3,1,0,0,0,3.609943E-09,4.053173E-12,3.792856E-08,1,1,0,0,0,1
92.75278,0,0,0,1.604595E-07,5.955159E-07,1.648594E-07,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,5.493974E-09,1.949482E-09,4.088756E-08,1,1,0,0,0,1,1,1,0,0,0,5.553438E-09,3.70208E-09,4.093248E-08,1,1,0,0,0,1,2,1,0,0,0,4.995854E-09,3.603859E-09,3.642934E-08,1,1,0,0,0,1,3,1,0,0,0,4.438269E-09,3.505639E-09,3.192621E-08,1,1,0,0,0,1
92.80329,0,0,0,1.755023E-07,5.947329E-07,2.882539E-07,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,5.028299E-09,-1.957438E-10,4.109545E-08,1,1,0,0,0,1,1,1,0,0,0,5.028299E-09,-1.957438E-10,4.109545E-08,1,1,0,0,0,1,2,1,0,0,0,4.986211E-09,-3.920581E-10,4.120356E-08,1,1,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1
92.8529,0,0,0,2.018578E-07,6.178832E-07,5.448694E-07,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,4.522009E-09,2.171129E-09,4.004892E-08,1,1,0,0,0,1,1,1,0,0,0,5.68506E-09,2.465727E-09,4.899809E-08,1,1,0,0,0,1,2,1,0,0,0,5.079594E-09,2.269349E-09,4.455205E-08,1,1,0,0,0,1,3,1,0,0,0,1.106912E-08,1.624301E-08,1.230163E-07,1,1,0,0,0,1
92.90356,0,0,0,2.240973E-07,6.192602E-07,7.171091E-07,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,5.825285E-09,3.932628E-10,4.531305E-08,1,1,0,0,0,1,1,1,0,0,0,5.321373E-09,2.950423E-10,4.080382E-08,1,1,0,0,0,1,2,1,0,0,0,5.2677E-09,2.950422E-10,4.080992E-08,1,1,0,0,0,1,3,1,0,0,0,5.825285E-09,3.932628E-10,4.531305E-08,1,1,0,0,0,1
92.95368,0,0,0,2.436591E-07,6.219128E-07,8.751269E-07,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,5.029844E-09,6.876706E-10,4.063025E-08,1,1,0,0,0,1,1,1,0,0,0,5.029844E-09,6.876706E-10,4.063025E-08,1,1,0,0,0,1,2,1,0,0,0,4.472259E-09,5.8945E-10,3.612712E-08,1,1,0,0,0,1,3,1,0,0,0,5.029844E-09,6.876706E-10,4.063025E-08,1,1,0,0,0,1
93.00269,0,0,0,2.593006E-07,6.240999E-07,1.055278E-06,1,1,0.07105279,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,3.613574E-09,6.89771E-10,4.095534E-08,1,1,0,0,0,1,1,1,0,0,0,4.335418E-09,6.808977E-10,5.013788E-08,1,1,0,0,0,1,2,1,0,0,0,3.867804E-09,8.771486E-10,4.546953E-08,1,1,0,0,0,1,3,1,0,0,0,3.824781E-09,-6.092649E-11,4.358818E-08,1,1,0,0,0,1
93.05276,0,0,0,2.779878E-07,6.280734E-07,1.236358E-06,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,4.671828E-09,9.933059E-10,4.527002E-08,1,1,0,0,0,1,1,1,0,0,0,4.671828E-09,9.933059E-10,4.527002E-08,1,1,0,0,0,1,2,1,0,0,0,4.671828E-09,9.933059E-10,4.527002E-08,1,1,0,0,0,1,3,1,0,0,0,4.671828E-09,9.933059E-10,4.527002E-08,1,1,0,0,0,1
93.10321,0,0,0,2.779118E-07,6.268201E-07,1.226304E-06,1,1,0.07105277,0.7416701,-0.0795765,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,-2.906396E-10,-2.448021E-10,-4.862001E-09,1,1,0,0,0,1,1,1,0,0,0,3.148267E-10,-4.842443E-11,-4.159657E-10,1,1,0,0,0,1,2,1,0,0,0,1.903856E-10,-7.15105E-10,8.464207E-11,1,1,0,0,0,1,3,1,0,0,0,-2.906396E-10,-2.448021E-10,-4.862001E-09,1,1,0,0,0,1
93.15372,0,0,0,2.950908E-07,6.426467E-07,1.331686E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,3.981528E-09,3.809302E-09,2.414962E-08,1,1,0,0,0,1,1,1,0,0,0,4.586994E-09,4.00568E-09,2.859566E-08,1,1,0,0,0,1,2,1,0,0,0,4.023618E-09,4.005616E-09,2.404151E-08,1,1,0,0,0,1,3,1,0,0,0,4.586994E-09,4.00568E-09,2.859566E-08,1,1,0,0,0,1
93.20399,0,0,0,3.151639E-07,6.461828E-07,1.493799E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.25286,0,0,0,3.275995E-07,6.45925E-07,1.654582E-06,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,140.728,161.4038,394.2925,0,1,0,0,0,3.444962E-09,6.272736E-11,4.12333E-08,1,1,0,0,0,1,1,1,0,0,0,3.051637E-09,-1.42587E-10,4.140957E-08,1,1,0,0,0,1,2,1,0,0,0,2.887377E-09,-3.549318E-11,3.673017E-08,1,1,0,0,0,1,3,1,0,0,0,3.051637E-09,-1.42587E-10,4.140957E-08,1,1,0,0,0,1
93.3037,0,0,0,3.315864E-07,6.478065E-07,1.797626E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,140.728,161.4038,394.2925,0,1,0,0,0,7.820073E-10,4.632938E-10,3.298196E-08,1,1,0,0,0,1,1,1,0,0,0,9.46267E-10,3.562001E-10,3.766137E-08,1,1,0,0,0,1,2,1,0,0,0,1.129278E-09,5.309683E-10,3.620028E-08,1,1,0,0,0,1,3,1,0,0,0,1.129278E-09,5.309683E-10,3.620028E-08,1,1,0,0,0,1
93.35401,0,0,0,3.473719E-07,6.647768E-07,2.019984E-06,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,3.937726E-09,4.389638E-09,5.551271E-08,1,1,0,0,0,1,1,1,0,0,0,3.949308E-09,4.193324E-09,5.561473E-08,1,1,0,0,0,1,2,1,0,0,0,3.949308E-09,4.193324E-09,5.561473E-08,1,1,0,0,0,1,3,1,0,0,0,3.949308E-09,4.193324E-09,5.561473E-08,1,1,0,0,0,1
93.40273,0,0,0,3.596905E-07,6.651394E-07,2.160576E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,2.750419E-09,-7.262144E-11,3.479668E-08,1,1,0,0,0,1,1,1,0,0,0,3.491015E-09,2.003674E-10,3.783872E-08,1,1,0,0,0,1,2,1,0,0,0,2.58616E-09,3.447238E-11,3.011727E-08,1,1,0,0,0,1,3,1,0,0,0,3.491015E-09,2.003674E-10,3.783872E-08,1,1,0,0,0,1
93.45389,0,0,0,3.803212E-07,6.687736E-07,2.327192E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.6971,436.5382,0,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1,1,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1,2,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.50414,0,0,0,3.998367E-07,6.722115E-07,2.484803E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.55328,0,0,0,4.187946E-07,6.755512E-07,2.63791E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.60273,0,0,0,4.383101E-07,6.789891E-07,2.795521E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.65395,0,0,0,4.589407E-07,6.826234E-07,2.962137E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.697,436.5382,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.70352,0,0,0,4.790138E-07,6.861595E-07,3.124251E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1
93.75324,0,0,0,4.985294E-07,6.895974E-07,3.281861E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.80321,0,0,0,5.180449E-07,6.930353E-07,3.439472E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.85333,0,0,0,5.381181E-07,6.965714E-07,3.601585E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.90317,0,0,0,5.581913E-07,7.001075E-07,3.763699E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
93.95293,0,0,0,5.771493E-07,7.034472E-07,3.916805E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,3.903092E-09,6.875438E-10,3.152196E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
94.00256,0,0,0,5.966649E-07,7.068851E-07,4.074415E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4563,0,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,3,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1
94.0535,0,0,0,6.178533E-07,7.106177E-07,4.245534E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.697,436.5381,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1
94.10279,0,0,0,6.379264E-07,7.141536E-07,4.407647E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,150.78,172.9326,422.4561,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
94.15288,0,0,0,6.579995E-07,7.176895E-07,4.569761E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.697,436.538,0,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,4.460677E-09,7.857643E-10,3.60251E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
94.2035,0,0,0,6.780726E-07,7.212255E-07,4.731874E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,155.806,178.697,436.538,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,1,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,2,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1,3,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
