2,3,6-Task0
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
66.84458,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,4.630626,5.383685,13.77833,0,1,0,0,0,0.1069103,0.2227841,-0.04945983,0.967725,1,0,0,0,1,1,1,0,0,0,-2.801829E-10,2.592281E-09,-3.570673E-10,1,1,0,0,0,1
66.9283,0,0,0,-5.11548E-09,1.020235E-07,-6.332932E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,180.3878,206.9903,506.5251,0,1,0,0,0,-6.161178E-09,7.251309E-08,-2.28856E-08,1,1,0,0,0,1,1,1,0,0,0,1.325887E-09,2.691822E-08,-4.008669E-08,1,1,0,0,0,1
66.97837,0,0,0,8.024987E-09,1.414457E-07,-1.725247E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,256.3217,293.9814,718.1718,0,1,0,0,0,8.458278E-09,2.165544E-08,-7.509136E-08,1,1,0,0,0,1,1,1,0,0,0,4.682184E-09,1.776667E-08,-3.410392E-08,1,1,0,0,0,1
67.0287,0,0,0,1.49899E-08,1.581011E-07,-1.367907E-07,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,271.4041,311.2788,760.4208,0,1,0,0,0,3.490923E-09,9.333023E-09,1.93069E-08,1,1,0,0,0,1,1,1,0,0,0,3.473996E-09,7.322415E-09,1.642703E-08,1,1,0,0,0,1
67.07842,0,0,0,2.09803E-08,1.676767E-07,-1.90078E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,256.3261,293.9855,718.1753,0,1,0,0,0,3.139424E-09,5.062335E-09,-2.840579E-08,1,1,0,0,0,1,1,1,0,0,0,2.850961E-09,4.51326E-09,-2.488142E-08,1,1,0,0,0,1
67.12875,0,0,0,2.556945E-08,1.871808E-07,-2.639977E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,256.3261,293.9855,718.1753,0,1,0,0,0,2.439162E-09,9.263241E-09,-3.756205E-08,1,1,0,0,0,1,1,1,0,0,0,2.149975E-09,1.02408E-08,-3.635758E-08,1,1,0,0,0,1
67.17866,0,0,0,3.21803E-08,1.985671E-07,-2.490433E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,256.3261,293.9855,718.1753,0,1,0,0,0,3.556895E-09,5.693106E-09,7.44862E-09,1,1,0,0,0,1,1,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1
67.2287,0,0,0,3.931275E-08,2.236462E-07,-2.078884E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,256.3261,293.9855,718.1753,0,1,0,0,0,3.826163E-09,1.354489E-08,2.198883E-08,1,1,0,0,0,1,1,1,0,0,0,3.306293E-09,1.153428E-08,1.916606E-08,1,1,0,0,0,1
67.27854,0,0,0,4.980669E-08,2.488222E-07,-1.590773E-07,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,256.3261,293.9855,718.1754,0,1,0,0,0,5.37771E-09,1.280892E-08,2.634877E-08,1,1,0,0,0,1,1,1,0,0,0,5.116237E-09,1.2367E-08,2.246236E-08,1,1,0,0,0,1
67.32948,0,0,0,6.063409E-08,2.711059E-07,-1.226627E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,276.4301,317.0433,774.5027,0,1,0,0,0,5.40524E-09,1.013641E-08,1.676738E-08,1,1,0,0,0,1,1,1,0,0,0,5.422168E-09,1.214702E-08,1.964725E-08,1,1,0,0,0,1
67.37857,0,0,0,6.150781E-08,2.932943E-07,-1.145936E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,251.3001,288.2211,704.0934,0,1,0,0,0,4.368569E-10,1.109416E-08,4.034615E-09,1,1,0,0,0,1,1,1,0,0,0,4.368569E-10,1.109416E-08,4.034615E-09,1,1,0,0,0,1
67.42903,0,0,0,6.15448E-08,3.131325E-07,-1.271575E-07,1,1,0.0710528,0.7416701,-0.07957654,0.662227,0,0,0,0,266.3781,305.5144,746.339,0,1,0,0,0,5.526822E-10,9.811944E-09,-3.948304E-09,1,1,0,0,0,1,1,1,0,0,0,-5.157364E-10,1.002626E-08,-8.615499E-09,1,1,0,0,0,1
67.47878,0,0,0,5.817951E-08,3.336798E-07,-1.649316E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,231.1961,265.1634,647.7661,0,1,0,0,0,-2.274387E-09,8.367069E-09,-2.135671E-08,1,1,0,0,0,1,1,1,0,0,0,-1.09093E-09,1.218017E-08,-1.641733E-08,1,1,0,0,0,1
67.52872,0,0,0,6.167129E-08,3.43634E-07,-1.545936E-07,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,256.3261,293.9855,718.1754,0,1,0,0,0,2.059931E-09,5.195117E-09,5.621287E-09,1,1,0,0,0,1,1,1,0,0,0,1.431817E-09,4.758864E-09,4.716771E-09,1,1,0,0,0,1
67.57827,0,0,0,5.593417E-08,3.463195E-07,-1.649573E-07,1,1,0.07105279,0.7416701,-0.07957653,0.662227,0,0,0,0,251.3001,288.2211,704.0935,0,1,0,0,0,-2.757454E-09,9.390924E-10,-2.596174E-09,1,1,0,0,0,1,1,1,0,0,0,-2.979694E-09,1.746428E-09,-7.767367E-09,1,1,0,0,0,1
67.62828,0,0,0,5.617872E-08,3.511478E-07,-1.545612E-07,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,266.3781,305.5144,746.3391,0,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1,1,1,0,0,0,1.222667E-10,2.414128E-09,5.198044E-09,1,1,0,0,0,1
67.67912,0,0,0,5.320928E-08,3.626733E-07,-1.265146E-07,1,1,0.07105279,0.7416701,-0.07957654,0.662227,0,0,0,0,271.4041,311.2788,760.4209,0,1,0,0,0,-1.484724E-09,5.762715E-09,1.402333E-08,1,1,0,0,0,1,1,1,0,0,0,-1.484724E-09,5.762715E-09,1.402333E-08,1,1,0,0,0,1
67.72919,0,0,0,5.989888E-08,3.62439E-07,-5.241472E-08,1,1,0.07105277,0.7416701,-0.07957652,0.662227,0,0,0,0,266.3781,305.5144,746.3391,0,1,0,0,0,3.426932E-09,-1.707151E-10,3.938965E-08,1,1,0,0,0,1,1,1,0,0,0,3.262673E-09,-6.362125E-11,3.471024E-08,1,1,0,0,0,1
67.77895,0,0,0,7.100576E-08,3.698434E-07,2.945024E-08,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,246.2741,282.4567,690.0116,0,1,0,0,0,5.553438E-09,3.70208E-09,4.093248E-08,1,1,0,0,0,1,1,1,0,0,0,5.553438E-09,3.70208E-09,4.093248E-08,1,1,0,0,0,1
67.82871,0,0,0,8.106237E-08,3.694522E-07,1.116412E-07,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,251.3001,288.2211,704.0934,0,1,0,0,0,5.028299E-09,-1.957438E-10,4.109545E-08,1,1,0,0,0,1,1,1,0,0,0,5.028299E-09,-1.957438E-10,4.109545E-08,1,1,0,0,0,1
67.87869,0,0,0,9.126364E-08,3.741875E-07,2.006372E-07,1,1,0.07105277,0.7416701,-0.07957651,0.662227,0,0,0,0,261.3521,299.75,732.2571,0,1,0,0,0,5.121684E-09,2.465663E-09,4.444394E-08,1,1,0,0,0,1,1,1,0,0,0,5.079594E-09,2.269349E-09,4.455205E-08,1,1,0,0,0,1
67.92879,0,0,0,1.01799E-07,3.747778E-07,2.82257E-07,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,256.3261,293.9855,718.1753,0,1,0,0,0,5.2677E-09,2.950422E-10,4.080992E-08,1,1,0,0,0,1,1,1,0,0,0,5.2677E-09,2.950422E-10,4.080992E-08,1,1,0,0,0,1
67.979,0,0,0,1.118587E-07,3.761532E-07,3.635176E-07,1,1.055337,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,246.9451,283.1042,690.5286,0,1,0,0,0,5.029844E-09,6.876706E-10,4.063025E-08,1,1.055337,0,0,0,1,1,1,0,0,0,5.029844E-09,6.876706E-10,4.063025E-08,1,1,0,0,0,1
