3,3,Nadir-CHIChallenge
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
1430.189,0.977,-0.187,-1.75,0,0,0,1,1,0.1635913,0.08044753,-0.01338605,0.9831516,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,-8.676447E-08,-1.999114E-08,4.711916E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.236,0.977,-0.187,-1.75,5.188119E-08,1.066334E-08,-9.477766E-09,1,1,0.1635383,0.08034316,-0.01336411,0.9831692,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,2.237442E-08,5.800089E-10,-1.064989E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.285,0.977,-0.187,-1.75,1.396478E-07,4.353133E-08,2.509382E-09,1,1,0.1634599,0.08018927,-0.01333177,0.9831952,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,1.279373E-09,1.56168E-08,1.016437E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.334,0.977,-0.187,-1.75,1.866206E-07,5.430502E-08,-1.508323E-09,1,1,0.1634201,0.08011113,-0.01331535,0.9832085,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,1.290263E-08,9.755954E-09,2.827389E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.385,0.977,-0.187,-1.75,4.485737E-07,1.635514E-07,-2.047381E-09,1,1,0.1634239,0.08011845,-0.0133169,0.9832072,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,1.85187E-07,7.907799E-08,-2.109002E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.434,0.977,-0.187,-1.75,4.138215E-07,1.85697E-07,1.482223E-08,1,1,0.1634531,0.08017601,-0.01332898,0.9831975,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,2.955023E-08,2.027282E-08,6.744462E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.487,0.977,-0.187,-1.75,4.121272E-07,1.515903E-07,3.7304E-09,1,1,0.1634887,0.08024582,-0.01334365,0.9831856,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,-2.190398E-08,8.514462E-09,-6.626494E-10,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.535,0.977,-0.187,-1.75,4.805631E-07,1.547377E-07,-2.874004E-10,1,1,0.1635263,0.08031982,-0.0133592,0.9831731,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,2.520371E-08,-6.54092E-09,-8.794871E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.585,0.977,-0.187,-1.75,4.033107E-07,1.544537E-07,5.609766E-09,1,1,0.1635526,0.08037148,-0.01337006,0.9831644,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,-4.437812E-08,2.439959E-10,3.683443E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.635,0.977,-0.187,-1.75,5.408135E-07,1.8539E-07,-5.17598E-09,1,1,0.1635684,0.0804024,-0.01337656,0.9831592,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,4.749911E-08,1.301008E-08,-6.075138E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.685,0.977,-0.187,-1.75,5.806362E-07,1.979036E-07,-5.415113E-09,1,1,0.1635778,0.08042083,-0.01338044,0.983156,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,2.994211E-08,1.196254E-08,1.338923E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1430.735,0.977,-0.187,-1.75,6.501708E-07,2.209403E-07,-1.000305E-08,1,1,0.1635833,0.0804318,-0.01338274,0.9831542,0,0,0,0,3.331396,0.1543196,0.1728469,0,1,0,0,0,5.058665E-08,1.335811E-08,-5.60346E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1
