2,3,Kai-CHIChallenge
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
1367.113,0.977,-0.187,-1.75,0,0,0,1,1,0.1635913,0.08044753,-0.01338605,0.9831516,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,-4.569203E-06,-1.333748E-06,-6.976289E-07,1,1,0,0,0,1,1,1,0,0,0,-5.217086E-06,-1.522865E-06,-7.965504E-07,1,1,0,0,0,1
1367.16,0.977,-0.187,-1.75,5.087825E-08,1.363781E-08,-9.24328E-09,1,1,0.1635383,0.08034316,-0.01336411,0.9831692,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,2.422014E-08,-6.196013E-09,-2.993281E-09,1,1,0,0,0,1,1,1,0,0,0,2.66581E-08,1.983382E-08,-6.250001E-09,1,1,0,0,0,1
1367.212,0.977,-0.187,-1.75,-2.496715E-08,5.302059E-08,2.266189E-08,1,1,0.1634599,0.08018927,-0.01333177,0.9831952,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,-8.16617E-08,1.10301E-08,1.739808E-08,1,1,0,0,0,1,1,1,0,0,0,5.816316E-09,2.835269E-08,1.450709E-08,1,1,0,0,0,1
1367.26,0.977,-0.187,-1.75,-2.355292E-08,5.454636E-08,1.630157E-08,1,1,0.1634201,0.08011113,-0.01331535,0.9832085,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,-1.363884E-08,-9.856177E-09,-9.658945E-09,1,1,0,0,0,1,1,1,0,0,0,1.505307E-08,1.138195E-08,3.29862E-09,1,1,0,0,0,1
1367.312,0.977,-0.187,-1.75,3.387579E-08,1.123896E-07,3.451085E-08,1,1,0.1634239,0.08011845,-0.0133169,0.9832072,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,2.48165E-08,1.790847E-08,9.886802E-09,1,1,0,0,0,1,1,1,0,0,0,3.261222E-08,3.993469E-08,8.322458E-09,1,1,0,0,0,1
1367.361,0.977,-0.187,-1.75,7.166863E-08,1.046579E-07,3.677422E-08,1,1,0.1634531,0.08017601,-0.01332898,0.9831975,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,2.955023E-08,2.027282E-08,6.744462E-09,1,1,0,0,0,1,1,1,0,0,0,8.242603E-09,-2.800445E-08,-4.481102E-09,1,1,0,0,0,1
1367.411,0.977,-0.187,-1.75,1.007001E-07,3.826322E-08,2.146676E-08,1,1,0.1634887,0.08024582,-0.01334365,0.9831856,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,1.641376E-08,-3.633862E-08,-8.578885E-09,1,1,0,0,0,1,1,1,0,0,0,1.261777E-08,-3.005609E-08,-6.728574E-09,1,1,0,0,0,1
1367.462,0.977,-0.187,-1.75,1.55882E-07,4.260348E-08,3.953095E-08,1,1,0.1635263,0.08031982,-0.0133592,0.9831731,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,4.323219E-08,9.688328E-09,4.777062E-09,1,1,0,0,0,1,1,1,0,0,0,1.194976E-08,-5.348101E-09,1.32871E-08,0.9999997,1,0,0,0,1
1367.512,0.977,-0.187,-1.75,1.309068E-07,5.035466E-08,4.969818E-08,1,1,0.1635526,0.08037148,-0.01337006,0.9831644,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,-3.865648E-08,1.480259E-09,6.202904E-09,1,1,0,0,0,1,1,1,0,0,0,1.36813E-08,6.270916E-09,3.964326E-09,1,1,0,0,0,1
1367.561,0.977,-0.187,-1.75,2.133043E-07,8.409216E-08,4.234025E-08,1,1,0.1635684,0.0804024,-0.01337656,0.9831592,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,5.518153E-08,2.488567E-08,-4.686881E-10,1,1,0,0,0,1,1,1,0,0,0,2.721598E-08,8.851817E-09,-6.889234E-09,1,1,0,0,0,1
1367.613,0.977,-0.187,-1.75,2.473301E-07,1.050406E-07,5.241572E-08,1,1,0.1635778,0.08042083,-0.01338044,0.983156,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,2.804112E-08,1.255762E-08,1.723621E-09,1,1,0,0,0,1,1,1,0,0,0,5.984751E-09,8.390801E-09,8.351837E-09,1,1,0,0,0,1
1367.677,0.977,-0.187,-1.75,3.618252E-07,6.706253E-08,3.035202E-08,1,1,0.1635833,0.0804318,-0.01338274,0.9831542,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,5.761489E-08,1.294206E-08,-6.562798E-09,1,1,0,0,0,1,1,1,0,0,0,5.688027E-08,-5.092013E-08,-1.550096E-08,1,1,0,0,0,1
1367.728,0.977,-0.187,-1.75,3.583892E-07,7.422928E-08,3.506139E-08,1,1,0.1635866,0.0804383,-0.01338411,0.9831531,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,-1.516018E-09,1.014038E-08,3.839983E-09,1,1,0,0,0,1,1,1,0,0,0,-1.919949E-09,-2.973632E-09,8.693886E-10,1,1,0,0,0,1
1367.777,0.977,-0.187,-1.75,3.372733E-07,4.661884E-08,4.80968E-08,1,1,0.1635886,0.08044218,-0.01338492,0.9831524,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,-3.305428E-08,-5.761458E-09,1.212531E-08,1,1,0,0,0,1,1,1,0,0,0,1.193846E-08,-2.184899E-08,9.100739E-10,1,1,0,0,0,1
1367.826,0.977,-0.187,-1.75,3.598222E-07,8.407244E-08,3.731914E-08,1,1,0.1635897,0.08044445,-0.0133854,0.983152,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,2.023702E-08,2.277555E-08,-5.606946E-09,0.9999996,1,0,0,0,1,1,1,0,0,0,2.311933E-09,1.467802E-08,-5.170707E-09,0.9999997,1,0,0,0,1
1367.877,0.977,-0.187,-1.75,4.093311E-07,1.550391E-07,4.734429E-08,1,1,0.1635904,0.08044579,-0.01338569,0.9831519,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,9.841812E-10,1.364475E-08,2.922737E-09,1,1,0,0,0,1,1,1,0,0,0,4.852451E-08,5.732194E-08,7.102458E-09,1,1,0,0,0,1
1367.927,0.977,-0.187,-1.75,4.303114E-07,1.738373E-07,5.30025E-08,1,1,0.1635908,0.08044661,-0.01338586,0.9831517,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,1.278019E-08,1.174637E-08,3.698204E-09,1,1,0,0,0,1,1,1,0,0,0,8.200092E-09,7.05184E-09,1.960024E-09,1,1,0,0,0,1
1367.976,0.977,-0.187,-1.75,4.529786E-07,1.712775E-07,4.870601E-08,1,1,0.1635911,0.08044709,-0.01338596,0.9831516,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,-1.298213E-08,5.871945E-09,1.48031E-09,1,1,0,0,0,1,1,1,0,0,0,3.56494E-08,-8.431712E-09,-5.77678E-09,1,1,0,0,0,1
1368.029,0.977,-0.187,-1.75,4.764999E-07,1.766745E-07,4.331415E-08,1,1,0.1635912,0.08044738,-0.01338602,0.9831516,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,9.28732E-09,3.367004E-09,-2.054965E-09,1,1,0,0,0,1,1,1,0,0,0,1.423393E-08,2.029954E-09,-3.336902E-09,1,1,0,0,0,1
1368.077,0.977,-0.187,-1.75,5.313507E-07,1.898351E-07,4.679862E-08,1,1,0.1635913,0.08044755,-0.01338605,0.9831516,0,0,0,0,3.331396,2.84853,0.07204386,0,1,0,0,0,2.731501E-08,-7.847092E-09,-6.371413E-09,1,1,0,0,0,1,1,1,0,0,0,2.753593E-08,2.100759E-08,9.855827E-09,0.9999997,1,0,0,0,1
