S,0
CR,0.91325,3.949001
CR,1.286434,5.600922
CR,1.054157,7.542141
CR,1.090801,9.144207
R,1.723293,11.96082
R,2.977909,15.52916
R,4.866329,20.87094
R,1.04628,23.40982
R,0.9876556,25.87637
CR,1.654686,28.54475
R,1.73542,34.98589
CR,1.024422,36.62449
R,1.901184,44.85702
S,1
CR,0.8794022,53.36933
CR,1.17733,55.12316
R,1.906647,60.15507
S,2
R,3.732178,67.36134
RUNTIME,67.36134
