2,1,Time1-Task2
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
698.2012,0,0,0,0,0,0,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,8266.076,0,1,0.6662253,-0.0004752753,-0.3070921,-3.266369E-08,1.000278E-07,-2.585411E-07,0.9999999,1,0,0,0,1,1,1,0,0,0,-3.212219E-08,1.004351E-07,-2.535606E-07,0.9999999,1,0,0,0,1
698.2513,0,0,0,2.999218E-09,2.840688E-08,-6.1172E-08,1,1,0.07105283,0.7416701,-0.07957659,0.662227,0,0,0,0,254.6516,0,1,0,0,0,1.25448E-09,1.311854E-08,-2.913596E-08,1,1,0,0,0,1,1,1,0,0,0,1.744738E-09,1.528834E-08,-3.203603E-08,1,1,0,0,0,1
698.3011,0,0,0,1.122732E-08,5.935344E-08,-1.154598E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,254.6516,0,1,0,0,0,3.76868E-09,1.741497E-08,-2.375921E-08,1,1,0,0,0,1,1,1,0,0,0,4.459424E-09,1.353159E-08,-3.052854E-08,1,1,0,0,0,1
698.3511,0,0,0,1.813232E-08,7.537632E-08,-8.059153E-08,1,1,0.07105283,0.7416701,-0.07957658,0.662227,0,0,0,0,275.0237,0,1,0,0,0,2.911137E-09,6.689847E-09,1.561843E-08,1,1,0,0,0,1,1,1,0,0,0,3.993866E-09,9.333023E-09,1.92498E-08,1,1,0,0,0,1
698.4009,0,0,0,2.375496E-08,8.51723E-08,-1.33545E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,275.0237,0,1,0,0,0,2.348015E-09,3.328211E-09,-2.837194E-08,1,1,0,0,0,1,1,1,0,0,0,3.274625E-09,6.467749E-09,-2.458146E-08,1,1,0,0,0,1
698.451,0,0,0,2.693962E-08,1.018307E-07,-1.965397E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,1.034675E-09,6.417618E-09,-2.663717E-08,1,1,0,0,0,1,1,1,0,0,0,2.149975E-09,1.02408E-08,-3.635758E-08,1,1,0,0,0,1
698.5011,0,0,0,3.349055E-08,1.125844E-07,-1.824511E-07,1,1,0.07105283,0.7416701,-0.07957657,0.662227,0,0,0,0,275.0237,0,1,0,0,0,3.49698E-09,5.060539E-09,6.582926E-09,1,1,0,0,0,1,1,1,0,0,0,3.053952E-09,5.693106E-09,7.505724E-09,1,1,0,0,0,1
698.5513,0,0,0,4.102611E-08,1.372823E-07,-1.352548E-07,1,1,0.07105282,0.7416701,-0.07957657,0.662227,0,0,0,0,280.1167,0,1,0,0,0,4.590579E-09,1.39868E-08,2.581813E-08,1,1,0,0,0,1,1,1,0,0,0,2.944993E-09,1.071106E-08,2.137818E-08,1,1,0,0,0,1
698.601,0,0,0,5.056204E-08,1.600171E-07,-8.725223E-08,1,1,0.07105281,0.7416701,-0.07957656,0.662227,0,0,0,0,269.9306,0,1,0,0,0,4.786341E-09,1.036206E-08,2.255829E-08,1,1,0,0,0,1,1,1,0,0,0,4.749596E-09,1.237266E-08,2.544425E-08,1,1,0,0,0,1
698.6508,0,0,0,6.074441E-08,1.798538E-07,-5.462199E-08,1,1,0.0710528,0.7416701,-0.07957655,0.662227,0,0,0,0,275.0237,0,1,0,0,0,4.777127E-09,9.700158E-09,1.586287E-08,1,1,0,0,0,1,1,1,0,0,0,5.40524E-09,1.013641E-08,1.676738E-08,1,1,0,0,0,1
