5,3,Ching and Liu-CHIChallenge
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
860.9091,2.055972,-2.192417,2.245841,-0.0622703,0.9923203,0.1046629,0.02164835,1.066623,0.297875,0.03963832,-0.01238046,0.9537013,0,0,0,0,3.250065,2.74838,0.9258119,0,1,0.07938264,-0.04595103,0.02139824,-1.338635E-07,-5.915111E-09,8.951919E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-9.016868E-08,1.846113E-10,7.90586E-09,1,1,0,0,0,1,3,1,0,0,0,-1.338635E-07,-5.915111E-09,8.951919E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
860.9601,2.173375,-2.263208,2.270702,-0.06227771,0.9923207,0.1046597,0.02161895,1.066623,0.2977113,0.05429681,-0.0169627,0.9529597,0,0,0,0,3.378041,2.74838,0.9258119,0,1,0.1459717,-0.08926249,0.02207679,8.578736E-08,1.149151E-08,-1.272137E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,9.309742E-08,2.013693E-08,8.048166E-09,0.9999999,1,0,0,0,1,3,1,0,0,0,1.140214E-07,2.917956E-08,8.233064E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.0106,2.25242,-2.311612,2.281547,-0.06227945,0.9923212,0.1046624,0.0215801,1.066623,0.2979354,0.06755504,-0.02114278,0.9519579,0,0,0,0,3.4711,2.74838,0.9258119,0,1,0.04224914,-0.02727086,0.0007111541,6.031888E-08,-4.928893E-09,-6.211813E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,5.068865E-08,-1.402495E-09,-1.829674E-10,1,1,0,0,0,1,3,1,0,0,0,9.656006E-08,-4.522944E-10,-9.553533E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.0592,2.304387,-2.314718,2.281172,-0.06226554,0.992322,0.1046637,0.021579,1.066623,0.2981078,0.07909203,-0.02479471,0.9509267,0,0,0.008315563,0,3.522551,2.74838,0.9258119,0,1,0.03998812,-0.02698825,-0.004387036,6.38016E-09,-3.006214E-09,-3.942948E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,4.449204E-08,-1.191446E-08,-9.802156E-09,1,1,0,0,0,1,3,1,0,0,0,4.107315E-08,3.225878E-09,-9.092724E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.1109,2.326777,-2.310225,2.278523,-0.06227822,0.9923213,0.10466,0.02158902,1.066623,0.2979855,0.08884954,-0.02786881,0.9500178,0,0,0.003395557,0,3.539479,2.74838,0.9258119,0,1,0.01072324,-0.007607264,-0.00267239,-5.55521E-08,3.590925E-08,1.241466E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1.088006E-07,3.34222E-08,1.401194E-08,1,1,0,0,0,1,3,1,0,0,0,-1.794645E-08,2.500338E-08,2.657889E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.16,2.333992,-2.307409,2.277217,-0.06227008,0.9923218,0.1046612,0.02158249,1.066623,0.297754,0.09677918,-0.03035736,0.9492391,0,0,0.0006921291,0,3.54429,2.74838,0.9258119,0,1,0,0,0,6.230725E-08,9.084227E-10,-4.152659E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1.044917E-08,2.311058E-08,1.165896E-08,1,1,0,0,0,1,3,1,0,0,0,-1.186161E-07,-9.672839E-09,1.916832E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.2106,2.335204,-2.306906,2.276998,-0.06225656,0.9923226,0.1046638,0.02157324,1.066623,0.2975052,0.1030579,-0.03232189,0.9485911,0,0,0.000108242,0,3.545126,2.74838,0.9258119,0,1,0,0,0,3.484447E-08,-5.410496E-11,-4.593581E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.465666E-07,-5.237835E-09,4.072112E-08,1,1,0,0,0,1,3,1,0,0,0,7.109568E-08,2.491795E-08,-1.982993E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.2612,2.335408,-2.306824,2.276961,-0.06225845,0.9923226,0.1046658,0.02156235,1.066623,0.2972811,0.1079971,-0.03386449,0.9480579,0,0,2.31266E-05,0,3.545275,2.74838,0.9258119,0,1,0,0,0,8.189873E-08,-1.812718E-08,-4.695371E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,4.450137E-08,4.313973E-09,1.879796E-09,1,1,0,0,0,1,3,1,0,0,0,1.823915E-08,-1.277469E-08,5.13199E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.3109,2.335442,-2.306792,2.276955,-0.06227032,0.9923221,0.1046658,0.02154709,1.066623,0.2970906,0.1118732,-0.03507349,0.9476241,0,0,5.245209E-06,0,3.545296,2.74838,0.9258119,0,1,0,0,0,-4.715098E-08,4.732507E-08,4.641266E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-2.676581E-08,4.630492E-08,2.949197E-08,1,1,0,0,0,1,3,1,0,0,0,-3.540258E-08,5.26279E-08,7.522978E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.3724,2.335448,-2.306783,2.276954,-0.06226753,0.992323,0.1046591,0.02154849,1.066623,0.2969333,0.1149071,-0.03601885,0.9472749,0,0,0,0,3.545292,2.74838,0.9258119,0,1,0,0,0,7.833756E-08,3.619717E-08,2.592137E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,8.866817E-08,1.127712E-08,-1.155868E-08,1,1,0,0,0,1,3,1,0,0,0,-1.845988E-08,-1.937855E-08,-1.278214E-10,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.4738,2.335449,-2.306782,2.276954,-0.06228762,0.9923216,0.1046564,0.02156892,1.066623,0.2968056,0.1172738,-0.0367557,0.9469965,0,0,1.192093E-06,0,3.545292,2.74838,0.9258119,0,1,0,0,0,-2.396559E-08,3.662489E-08,3.788381E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,2.031988E-08,3.199187E-08,1.461233E-08,1,1,0,0,0,1,3,1,0,0,0,1.885179E-07,-3.189232E-08,-9.953369E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.5194,2.335449,-2.306782,2.276954,-0.06228709,0.9923216,0.1046524,0.02158789,1.066623,0.296703,0.1191132,-0.03732795,0.9467767,0,0,0,0,3.545291,2.74838,0.9258119,0,1,0,0,0,9.156059E-08,2.219767E-08,-3.01603E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,2.379576E-08,-2.96691E-08,-2.399151E-08,1,1,0,0,0,1,3,1,0,0,0,7.921869E-08,4.725873E-09,-3.955176E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.5678,2.335449,-2.306782,2.276954,-0.0622976,0.9923209,0.1046514,0.02159594,1.066623,0.2966213,0.1205381,-0.03777098,0.9466043,0,0,0,0,3.545292,2.74838,0.9258119,0,1,0,0,0,-1.306294E-08,6.512852E-09,6.870193E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.306294E-08,6.512852E-09,6.870193E-09,1,1,0,0,0,1,3,1,0,0,0,9.159944E-08,-3.314699E-08,-3.39773E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.6176,2.335449,-2.306781,2.276954,-0.06228941,0.9923214,0.1046514,0.02159711,1.066623,0.2965563,0.1216389,-0.03811295,0.9464702,0,0,0,0,3.545291,2.74838,0.9258119,0,1,0,0,0,-1.651135E-07,4.648265E-08,4.563401E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.347582E-07,2.7813E-08,2.688178E-08,1,1,0,0,0,1,3,1,0,0,0,-2.544447E-09,-2.095003E-08,-5.523719E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.6696,2.335449,-2.306777,2.276954,-0.06229937,0.9923226,0.1046505,0.02151521,1.066623,0.2965049,0.1224873,-0.03837636,0.9463662,0,0,1.907349E-06,0,3.545289,2.74838,0.9258119,0,1,0,0,0,1.737284E-07,1.000334E-07,5.747723E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,8.280939E-08,4.387347E-08,2.843815E-08,1,1,0,0,0,1,3,1,0,0,0,1.517415E-07,8.274573E-08,4.474546E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.7194,2.335449,-2.306776,2.276954,-0.06229584,0.9923229,0.1046519,0.02150553,1.066623,0.2964642,0.1231399,-0.0385788,0.946286,0,0,0,0,3.545285,2.74838,0.9258119,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,7.384905E-08,1.544012E-08,-2.283677E-09,1,1,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.7686,2.31367,-2.310936,2.247043,-0.06227941,0.992324,0.1046581,0.02147365,1.049147,0.2969002,0.1233631,-0.03871257,0.9461148,0,0,0.0047369,0,3.533801,2.74838,0.9258119,0,1,0,0,0,-2.017448E-07,-6.608E-08,4.690468E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.57032E-07,-5.030028E-08,1.467986E-08,1,1,0,0,0,1,3,1,-0.02617817,-0.04137691,-0.03595352,-1.884072E-07,-6.225762E-08,4.98279E-08,1,0.9836153,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.8209,2.31001,-2.316722,2.242016,-0.06227534,0.992324,0.1046554,0.02149739,0.9576209,0.2974076,0.1233963,-0.03879601,0.9459476,0,0,0,0,3.518937,2.74838,0.9258119,0,1,0,0,0,-3.799438E-08,3.886441E-08,4.227273E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-4.234078E-08,3.610917E-08,3.798769E-08,1,1,0,0,0,1,3,1,0,0,0,-1.629011E-07,-6.557352E-08,-1.242736E-08,1,0.9127617,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.8677,2.309395,-2.317694,2.241171,-0.06227832,0.9923242,0.1046569,0.02147488,0.8655202,0.2978669,0.1233962,-0.03886194,0.9458004,0,0,0,0,3.518525,2.74838,0.9258119,0,1,0,0,0,2.496903E-08,-2.831811E-08,-1.664503E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,3.956839E-08,-2.793104E-08,-1.729603E-08,1,1,0,0,0,1,3,1,0,0,0,1.603527E-08,-1.311561E-08,-7.353214E-09,1,0.9038234,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.921,2.309292,-2.317857,2.241029,-0.06228453,0.9923236,0.1046597,0.02146552,0.8088953,0.2982338,0.1233895,-0.03891251,0.9456837,0,0,0,0,3.527928,2.74838,0.9258119,0,1,0,0,0,2.264924E-08,7.534861E-09,4.387969E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-4.396465E-08,-1.356077E-08,1.873882E-08,1,1,0,0,0,1,3,1,0,0,0,-1.403197E-07,5.585104E-09,2.394745E-08,1,0.9345771,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
861.9691,2.309275,-2.317885,2.241005,-0.06229495,0.9923225,0.1046659,0.02146163,0.7142507,0.2985196,0.1233815,-0.038951,0.9455929,0,0,0,0,3.543073,2.74838,0.9258119,0,1,0,0,0,4.409115E-08,7.796283E-09,6.706866E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-6.728696E-08,-6.540449E-08,-2.354865E-09,1,1,0,0,0,1,3,1,0,0,0,-4.742299E-08,-1.054329E-07,6.192072E-09,1,0.8829952,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.0189,2.309272,-2.317889,2.241001,-0.06228451,0.9923235,0.1046641,0.02145589,0.696008,0.298741,0.1233739,-0.03898038,0.9455228,0,0,0,0,3.550189,2.74838,0.9258119,0,1,0,0,0,-1.421704E-07,-4.593213E-08,6.76658E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,7.976658E-08,2.205479E-08,1.115662E-08,1,1,0,0,0,1,3,1,0,0,0,8.019004E-08,1.460052E-08,4.24703E-09,1,0.9744591,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.08,2.309271,-2.31789,2.241001,-0.06229449,0.9923224,0.1046696,0.02144419,0.696008,0.2989124,0.1233672,-0.03900287,0.9454685,0,0,0,0,3.550312,2.74838,0.9258119,0,1,0,0,0,-8.065407E-10,-2.033692E-08,-2.857078E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1.515013E-08,-2.460625E-08,-3.902535E-08,1,1,0,0,0,1,3,1,0,0,0,4.09726E-08,-7.514655E-09,1.092213E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.1298,2.309271,-2.31789,2.241001,-0.06229647,0.9923232,0.1046686,0.02140862,0.696008,0.2990449,0.1233616,-0.03902012,0.9454266,0,0,0,0,3.550313,2.74838,0.9258119,0,1,0,0,0,-5.923759E-08,-3.291678E-08,-2.390952E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1.283907E-07,-8.786872E-09,-3.651482E-08,1,1,0,0,0,1,3,1,0,0,0,3.726592E-08,-2.656972E-09,-2.335179E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.1764,2.309271,-2.31789,2.241001,-0.06230302,0.9923231,0.1046665,0.02140323,0.696008,0.2991474,0.1233571,-0.03903339,0.9453943,0,0,0,0,3.550313,2.74838,0.9258119,0,1,0,0,0,1.97319E-08,-2.35264E-08,-1.889951E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,6.129127E-08,5.294407E-08,4.472353E-08,1,1,0,0,0,1,3,1,0,0,0,6.674973E-08,3.954977E-08,4.832006E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.2265,2.309271,-2.31789,2.241001,-0.0623158,0.9923223,0.1046686,0.02139257,0.696008,0.2992267,0.1233533,-0.03904359,0.9453692,0,0,0,0,3.550313,2.74838,0.9258119,0,1,0,0,0,4.158478E-08,-5.524537E-09,-1.378518E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,7.51244E-08,-8.286805E-09,-2.27752E-08,1,1,0,0,0,1,3,1,0,0,0,8.234515E-08,3.58193E-08,-4.088535E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.2734,2.309271,-2.31789,2.241001,-0.0623132,0.9923227,0.1046681,0.0213829,0.696008,0.299288,0.1233504,-0.03905148,0.9453499,0,0,0,0,3.550313,2.74838,0.9258119,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.364959E-08,1.975934E-08,2.624471E-08,1,1,0,0,0,1,3,1,0,0,0,-5.459835E-09,7.903738E-09,1.049788E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.3245,2.309271,-2.31789,2.241001,-0.06230369,0.9923231,0.1046759,0.02135574,0.696008,0.2993355,0.1233481,-0.03905754,0.9453349,0,0,0,0,3.550313,2.74838,0.9258119,0,1,0,0,0,-2.154448E-07,-3.497266E-08,2.863527E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.672482E-08,-2.697702E-08,-2.198113E-09,1,1,0,0,0,1,3,1,0,0,0,-1.168759E-07,-3.322438E-08,2.151918E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.3743,2.309271,-2.31789,2.241001,-0.06230974,0.9923218,0.1046816,0.02137037,0.696008,0.2993722,0.1233462,-0.03906222,0.9453233,0,0,0,0,3.550313,2.74838,0.9258119,0,1,0,0,0,-4.947104E-08,-3.458426E-08,-2.695612E-08,0.9999996,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-6.113917E-08,-1.943997E-08,-3.085579E-08,0.9999997,1,0,0,0,1,3,1,0,0,0,-8.292687E-08,-1.240254E-08,-2.074603E-08,0.9999995,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.4242,2.309271,-2.31789,2.241001,-0.06232882,0.9923216,0.1046799,0.02133186,0.696008,0.2994006,0.1233448,-0.03906585,0.9453143,0,0,0,0,3.550314,2.74838,0.9258119,0,1,0,0,0,2.992572E-07,3.54801E-08,-7.091665E-10,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,2.244429E-07,2.661008E-08,-5.318749E-10,1,1,0,0,0,1,3,1,0,0,0,1.78681E-07,5.067284E-08,8.145359E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.4771,2.309271,-2.31789,2.241001,-0.06232884,0.9923218,0.1046799,0.02132154,0.696008,0.2994225,0.1233437,-0.03906864,0.9453074,0,0,0,0,3.550315,2.74838,0.9258119,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.5284,2.309271,-2.31789,2.241001,-0.06236626,0.9923189,0.1046879,0.02130824,0.7972149,0.2994396,0.1233428,-0.03907082,0.9453021,0,0,0,0,3.535428,2.74838,0.9258119,0,1,0,0,0,2.467248E-07,-1.028142E-07,-4.732323E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1.044619E-07,-4.470229E-08,-4.292682E-09,1,1,0,0,0,1,3,1,0,0,0,1.395717E-07,-4.94714E-08,-1.200777E-08,1,1.259698,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.5734,2.309271,-2.31789,2.241001,-0.0623767,0.9923193,0.1046854,0.02127247,0.9715613,0.2994527,0.1233422,-0.0390725,0.9452979,0,0,0,0,3.516494,2.74838,0.9258119,0,1,0,0,0,1.557058E-08,1.112416E-08,-3.186525E-10,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,6.407348E-08,2.323624E-08,-5.784E-09,1,1,0,0,0,1,3,1,0,0,0,5.155923E-08,2.296754E-08,-1.830093E-09,1,1.108127,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.6243,2.309271,-2.31789,2.241001,-0.06237406,0.9923185,0.1046896,0.02129625,1.027288,0.2994629,0.1233416,-0.03907379,0.9452947,0,0,0,0,3.516953,2.74838,0.9258119,0,1,0,0,0,-1.081962E-07,-1.374967E-08,-7.675674E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.16137E-07,-7.190265E-08,-1.706171E-08,1,1,0,0,0,1,3,1,0,0,0,-8.635244E-08,-4.60591E-08,-2.434577E-08,1,1.057358,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.6733,2.309271,-2.308955,2.241001,-0.06238993,0.9923174,0.1046888,0.02130527,1.094071,0.2994362,0.1233427,-0.03907029,0.9453032,0,0,0.008934736,0,3.518586,2.74838,0.9258119,0,1,0,0,0,-3.867299E-09,5.304721E-08,1.946781E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,3.678599E-08,3.260428E-08,1.288856E-08,1,1,0,0,0,1,3,1,0,0,0,1.196352E-07,1.42501E-08,1.340352E-08,1,1.065009,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.7255,2.309271,-2.288814,2.241001,-0.06239369,0.9923165,0.1046833,0.02136203,1.116135,0.2989573,0.1233624,-0.03900778,0.9454548,0,0,2.598763E-05,0,3.507208,2.74838,0.9258119,0,1,0,0,0,-4.810245E-08,-3.078311E-08,9.052312E-10,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.216541E-07,-1.972044E-08,2.741657E-08,1,1,0,0,0,1,3,1,0,0,0,-7.215368E-08,-4.617467E-08,1.357847E-09,1,1.020167,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.7747,2.309271,-2.274464,2.241001,-0.06239958,0.9923167,0.104687,0.02132133,1.116135,0.29833,0.1233883,-0.03892593,0.9456529,0,0,1.883507E-05,0,3.498978,2.74838,0.9258119,0,1,0,0,0,3.303347E-08,3.274072E-08,1.313778E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1.177409E-07,3.046648E-08,1.64215E-08,1,1,0,0,0,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.829,2.309271,-2.268812,2.241001,-0.06243219,0.9923142,0.1046882,0.02133217,1.126945,0.2978103,0.1234096,-0.03885811,0.9458167,0,0,0.005637646,0,3.497174,2.74838,0.9258119,0,1,0,0,0,1.504847E-08,-5.607057E-08,5.198408E-09,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-4.005659E-08,-4.127999E-08,6.433475E-09,1,1,0,0,0,1,3,1,0,0,0,3.319795E-08,-8.357178E-08,2.886213E-08,1,1.009685,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.8754,2.309271,-2.267396,2.241001,-0.06243169,0.9923144,0.1046937,0.02130005,1.126945,0.2973069,0.1234302,-0.03879241,0.9459751,0,0,1.907349E-06,0,3.493401,2.74838,0.9258119,0,1,0,0,0,3.386774E-09,-3.603671E-08,-1.436992E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1.110715E-07,-6.247438E-09,-3.257715E-09,1,1,0,0,0,1,3,1,0,0,0,-1.018187E-07,-9.367116E-08,-9.31847E-09,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.9256,2.309271,-2.267394,2.241001,-0.06242885,0.9923148,0.104695,0.02128402,1.126945,0.2969158,0.1234462,-0.03874139,0.9460979,0,0,0,0,3.492606,2.74838,0.9258119,0,1,0,0,0,4.501253E-08,1.759378E-08,-2.252801E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-3.975867E-08,-1.909944E-08,-1.100829E-08,1,1,0,0,0,1,3,1,0,0,0,3.183002E-08,-4.236338E-08,-1.372305E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
862.9749,2.309271,-2.267394,2.241001,-0.06241485,0.9923148,0.1046989,0.02130147,1.126945,0.2966132,0.1234587,-0.03870191,0.9461927,0,0,0,0,3.492471,2.74838,0.9258119,0,1,0,0,0,-1.169638E-07,-7.485368E-08,1.218044E-08,0.9999998,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-1.362603E-07,-6.605002E-08,2.65992E-08,1,1,0,0,0,1,3,1,0,0,0,-1.053191E-07,-3.219575E-08,1.611142E-09,0.9999997,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
863.0255,2.308031,-2.266552,2.242561,-0.0624116,0.9923155,0.1046898,0.02132257,1.126945,0.2963695,0.1234543,-0.03866553,0.9462712,0,0,0,0,3.492442,2.74838,0.9258119,0,1,0,0,0,-3.064195E-08,3.001801E-08,1.863701E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1.173957E-07,1.341393E-08,5.047565E-09,1,1,0,0,0,1,3,1,-0.002432252,0.001649672,0.00305986,-2.385013E-08,6.50462E-08,4.632835E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
863.0765,2.307039,-2.26588,2.243809,-0.0623813,0.992317,0.104689,0.02134817,1.126945,0.2961461,0.1234,-0.03861617,0.9463502,0,0,0,0,3.492408,2.74838,0.9258119,0,1,0,0,0,-1.379005E-07,-7.17566E-08,1.872592E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,-2.982773E-07,-7.075499E-08,3.035264E-08,1,1,0,0,0,1,3,1,0,0,0,-3.579328E-07,-8.490598E-08,3.642317E-08,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
863.1242,2.306873,-2.197985,2.244018,-0.06238915,0.9923171,0.1046876,0.02132968,1.238122,0.2954916,0.1233651,-0.03851128,0.9465636,0,0,0.01128745,0,3.498633,2.74838,0.9258119,0,1,0,0,0,7.54037E-08,5.054811E-08,2.757656E-08,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,2.898995E-08,3.518917E-08,3.166402E-08,1,1,0,0,0,1,3,1,0,0,0,6.10008E-08,4.438549E-08,2.398859E-08,1,1.098654,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1
