3,7,As Panteras-SnowmanBuild
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
1869.183,-73.48506,-58.27821,-229.1772,3.136783E-05,-3.400008E-05,-2.396364E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.233,-73.48506,-58.27821,-229.1772,3.155047E-05,-3.419597E-05,-2.410375E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.283,-73.48506,-58.27821,-229.1772,3.17331E-05,-3.439187E-05,-2.424385E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1
1869.332,-73.48506,-58.27821,-229.1772,3.191573E-05,-3.458777E-05,-2.438396E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.383,-73.48506,-58.27821,-229.1772,3.209134E-05,-3.477613E-05,-2.451867E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.434,-73.48506,-58.27821,-229.1772,3.227397E-05,-3.497202E-05,-2.465878E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.483,-73.48506,-58.27821,-229.1772,3.244957E-05,-3.516038E-05,-2.479349E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1
1869.534,-73.48506,-58.27821,-229.1772,3.263923E-05,-3.536381E-05,-2.493899E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.582,-73.48506,-58.27821,-229.1772,3.282889E-05,-3.556724E-05,-2.508448E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1869.632,-73.48506,-58.27821,-229.1772,3.30045E-05,-3.57556E-05,-2.521919E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.684,-73.48506,-58.27821,-229.1772,3.318713E-05,-3.59515E-05,-2.535929E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.741,-73.48506,-58.27821,-229.1772,3.337677E-05,-3.615492E-05,-2.550479E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1869.791,-73.48506,-58.27821,-229.1772,3.355237E-05,-3.634327E-05,-2.56395E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1869.841,-73.48506,-58.27821,-229.1772,3.374905E-05,-3.655424E-05,-2.579038E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1869.892,-73.48506,-58.27821,-229.1772,3.395976E-05,-3.678026E-05,-2.595203E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,7.726771E-08,-8.286843E-08,-5.927339E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1869.94,-73.48506,-58.27821,-229.1772,3.414239E-05,-3.697615E-05,-2.609214E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,2,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1
1869.992,-73.48506,-58.27821,-229.1772,3.431098E-05,-3.715698E-05,-2.622146E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1870.041,-73.48506,-58.27821,-229.1772,3.445147E-05,-3.730767E-05,-2.632923E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,7.726771E-08,-8.286843E-08,-5.927339E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1870.09,-73.48506,-58.27821,-229.1772,3.468327E-05,-3.755631E-05,-2.650706E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,1.194138E-07,-1.280694E-07,-9.160434E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1
1870.142,-73.48506,-58.27821,-229.1772,3.488697E-05,-3.777481E-05,-2.666333E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,8.429205E-08,-9.040193E-08,-6.466188E-08,1,1,0,0,0,1,1,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1870.192,-73.48506,-58.27821,-229.1772,3.506257E-05,-3.796317E-05,-2.679804E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1
1870.241,-73.48506,-58.27821,-229.1772,3.527329E-05,-3.81892E-05,-2.69597E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1
1870.29,-73.48506,-58.27821,-229.1772,3.546294E-05,-3.839263E-05,-2.710519E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1870.341,-73.48506,-58.27821,-229.1772,3.565962E-05,-3.860359E-05,-2.725607E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1870.391,-73.48506,-58.27821,-229.1772,3.582821E-05,-3.878442E-05,-2.73854E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1870.441,-73.48506,-58.27821,-229.1772,3.602488E-05,-3.899539E-05,-2.753628E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1870.491,-73.48506,-58.27821,-229.1772,3.620048E-05,-3.918375E-05,-2.7671E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1870.542,-73.48506,-58.27821,-229.1772,3.639013E-05,-3.938718E-05,-2.781649E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1870.59,-73.48506,-58.27821,-229.1772,3.657978E-05,-3.959061E-05,-2.796198E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1870.642,-73.48506,-58.27821,-229.1772,3.674133E-05,-3.976391E-05,-2.808592E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,7.726771E-08,-8.286843E-08,-5.927339E-08,1,1,0,0,0,1,2,1,0,0,0,2.809735E-08,-3.013398E-08,-2.155396E-08,1,1,0,0,0,1
1870.691,-73.48506,-58.27821,-229.1772,3.695205E-05,-3.998994E-05,-2.824758E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,9.131639E-08,-9.793542E-08,-7.005037E-08,1,1,0,0,0,1
1870.74,-73.48506,-58.27821,-229.1772,3.712063E-05,-4.017077E-05,-2.83769E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1
1870.792,-73.48506,-58.27821,-229.1772,3.73173E-05,-4.038173E-05,-2.852778E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1870.842,-73.48506,-58.27821,-229.1772,3.74929E-05,-4.057009E-05,-2.86625E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,4.214602E-08,-4.520096E-08,-3.233094E-08,1,1,0,0,0,1,2,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1
1870.89,-73.48506,-58.27821,-229.1772,3.770361E-05,-4.079612E-05,-2.882415E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,9.131639E-08,-9.793542E-08,-7.005037E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1870.941,-73.48506,-58.27821,-229.1772,3.787921E-05,-4.098448E-05,-2.895887E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,2,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1
1870.991,-73.48506,-58.27821,-229.1772,3.807588E-05,-4.119544E-05,-2.910975E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1
1871.042,-73.48506,-58.27821,-229.1772,3.826553E-05,-4.139886E-05,-2.925524E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1871.092,-73.48506,-58.27821,-229.1772,3.844815E-05,-4.159476E-05,-2.939534E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1871.14,-73.48506,-58.27821,-229.1772,3.860971E-05,-4.176806E-05,-2.951928E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,2,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1
1871.191,-73.48506,-58.27821,-229.1772,3.879233E-05,-4.196395E-05,-2.965939E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1871.242,-73.48506,-58.27821,-229.1772,3.896793E-05,-4.215231E-05,-2.97941E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1871.292,-73.48506,-58.27821,-229.1772,3.918566E-05,-4.238588E-05,-2.996115E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,1,1,0,0,0,7.726771E-08,-8.286843E-08,-5.927339E-08,1,1,0,0,0,1,2,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1
1871.343,-73.48506,-58.27821,-229.1772,3.936829E-05,-4.258177E-05,-3.010125E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1871.39,-73.48506,-58.27821,-229.1772,3.954389E-05,-4.277013E-05,-3.023597E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1871.441,-73.48506,-58.27821,-229.1772,3.971949E-05,-4.29585E-05,-3.037068E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1871.491,-73.48506,-58.27821,-229.1772,3.990913E-05,-4.316193E-05,-3.051617E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1871.541,-73.48506,-58.27821,-229.1772,4.011282E-05,-4.338042E-05,-3.067246E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,1,1,0,0,0,7.726771E-08,-8.286843E-08,-5.927339E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
1871.591,-73.48506,-58.27821,-229.1772,4.027438E-05,-4.355372E-05,-3.079641E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,2,1,0,0,0,4.917036E-08,-5.273446E-08,-3.771943E-08,1,1,0,0,0,1
1871.642,-73.48506,-58.27821,-229.1772,4.0457E-05,-4.374962E-05,-3.093654E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1,1,1,0,0,0,7.024337E-08,-7.533494E-08,-5.38849E-08,1,1,0,0,0,1,2,1,0,0,0,5.61947E-08,-6.026795E-08,-4.310792E-08,1,1,0,0,0,1
1871.691,-73.48506,-58.27821,-229.1772,4.06607E-05,-4.396812E-05,-3.109282E-05,1,1,0.1542469,0.271591,-0.04414592,0.9489454,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,7.726771E-08,-8.286843E-08,-5.927339E-08,1,1,0,0,0,1,1,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1,2,1,0,0,0,6.321903E-08,-6.780144E-08,-4.849641E-08,1,1,0,0,0,1
