3,7,As Panteras-SnowmanBuild
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,Checkpoint3,Checkpoint4,Checkpoint5,Checkpoint6,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
1859.033,-73.48506,-58.27821,-229.1772,-5.761206E-07,-6.305913E-07,5.575149E-08,1,1,0.152199,0.2712087,-0.04347693,0.9494162,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,-1.87813E-08,-1.367224E-08,3.593098E-08,1,1,0,0,0,1,1,1,0,0,0,-8.563929E-09,-2.442475E-08,1.09601E-08,1,1,0,0,0,1,2,1,0,0,0,-1.272575E-08,-4.299661E-08,1.119665E-08,1,1,0,0,0,1
1859.083,-73.48506,-58.27821,-229.1772,-5.831322E-07,-5.408553E-07,8.33362E-08,1,1,0.1526681,0.2712933,-0.04362943,0.9493097,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,-1.958588E-09,1.794602E-08,3.169895E-09,1,1,0,0,0,1,1,1,0,0,0,7.818489E-09,3.62535E-08,8.280661E-09,1,1,0,0,0,1,2,1,0,0,0,-1.287141E-08,3.553637E-08,1.61341E-08,1,1,0,0,0,1
1859.133,-73.48506,-58.27821,-229.1772,-6.396069E-07,-6.075056E-07,9.776377E-08,1,1,0.1530255,0.2713592,-0.04374595,0.949228,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,-1.359206E-08,-2.576771E-08,-9.350479E-10,1,1,0,0,0,1,1,1,0,0,0,-1.739142E-08,-9.380516E-09,6.230873E-09,1,1,0,0,0,1,2,1,0,0,0,-2.54912E-08,-3.150206E-08,9.131786E-09,1,1,0,0,0,1
1859.185,-73.48506,-58.27821,-229.1772,-5.70886E-07,-7.32152E-07,-3.200306E-08,1,1,0.1533002,0.27141,-0.0438356,0.9491649,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,3.191058E-08,-1.3985E-08,-4.227855E-08,1,1,0,0,0,1,1,1,0,0,0,3.577262E-08,-9.687328E-09,-4.602758E-08,1,1,0,0,0,1,2,1,0,0,0,1.037739E-09,-1.009739E-07,-4.146066E-08,1,1,0,0,0,1
1859.234,-73.48506,-58.27821,-229.1772,-5.066479E-07,-6.420537E-07,5.054223E-10,1,1,0.1535095,0.2714484,-0.04390388,0.949117,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,1.172694E-08,3.326399E-08,1.175607E-08,1,1,0,0,0,1,1,1,0,0,0,3.635346E-08,3.317693E-08,6.907997E-09,1,1,0,0,0,1,2,1,0,0,0,1.615791E-08,2.365747E-08,1.384452E-08,1,1,0,0,0,1
1859.283,-73.48506,-58.27821,-229.1772,-5.292702E-07,-6.005066E-07,-3.710494E-08,1,1,0.1536697,0.271477,-0.04395599,0.9490805,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,-1.611769E-08,1.253282E-08,-1.557163E-08,1,1,0,0,0,1,1,1,0,0,0,-9.757446E-09,-1.016091E-08,-1.734975E-08,1,1,0,0,0,1,2,1,0,0,0,3.252933E-09,3.917564E-08,-4.689066E-09,1,1,0,0,0,1
1859.334,-73.48506,-58.27821,-229.1772,-4.199043E-07,-5.072777E-07,-5.616359E-08,1,1,0.1537931,0.2714982,-0.04399605,0.9490526,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,4.986863E-08,5.393739E-08,-4.986602E-09,1,1,0,0,0,1,1,1,0,0,0,5.949738E-08,3.929203E-08,-1.407206E-08,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1
1859.383,-73.48506,-58.27821,-229.1772,-3.144735E-07,-4.17012E-07,-1.29421E-07,1,1,0.1538875,0.2715171,-0.04402713,0.9490304,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,4.224021E-08,5.555802E-08,-2.670971E-09,0.9999999,1,0,0,0,1,1,1,0,0,0,6.99668E-08,6.258227E-08,-2.193795E-08,0.9999999,1,0,0,0,1,2,1,0,0,0,5.136245E-10,-2.335416E-08,-5.141724E-08,0.9999998,1,0,0,0,1
1859.434,-73.48506,-58.27821,-229.1772,-4.275421E-07,-6.81276E-07,-1.915968E-07,1,1,0.1539603,0.2715312,-0.04405103,0.9490135,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,-3.583395E-08,-8.246077E-08,-1.286987E-08,1,1,0,0,0,1,1,1,0,0,0,-4.048826E-08,-9.49156E-08,-2.050349E-08,1,1,0,0,0,1,2,1,0,0,0,-4.4036E-08,-9.140837E-08,-2.603381E-08,1,1,0,0,0,1
1859.483,-73.48506,-58.27821,-229.1772,-2.859405E-07,-6.113975E-07,-2.02125E-07,1,1,0.1540178,0.2715425,-0.04406995,0.949,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,5.745392E-08,2.187283E-08,-9.078485E-09,1,1,0,0,0,1,1,1,0,0,0,4.345008E-08,1.97058E-08,-2.900731E-10,1,1,0,0,0,1,2,1,0,0,0,4.280336E-08,2.353626E-08,-2.234633E-09,1,1,0,0,0,1
1859.533,-73.48506,-58.27821,-229.1772,-3.683174E-07,-7.419975E-07,-2.275492E-07,1,1,0.1540618,0.2715508,-0.04408435,0.9489899,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,-2.85727E-08,-2.298634E-08,1.754891E-10,1,1,0,0,0,1,1,1,0,0,0,-3.172598E-08,-4.678168E-08,-9.617814E-09,1,1,0,0,0,1,2,1,0,0,0,-2.418385E-08,-5.606841E-08,-1.490685E-08,1,1,0,0,0,1
1859.583,-73.48506,-58.27821,-229.1772,-2.530992E-07,-4.660123E-07,-1.615337E-07,1,1,0.1540954,0.2715565,-0.04409526,0.9489822,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,2.778634E-08,7.60853E-08,2.949042E-08,1,1,0,0,0,1,1,1,0,0,0,4.234297E-08,1.14533E-07,2.043413E-08,1,1,0,0,0,1,2,1,0,0,0,4.508898E-08,8.536712E-08,1.609087E-08,1,1,0,0,0,1
1859.633,-73.48506,-58.27821,-229.1772,-3.414555E-07,-3.516088E-07,-1.401809E-07,1,1,0.1541229,0.2715622,-0.04410434,0.9489757,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,-3.091245E-08,2.78476E-08,9.590873E-09,1,1,0,0,0,1,1,1,0,0,0,-3.274598E-08,6.38742E-08,1.33653E-08,1,1,0,0,0,1,2,1,0,0,0,-2.469778E-08,2.26816E-08,-1.603405E-09,1,1,0,0,0,1
1859.683,-73.48506,-58.27821,-229.1772,-4.354171E-07,-4.868319E-07,-1.154732E-07,1,1,0.1541437,0.2715661,-0.04411115,0.9489709,0,0,0,0,4.626899,0.3389242,6.171091,5.973095,1.555836,1.56549,1.80029,0,1,0,0,0,-2.724439E-08,-6.001287E-08,1.412104E-08,1,1,0,0,0,1,1,1,0,0,0,-3.844171E-08,-5.424351E-08,6.218308E-09,1,1,0,0,0,1,2,1,0,0,0,-2.827556E-08,-2.096658E-08,4.368282E-09,1,1,0,0,0,1
