2,3,Reuben-CHIChallenge
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
1364.692,0.875146,-0.1393909,-1.770736,0,0,0,1,1,0.1634687,0.08005191,-0.01330952,0.9832053,0,0,0,0,3.331396,0.721818,0.9319237,0,1,0,0,0,0.0002154896,-3.466503E-05,-0.0001263545,0.9989206,1,0,0,0,1,1,1,-0.3395132,0.1586971,-0.06912072,3.055041E-05,-4.913808E-06,-1.791288E-05,0.9998471,1,0,0,0,1
1364.742,0.6774302,-0.04697345,-1.810989,6.744045E-08,-9.651497E-09,-1.105443E-08,1,1,0.162034,0.07552242,-0.01243855,0.9838123,0,0,0,0,3.352947,0.721818,0.9319237,0,1,0,0,0,1.967752E-08,-7.574862E-09,-3.316232E-09,1,1,0,0,0,1,1,1,0,0,0,4.776292E-08,-2.076637E-09,-7.738192E-09,1,1,0,0,0,1
1364.792,0.6442001,-0.03144086,-1.817754,1.463869E-07,-3.818566E-08,-3.197682E-08,1,1,0.1603476,0.07029358,-0.01144901,0.9844879,0,0,0,0,3.370184,0.721818,0.9319237,0,1,0,0,0,4.346542E-08,-1.264405E-08,-1.023542E-08,1,1,0,0,0,1,1,1,0,0,0,3.548103E-08,-1.589009E-08,-1.068697E-08,1,1,0,0,0,1
1364.842,0.6386151,-0.0288303,-1.818891,2.025787E-07,-3.457133E-08,-4.911389E-08,1,1,0.1588712,0.06574219,-0.01060305,0.985051,0,0,0,0,3.37578,0.721818,0.9319237,0,1,0,0,0,2.619619E-08,-1.065307E-09,-9.082636E-09,1,1,0,0,0,1,1,1,0,0,0,2.999564E-08,4.679647E-09,-8.054421E-09,1,1,0,0,0,1
1364.892,0.6376764,-0.02839154,-1.819082,2.124166E-07,-7.012213E-08,-5.32583E-08,1,1,0.1576657,0.06202696,-0.009923488,0.9854926,0,0,0,0,3.377149,0.721818,0.9319237,0,1,0,0,0,4.902863E-09,-1.602465E-08,-1.904332E-09,1,1,0,0,0,1,1,1,0,0,0,4.935018E-09,-1.952612E-08,-2.24006E-09,1,1,0,0,0,1
1364.943,0.6375187,-0.0283178,-1.819114,2.124166E-07,-7.012213E-08,-5.32583E-08,1,1,0.1567059,0.05906788,-0.009389305,0.9858327,0,0,0,0,3.377447,0.721818,0.9319237,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
1364.992,0.6374922,-0.0283054,-1.81912,2.576773E-07,-7.54337E-08,-5.087594E-08,1,1,0.1559552,0.05675006,-0.008975298,0.9860917,0,0,0,0,3.377508,0.721818,0.9319237,0,1,0,0,0,2.826757E-08,1.486877E-10,3.636018E-09,1,1,0,0,0,1,1,1,0,0,0,1.699333E-08,-5.460211E-09,-1.25362E-09,1,1,0,0,0,1
1365.042,0.6374878,-0.02830332,-1.819121,2.669952E-07,-8.87367E-08,-4.613508E-08,1,1,0.1553632,0.05493391,-0.008653338,0.9862909,0,0,0,0,3.377521,0.721818,0.9319237,0,1,0,0,0,-2.031307E-09,-1.14281E-08,-1.042021E-09,1,1,0,0,0,1,1,1,0,0,0,1.134939E-08,-1.874843E-09,5.782882E-09,1,1,0,0,0,1
1365.093,0.637487,-0.02830297,-1.819121,3.441388E-07,-8.492381E-08,-4.807814E-08,1,1,0.1548963,0.05351474,-0.008403147,0.9864445,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,1.464089E-09,-1.009866E-08,1.637917E-09,1,1,0,0,0,1,1,1,0,0,0,7.56793E-08,1.391158E-08,-3.580978E-09,1,1,0,0,0,1
1365.142,0.6374869,-0.02830291,-1.819121,3.113462E-07,-9.743919E-08,-4.970839E-08,1,1,0.1545313,0.05241301,-0.008209771,0.9865625,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,1.243888E-08,7.686707E-09,-1.830659E-09,1,1,0,0,0,1,1,1,0,0,0,-4.523154E-08,-2.020211E-08,2.004082E-10,1,1,0,0,0,1
1365.192,0.6374869,-0.0283029,-1.819121,3.576061E-07,-1.061544E-07,-5.231451E-08,1,1,0.1542474,0.05156089,-0.00806072,0.9866531,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,1.712643E-08,-1.164246E-08,-1.351206E-09,1,1,0,0,0,1,1,1,0,0,0,2.913354E-08,2.927255E-09,-1.254909E-09,1,1,0,0,0,1
1365.242,0.6374869,-0.0283029,-1.819121,3.955244E-07,-1.381056E-07,-5.737918E-08,1,1,0.1540273,0.05090304,-0.007945962,0.9867225,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,8.474059E-09,-1.707327E-08,-5.639014E-09,1,1,0,0,0,1,1,1,0,0,0,2.944422E-08,-1.487793E-08,5.743328E-10,1,1,0,0,0,1
1365.291,0.6374869,-0.0283029,-1.819121,3.979783E-07,-1.365501E-07,-5.273531E-08,1,1,0.153857,0.05039557,-0.007857623,0.9867759,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,3.66705E-08,9.357853E-09,-5.976188E-10,1,1,0,0,0,1,1,1,0,0,0,-3.42167E-08,-7.802267E-09,5.241486E-09,1,1,0,0,0,1
1365.341,0.6374869,-0.0283029,-1.819121,4.262168E-07,-1.072541E-07,-4.880707E-08,1,1,0.1537253,0.05000412,-0.007789589,0.9868168,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,-1.525205E-08,1.223886E-08,4.321703E-09,1,1,0,0,0,1,1,1,0,0,0,4.349047E-08,1.705712E-08,-3.934413E-10,1,1,0,0,0,1
1365.392,0.6374869,-0.0283029,-1.819121,4.088781E-07,-9.443296E-08,-3.748878E-08,1,1,0.1536234,0.04970209,-0.007737164,0.9868484,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,-1.313168E-08,3.945802E-09,7.002921E-09,1,1,0,0,0,1,1,1,0,0,0,-4.206893E-09,8.875389E-09,4.315378E-09,1,1,0,0,0,1
1365.442,0.6374869,-0.0283029,-1.819121,4.534256E-07,-1.073545E-07,-4.241917E-08,1,1,0.1535448,0.04946898,-0.007696741,0.9868727,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,2.545259E-08,-6.066106E-09,-2.775502E-09,1,1,0,0,0,1,1,1,0,0,0,1.9095E-08,-6.855442E-09,-2.154873E-09,1,1,0,0,0,1
1365.491,0.6374869,-0.0283029,-1.819121,5.055335E-07,-9.997399E-08,-3.797646E-08,1,1,0.1534839,0.04928897,-0.00766555,0.9868914,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,3.634398E-08,4.649573E-09,2.009513E-09,1,1,0,0,0,1,1,1,0,0,0,1.576396E-08,2.730967E-09,2.433215E-09,1,1,0,0,0,1
1365.543,0.6374869,-0.0283029,-1.819121,4.790745E-07,-1.003881E-07,-2.919876E-08,1,1,0.1534369,0.04914992,-0.007641472,0.9869058,0,0,0,0,3.377523,0.721818,0.9319237,0,1,0,0,0,2.46154E-09,6.335227E-09,4.680835E-09,1,1,0,0,0,1,1,1,0,0,0,-2.892056E-08,-6.74937E-09,4.096856E-09,1,1,0,0,0,1
