2,1,Time5-Task2
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
311.116,-0.04968168,0.02110329,0.0007736324,0,0,0,1,1,0.07099102,0.7417057,-0.07951424,0.6622013,0,0,0,0,7879.046,0,1,-0.1656056,0.07034429,0.002578775,-1.848672E-09,1.65358E-08,-3.861006E-07,1,1,0,0,0,1,1,1,0.6708421,0.07130219,-0.4862178,-1.898798E-09,1.790122E-08,-4.185346E-07,1,1,0,0,0,1
311.166,-0.1461223,0.06206836,0.002275385,6.844134E-11,8.491867E-10,-6.979308E-08,1,1,0.07036234,0.7420666,-0.07887961,0.6619398,0,0,0,0,251.6689,0,1,0,0,0,-2.690476E-10,-1.659398E-09,-3.659199E-08,1,1,0,0,0,1,1,1,0,0,0,2.704273E-10,2.146102E-09,-2.511218E-08,1,1,0,0,0,1
311.2154,-0.162331,0.06895336,0.002527784,-4.56652E-10,1.054548E-08,-5.368838E-08,1,1,0.06979087,0.7423943,-0.07830169,0.6617014,0,0,0,0,233.6067,0,1,0,0,0,-2.625464E-10,4.848148E-09,8.052346E-09,1,1,0,0,0,1,1,1,0,0,0,-2.625464E-10,4.848148E-09,8.052346E-09,1,1,0,0,0,1
311.2654,-0.1650553,0.07011051,0.002570205,-4.95979E-09,1.084168E-09,-8.455483E-08,1,1,0.069395,0.7426209,-0.07790077,0.6615362,0,0,0,0,286.6484,0,1,0,0,0,-2.073771E-09,-4.118726E-09,-1.646469E-08,1,1,0,0,0,1,1,1,0,0,0,-2.429369E-09,-5.342594E-09,-1.440173E-08,1,1,0,0,0,1
311.3158,-0.1655131,0.070305,0.002577335,-5.23396E-09,2.688132E-09,-9.451627E-08,1,1,0.06911943,0.7427785,-0.07762144,0.6614208,0,0,0,0,292.1449,0,1,0,0,0,5.406265E-11,-7.787788E-10,-9.412049E-10,1,1,0,0,0,1,1,1,0,0,0,-3.282311E-10,2.382752E-09,-9.020182E-09,1,1,0,0,0,1
311.3653,-0.16559,0.07033768,0.002578533,-5.47984E-09,7.43306E-09,-1.13033E-07,1,1,0.06891946,0.7428929,-0.07741857,0.661337,0,0,0,0,286.991,0,1,0,0,0,-6.164258E-11,2.223085E-09,-7.949637E-09,1,1,0,0,0,1,1,1,0,0,0,-1.842345E-10,2.521845E-09,-1.056705E-08,1,1,0,0,0,1
311.416,-0.165603,0.07034317,0.002578735,-5.114361E-09,1.947337E-09,-7.799433E-08,1,1,0.06876925,0.7429787,-0.07726612,0.6612741,0,0,0,0,287.0042,0,1,0,0,0,7.126626E-10,-2.68687E-09,2.210377E-08,1,1,0,0,0,1,1,1,0,0,0,-3.471836E-10,-2.798854E-09,1.293487E-08,1,1,0,0,0,1
311.4653,-0.1656052,0.0703441,0.002578769,-4.328141E-09,1.230343E-09,-4.574893E-08,1,1,0.06865393,0.7430446,-0.07714903,0.6612257,0,0,0,0,276.5704,0,1,0,0,0,2.451976E-10,-1.340825E-09,1.650775E-08,1,1,0,0,0,1,1,1,0,0,0,5.410239E-10,6.238324E-10,1.573766E-08,1,1,0,0,0,1
311.5156,-0.1656055,0.07034426,0.002578774,-8.838745E-10,-1.379281E-08,-8.786656E-08,1,1,0.06856429,0.7430958,-0.07705799,0.6611881,0,0,0,0,292.2259,0,1,0,0,0,2.227344E-09,-6.862798E-09,-1.774339E-08,0.9999999,1,0,0,0,1,1,1,0,0,0,1.216922E-09,-8.160355E-09,-2.437422E-08,0.9999999,1,0,0,0,1
311.5652,-0.1656056,0.07034428,0.002578775,-6.294858E-09,-5.564085E-08,-1.138147E-07,1,1,0.06849418,0.7431358,-0.07698677,0.6611586,0,0,0,0,287.0077,0,1,0,0,0,-2.702554E-09,-2.276036E-08,-1.216111E-08,0.9999999,1,0,0,0,1,1,1,0,0,0,-2.708434E-09,-1.908767E-08,-1.378704E-08,0.9999999,1,0,0,0,1
