"","U1Trans","U1Rot","U1Scale","U1Cam","U2Trans","U2Rot","U2Scale","U2Cam"
"1",0.309322033898305,0,0.0741525423728814,0.146186440677966,0.177966101694915,0.0444915254237288,0.222457627118644,0.25635593220339
"2",0,0,0,0,0.516304347826087,0,0.483695652173913,0
"3",0.324324324324324,0.0108108108108108,0,0,0.594594594594595,0,0.254054054054054,0
"4",0.626728110599078,0,0.207373271889401,0,0.170506912442396,0,0.0599078341013825,0.129032258064516
"5",1,0,0,0,0,0,0,0
"6",0.11156462585034,0.484353741496599,0.0122448979591837,0.186394557823129,0.39047619047619,0,0.141496598639456,0
"7",0.681927710843373,0.00240963855421687,0.15421686746988,0,0.0337349397590361,0,0.00963855421686747,0.216867469879518
