"","U1Trans","U1Rot","U1Scale","U1Cam","U2Trans","U2Rot","U2Scale","U2Cam","U3Trans","U3Rot","U3Scale","U3Cam","taskTotalLoad"
"1",0.27719298245614,0.0736842105263158,0,0.0456140350877193,0.0619883040935673,0.0292397660818713,0.012280701754386,0.2,0.095906432748538,0,0.0157894736842105,0.127485380116959,0.678759508484494
"2",0.27751572327044,0.0161163522012579,0.0636792452830189,0.101415094339623,0,0.205581761006289,0.0106132075471698,0.0558176100628931,0.0377358490566038,0.0699685534591195,0.0200471698113208,0.0511006289308176,0.675973259929217
"3",0.275176129299627,0.0476585163696643,0.0605055946953999,0.0107749689183589,0.000414421881475342,0.00828843762950684,0.0103605470368835,0.148777455449648,0.0588479071694986,0.0476585163696643,0.00911728139245752,0.0675507666804807,0.572553897180763
"4",0.0164348925410872,0.171934260429836,0.0101137800252845,0,0.0897597977243995,0,0.0663716814159292,0.00821744627054362,0.285082174462705,0,0.0132743362831858,0,0.545857052498419
"5",0.0473167916907098,0.186381996537796,0.0819388343912291,0.0271206001154068,0.190421234852856,0,0.00750144258511252,0.0236583958453549,0.241200230813618,0,0.0103866128101558,0.103289094056549,0.684180138568129
"6",0.00688680911177821,0.000176584849019954,0.0535052092530461,0.151333215610101,0.239095885573018,0,0,0,0.00194243333921949,0.129966448878686,0.00388486667843899,0.030725763729472,0.518014835747086
"7",0.259708737864078,0.00121359223300971,0.0485436893203883,0.0473300970873786,0.533980582524272,0.00242718446601942,0,0,0.0995145631067961,0.0800970873786408,0.0546116504854369,0,0.766707168894289
