"","U1Trans","U1Rot","U1Scale","U1Cam"
"1",0.748456790123457,0.125,0.104938271604938,0.0231481481481481
"2",0.645380434782609,0.145380434782609,0.101902173913043,0.108695652173913
"3",0.381621621621622,0.365945945945946,0.0854054054054054,0.167027027027027
"4",0.390406395736176,0.0832778147901399,0.0792804796802132,0.449033977348434
"5",0.708860759493671,0.16998191681736,0.121157323688969,0
