"","U1Trans","U1Rot","U1Scale","U1Cam","U2Trans","U2Rot","U2Scale","U2Cam"
"1",0.482785602503912,0,0.0586854460093897,0,0.348982785602504,0.151799687010955,0.0618153364632238,0.115805946791862
"2",0,0,0,0,0.758227848101266,0.153164556962025,0.10253164556962,0
"3",0.46530612244898,0.372244897959184,0,0.036734693877551,0.298775510204082,0,0.0979591836734694,0.0310204081632653
"4",0.316359696641387,0.202600216684724,0.075839653304442,0.0487540628385699,0.421451787648971,0,0.0368364030335861,0.14626218851571
"5",0.767686424474187,0.106118546845124,0.0411089866156788,0.0889101338432122,0,0,0,0
"6",0.0396825396825397,0.626373626373626,0.0177045177045177,0.133089133089133,0.291819291819292,0.0647130647130647,0.0231990231990232,0.0103785103785104
"7",0.519153225806452,0.167338709677419,0.148185483870968,0.0554435483870968,0.0846774193548387,0,0.0463709677419355,0.105846774193548
