"","U1Trans","U1Rot","U1Scale","U1Cam","taskTotalLoad"
"1",0.288855758479314,0.104733507267984,0.0208721580320537,0.044353335818114,0.455257270693512
"2",0.335208098987627,0.0967379077615298,0.062992125984252,0.047244094488189,0.541666666666667
"3",0.24922600619195,0.0255417956656347,0.049922600619195,0.0611455108359133,0.385985288424313
"4",0.17752849002849,0.098468660968661,0.0295584045584046,0.102029914529915,0.407301869991095
"5",0.265610438024231,0.0368126747437092,0.043336439888164,0.1309412861137,0.475990675990676
